call_id,timestamp,call_category,tenant_tier,asset_type,location,issue_type,issue_severity,business_impact,safety_concern,is_recurring,transcript
IP-202601-00351,2026-01-22 08:17:23,tenant support,VIP,Warehouse,Tech Block,air conditioning not cooling properly,medium,high,False,True,"good morning. i'm calling from our warehouse in tech block. let me explain the situation. since yesterday, we started noticing air conditioning not cooling properly. it's uncomfortable but we can manage i want a formal complaint logged right now. and this isn't the first time. we've called about this before. i really hope i don't have to call again about this."
IP-202512-00353,2025-12-12 10:43:23,tenant support,VIP,Warehouse,Community Retail Strip,foul smell coming from the ventilation system,medium,high,False,False,"yes, we've had foul smell coming from the ventilation system since the beginning of the month. we think something might be stuck in the ducts community retail strip, warehouse. we're glad you're looking into it."
IP-202601-00354,2026-01-27 08:09:23,tenant support,Premium,Office,Tech Block,window blinds broken and cannot be adjusted,medium,high,False,True,"hi, i need to report a problem with our unit. we are dealing with window blinds broken and cannot be adjusted. it's been happening since last monday. we're in tech block, the office. we've tried fixing them ourselves but they're stuck yes, multiple times actually. i need to speak with a manager. i expect this to be resolved quickly."
IP-202601-00355,2026-01-12 03:14:23,tenant support,VIP,Warehouse,Zone A – Corporate Offices,hot water not available in the office kitchen,medium,high,False,False,"hello, i need to report something that's been bothering us. we are experiencing hot water not available in the office kitchen. the water heater seems to have stopped working we're located in zone a – corporate offices, warehouse unit. thanks for being so responsive."
IP-202602-00360,2026-02-17 02:52:23,tenant support,VIP,Warehouse,Retail Plaza Central,main entrance security breach,critical,high,True,True,"good morning. i'm calling from our warehouse in retail plaza central. i wanted to give you some background first. for over a week, we started noticing main entrance security breach. we found the door forced open this morning we're paying premium rent for this kind of service? and this isn't the first time. we've called about this before. this is affecting our ability to serve our clients. we also have safety concerns about this. please make sure this actually gets done this time."
IP-202602-00361,2026-02-18 04:46:23,tenant support,VIP,Retail Store,Zone B – SME Offices,gym equipment in the shared fitness room needs servicing,low,medium,False,True,"hi, i need to report a problem with our unit. we are dealing with gym equipment in the shared fitness room needs servicing. it's been happening since last monday. we're in zone b – sme offices, the retail store. a couple of the weight machines are a bit stiff yes, multiple times actually. i need to speak with a manager. please make sure this actually gets done this time."
IP-202512-00367,2025-12-30 10:48:23,tenant support,Premium,Warehouse,Tech Block,severe water flooding in the storage area,critical,high,True,True,"good morning. i'm calling from our warehouse in tech block. i wanted to give you some background first. for three days now, we started noticing severe water flooding in the storage area. our inventory is getting damaged we're very disappointed with the response time. and this isn't the first time. we've called about this before. our staff can't work properly because of this. we also have safety concerns about this. i really hope i don't have to call again about this."
IP-202511-00369,2025-11-25 08:49:23,tenant support,VIP,Warehouse,Zone A – Corporate Offices,broken main water pipe causing low pressure building-wide,high,high,False,False,"good morning. i'm calling from our warehouse in zone a – corporate offices. we've been dealing with something and i need your help. for three days now, we started noticing broken main water pipe causing low pressure building-wide. this affects every tenant on our floor we're losing money every day this goes unresolved. great, thank you for taking care of this."
IP-202512-00371,2025-12-23 10:02:23,tenant support,VIP,Office,Retail Plaza Central,recycling bins not being collected on schedule,low,high,False,True,"yes, we've had recycling bins not being collected on schedule for the past two weeks. we're trying to be sustainable but it's hard without pickup i reported this before and nothing was done about it. this is unacceptable. retail plaza central, office. i really hope i don't have to call again about this."
IP-202602-00372,2026-02-15 07:53:23,tenant support,Standard,Retail Store,Tech Block,water cooler in the common area running low too often,low,low,False,False,"hello, i need to report an issue. we are experiencing water cooler in the common area running low too often. the water bottles need replacing more frequently we're located in tech block, retail store unit. perfect, that works for us."
IP-202601-00374,2026-01-16 09:42:23,tenant support,Premium,Warehouse,Logistics Cluster South,rodent infestation found in the warehouse,high,medium,False,False,"hello, i need to report an issue. we are experiencing rodent infestation found in the warehouse. we found droppings near our stored goods we're located in logistics cluster south, warehouse unit. we're losing money every day this goes unresolved. great, thank you for taking care of this."
IP-202602-00375,2026-02-15 05:25:23,tenant support,Standard,Office,Zone B – SME Offices,ceiling collapse in the main corridor,critical,medium,True,False,"good morning. i'm calling from our office in zone b – sme offices. we've been dealing with something and i need your help. for the past two days, we started noticing ceiling collapse in the main corridor. part of the ceiling caved in i expected much better from this facility. this is affecting our ability to serve our clients. this is a health and safety risk for our staff. i expect this to be resolved quickly."
IP-202602-00376,2026-02-17 10:59:23,tenant support,Premium,Office,Logistics Cluster North,frequent circuit breaker trips in the office,medium,high,False,True,"hi, i'm calling again about an ongoing issue that hasn't been resolved. i've been calling for days about this. we are experiencing frequent circuit breaker trips in the office. we lose power to half our desks when it happens we're located in logistics cluster north, office unit. this was reported last week but nothing has been done. we're very disappointed with the response time. i expect this to be resolved quickly."
IP-202601-00377,2026-01-07 06:45:23,tenant support,VIP,Warehouse,Retail Plaza Central,foul smell coming from the ventilation system,medium,high,False,False,"hi, i need to report a problem with our unit. we are dealing with foul smell coming from the ventilation system. it's been happening since we moved in three months ago. we're in retail plaza central, the warehouse. it's been getting worse over the past week we're glad you're looking into it."
IP-202601-00380,2026-01-12 07:11:23,tenant support,Premium,Warehouse,Zone A – Corporate Offices,slow internet connectivity in common areas,medium,medium,False,False,"hello, i need to report something that's been bothering us. we are experiencing slow internet connectivity in common areas. this affects our work when we use the meeting rooms we're located in zone a – corporate offices, warehouse unit. perfect, that works for us."
IP-202601-00382,2026-01-10 04:29:23,tenant support,Standard,Retail Store,Logistics Cluster South,minor noise disturbance from nearby unit,low,low,False,False,"good morning. i'm calling from our retail store in logistics cluster south. we've been dealing with something and i need your help. since the beginning of the month, we started noticing minor noise disturbance from nearby unit. it's not urgent but it is noticeable thank you for your quick response."
IP-202512-00384,2025-12-15 07:11:23,tenant support,Standard,Warehouse,Tech Block,lighting issues in parking area,medium,medium,False,True,"yes, we've had lighting issues in parking area since last monday. our employees feel unsafe walking to their cars i reported this before and nothing was done about it. we're paying good money and this is what we get. tech block, warehouse. please make sure this actually gets done this time."
IP-202601-00386,2026-01-30 10:31:23,tenant support,Premium,Warehouse,Zone B – SME Offices,air conditioning completely broken during summer,high,medium,False,False,"hello, i need to report an issue. we are experiencing air conditioning completely broken during summer. the indoor temperature is over 35 degrees we're located in zone b – sme offices, warehouse unit. this is affecting our ability to serve our clients. perfect, that works for us."
IP-202602-00388,2026-02-17 05:25:23,tenant support,VIP,Retail Store,Retail Plaza Central,rodent infestation found in the warehouse,high,high,False,True,"hi, i need to report a problem with our unit. we are dealing with rodent infestation found in the warehouse. it's been happening since the beginning of the month. we're in retail plaza central, the retail store. clients will not accept goods from here yes, multiple times actually. this is extremely frustrating. this is affecting our ability to serve our clients. please make sure this actually gets done this time."
IP-202512-00392,2025-12-11 06:59:23,tenant support,VIP,Warehouse,Tech Block,vending machine in the break room is out of stock,low,medium,False,False,"hi, i need to report a problem with our unit. we are dealing with vending machine in the break room is out of stock. it's been happening for nearly a month now. we're in tech block, the warehouse. not a priority but thought i'd mention it thanks for being so responsive."
IP-202601-00395,2026-01-19 08:10:23,tenant support,VIP,Retail Store,Zone A – Corporate Offices,elevator breakdown in multi-story unit,high,high,False,False,"hi, i need to report a problem with our unit. we are dealing with elevator breakdown in multi-story unit. it's been happening for over a week. we're in zone a – corporate offices, the retail store. we're on the sixth floor and people are struggling i expected much better from this facility. we're losing money every day this goes unresolved. i really hope i don't have to call again about this."
IP-202601-00396,2026-01-23 01:16:23,tenant support,Standard,Warehouse,Zone B – SME Offices,foul smell coming from the ventilation system,medium,medium,False,False,"good morning. i'm calling from our warehouse in zone b – sme offices. i wanted to give you some background first. for the past two weeks, we started noticing foul smell coming from the ventilation system. we think something might be stuck in the ducts we appreciate the fast turnaround."
IP-202601-00399,2026-01-07 09:35:23,tenant support,Premium,Warehouse,Zone B – SME Offices,heating system failed completely during winter,high,high,False,False,"good morning. i'm calling from our warehouse in zone b – sme offices. i wanted to give you some background first. since the beginning of the month, we started noticing heating system failed completely during winter. employees are wearing coats at their desks this is affecting our ability to serve our clients. we appreciate the fast turnaround."
IP-202512-00400,2025-12-23 05:53:23,tenant support,VIP,Retail Store,Zone B – SME Offices,vending machine in the break room is out of stock,low,medium,False,False,"good morning. i'm calling from our retail store in zone b – sme offices. let me explain the situation. since the beginning of the month, we started noticing vending machine in the break room is out of stock. staff would appreciate it being restocked we're glad you're looking into it."
IP-202601-00401,2026-01-20 10:45:23,tenant support,VIP,Retail Store,Zone B – SME Offices,communal kitchen sink draining slowly,low,medium,False,False,"yes, we've had communal kitchen sink draining slowly for three days now. not urgent but it would be nice to have it sorted zone b – sme offices, retail store. we're glad you're looking into it."
IP-202512-00402,2025-12-28 09:41:23,tenant support,Standard,Warehouse,Retail Plaza Central,toilet not flushing properly in the office restroom,medium,medium,False,False,"hello, i need to report something that's been bothering us. we are experiencing toilet not flushing properly in the office restroom. we've reported this before but it keeps happening we're located in retail plaza central, warehouse unit. thanks for being so responsive."
IP-202601-00403,2026-01-13 05:30:23,tenant support,Premium,Retail Store,Zone B – SME Offices,request for additional waste bins,low,medium,False,False,"hi, i need to report a problem with our unit. we are dealing with request for additional waste bins. it's been happening since last monday. we're in zone b – sme offices, the retail store. would be helpful to have more bins near the entrance perfect, that works for us."
IP-202512-00405,2025-12-17 01:47:23,tenant support,Standard,Warehouse,Tech Block,cracks appearing in the office wall,medium,medium,False,False,"good morning. i'm calling from our warehouse in tech block. i wanted to give you some background first. for the past two days, we started noticing cracks appearing in the office wall. we're concerned it could get worse over time we're glad you're looking into it."
IP-202512-00408,2025-12-22 10:34:23,tenant support,Premium,Warehouse,Logistics Cluster North,toilet not flushing properly in the office restroom,medium,high,False,False,"yes, we've had toilet not flushing properly in the office restroom since the beginning of the month. we've reported this before but it keeps happening logistics cluster north, warehouse. we appreciate the fast turnaround."
IP-202512-00409,2025-12-02 05:42:23,tenant support,VIP,Warehouse,Zone B – SME Offices,garden area outside needs trimming,low,medium,False,False,"good morning. i'm calling from our warehouse in zone b – sme offices. let me explain the situation. for three days now, we started noticing garden area outside needs trimming. it would look nicer if the landscaping was tidied up perfect, that works for us."
IP-202601-00411,2026-01-10 03:24:23,tenant support,Standard,Warehouse,Logistics Cluster South,persistent water leakage damaging office equipment,high,medium,False,True,"good morning. i'm calling from our warehouse in logistics cluster south. i wanted to give you some background first. since we moved in three months ago, we started noticing persistent water leakage damaging office equipment. our computers are at risk from the dripping i need to speak with a manager. and this isn't the first time. we've called about this before. this is affecting our ability to serve our clients. i expect this to be resolved quickly."
IP-202601-00413,2026-01-04 05:22:23,tenant support,Standard,Retail Store,Logistics Cluster North,foul smell coming from the ventilation system,medium,medium,False,False,"good morning. i'm calling from our retail store in logistics cluster north. let me explain the situation. for over a week, we started noticing foul smell coming from the ventilation system. it's been getting worse over the past week great, thank you for taking care of this."
IP-202512-00414,2025-12-05 05:15:23,tenant support,Premium,Retail Store,Community Retail Strip,request to replace a burnt-out lightbulb in the stairwell,low,low,False,False,"good morning. i'm calling from our retail store in community retail strip. so here's what happened. for the past two weeks, we started noticing request to replace a burnt-out lightbulb in the stairwell. one of the stairwell lights is out i appreciate the help, really."
IP-202512-00415,2025-12-17 10:40:23,tenant support,Standard,Office,Zone B – SME Offices,thermostat not responding to temperature adjustments,medium,medium,False,False,"hello, i need to report an issue. we are experiencing thermostat not responding to temperature adjustments. we've tried changing the settings but nothing happens we're located in zone b – sme offices, office unit. we appreciate the fast turnaround."
IP-202602-00416,2026-02-12 11:18:23,tenant support,Standard,Office,Logistics Cluster South,gym equipment in the shared fitness room needs servicing,low,medium,False,False,"hello, i need to report an issue. we are experiencing gym equipment in the shared fitness room needs servicing. a couple of the weight machines are a bit stiff we're located in logistics cluster south, office unit. thanks for being so responsive."
IP-202512-00417,2025-12-05 10:14:23,tenant support,Premium,Retail Store,Logistics Cluster South,air conditioning not cooling properly,medium,medium,False,False,"hi, i need to report a problem with our unit. we are dealing with air conditioning not cooling properly. it's been happening since the beginning of the month. we're in logistics cluster south, the retail store. it's warmer than it should be in here i appreciate the help, really."
IP-202602-00418,2026-02-06 11:05:23,tenant support,Premium,Retail Store,Logistics Cluster South,slow internet connectivity in common areas,medium,medium,False,False,"yes, we've had slow internet connectivity in common areas since last monday. we can't have video meetings properly logistics cluster south, retail store. we appreciate the fast turnaround."
IP-202512-00419,2025-12-26 10:02:23,tenant support,Standard,Office,Tech Block,air conditioning completely broken during summer,high,medium,False,False,"hi, i need to report a problem with our unit. we are dealing with air conditioning completely broken during summer. it's been happening for the past two weeks. we're in tech block, the office. we might need to close early today this is seriously impacting our business operations. great, thank you for taking care of this."
IP-202602-00420,2026-02-02 09:08:23,tenant support,VIP,Warehouse,Logistics Cluster South,hot water not available in the office kitchen,medium,high,False,False,"good morning. i'm calling from our warehouse in logistics cluster south. so here's what happened. for three days now, we started noticing hot water not available in the office kitchen. this is a basic amenity that should be working great, thank you for taking care of this."
IP-202601-00421,2026-01-23 06:38:23,tenant support,VIP,Office,Retail Plaza Central,gas leak detected near the kitchen area,critical,high,True,False,"hello, i need to report an issue. we are experiencing gas leak detected near the kitchen area. we've evacuated the floor as a precaution we're located in retail plaza central, office unit. our staff can't work properly because of this. this is a health and safety risk for our staff. i expect this to be resolved quickly."
IP-202601-00423,2026-01-10 05:59:23,tenant support,Premium,Retail Store,Tech Block,foul smell coming from the ventilation system,medium,medium,False,True,"yes, we've had foul smell coming from the ventilation system for almost a week. there's a persistent bad odor when the ac runs i reported this before and nothing was done about it. we're very disappointed with the response time. tech block, retail store. i really hope i don't have to call again about this."
IP-202512-00424,2025-12-22 01:46:23,tenant support,VIP,Retail Store,Logistics Cluster South,door lock on the main office entrance is jammed,medium,high,False,True,"good morning. i'm calling from our retail store in logistics cluster south. i wanted to give you some background first. for the past two days, we started noticing door lock on the main office entrance is jammed. it needs to be replaced before it breaks completely this is outrageous, we've been ignored for weeks. and this isn't the first time. we've called about this before. please make sure this actually gets done this time."
IP-202602-00425,2026-02-10 06:09:23,tenant support,Standard,Retail Store,Tech Block,hot water not available in the office kitchen,medium,medium,False,False,"good morning. i'm calling from our retail store in tech block. we've been dealing with something and i need your help. since we moved in three months ago, we started noticing hot water not available in the office kitchen. this is a basic amenity that should be working wonderful, we'll wait for the update."
IP-202512-00426,2025-12-24 03:32:23,tenant support,Premium,Retail Store,Zone B – SME Offices,hot water not available in the office kitchen,medium,high,False,False,"good morning. i'm calling from our retail store in zone b – sme offices. so here's what happened. since the beginning of the month, we started noticing hot water not available in the office kitchen. staff can't make tea or coffee properly thanks for being so responsive."
IP-202512-00427,2025-12-10 03:08:23,tenant support,Standard,Warehouse,Zone B – SME Offices,heating system failed completely during winter,high,medium,False,False,"yes, we've had heating system failed completely during winter since the beginning of the month. clients are complaining about the temperature zone b – sme offices, warehouse. this is seriously impacting our business operations. perfect, that works for us."
IP-202601-00429,2026-01-01 03:17:23,tenant support,Premium,Retail Store,Logistics Cluster North,access control system failure locking employees out,high,high,False,False,"good morning. i'm calling from our retail store in logistics cluster north. so here's what happened. since the beginning of the month, we started noticing access control system failure locking employees out. none of our keycards are working our staff can't work properly because of this. perfect, that works for us."
IP-202512-00434,2025-12-30 09:56:23,tenant support,VIP,Office,Zone B – SME Offices,frequent circuit breaker trips in the office,medium,high,False,False,"hi, i need to report a problem with our unit. we are dealing with frequent circuit breaker trips in the office. it's been happening for three days now. we're in zone b – sme offices, the office. the breaker trips at least once a day i appreciate the help, really."
IP-202602-00435,2026-02-07 10:52:23,tenant support,VIP,Retail Store,Tech Block,recycling bins not being collected on schedule,low,medium,False,False,"hi, i need to report a problem with our unit. we are dealing with recycling bins not being collected on schedule. it's been happening for over a week. we're in tech block, the retail store. we're trying to be sustainable but it's hard without pickup that's reassuring, thank you."
IP-202512-00436,2025-12-14 01:15:23,tenant support,Premium,Warehouse,Logistics Cluster North,window blinds broken and cannot be adjusted,medium,high,False,False,"hello, i need to report something that's been bothering us. we are experiencing window blinds broken and cannot be adjusted. we've tried fixing them ourselves but they're stuck we're located in logistics cluster north, warehouse unit. we appreciate the fast turnaround."
IP-202512-00437,2025-12-22 07:10:23,tenant support,VIP,Warehouse,Zone B – SME Offices,air conditioning not cooling properly,medium,high,False,True,"hi, i'm calling again about an ongoing issue that hasn't been resolved. we're very disappointed with the response time. we are experiencing air conditioning not cooling properly. it's uncomfortable but we can manage we're located in zone b – sme offices, warehouse unit. this was reported last week but nothing has been done. i'm losing patience with this situation. please make sure this actually gets done this time."
IP-202601-00439,2026-01-19 04:34:23,tenant support,VIP,Warehouse,Logistics Cluster South,air conditioning not cooling properly,medium,high,False,False,"yes, we've had air conditioning not cooling properly since the beginning of the month. it's uncomfortable but we can manage logistics cluster south, warehouse. great, thank you for taking care of this."
IP-202601-00440,2026-01-30 06:20:23,tenant support,Premium,Warehouse,Tech Block,parking gate malfunctioning intermittently,medium,medium,False,False,"hello, i need to report something that's been bothering us. we are experiencing parking gate malfunctioning intermittently. sometimes it works, sometimes it doesn't we're located in tech block, warehouse unit. that's reassuring, thank you."
IP-202512-00442,2025-12-20 03:46:23,tenant support,Premium,Office,Zone A – Corporate Offices,electrical sparking from exposed wiring in the server room,critical,medium,True,False,"good morning. i'm calling from our office in zone a – corporate offices. i wanted to give you some background first. since we moved in three months ago, we started noticing electrical sparking from exposed wiring in the server room. we've cut power to that section but need urgent repair this is unacceptable. our staff can't work properly because of this. we also have safety concerns about this. i really hope i don't have to call again about this."
IP-202602-00443,2026-02-10 01:58:23,tenant support,VIP,Office,Community Retail Strip,rodent infestation found in the warehouse,high,high,False,False,"good morning. i'm calling from our office in community retail strip. let me explain the situation. for three days now, we started noticing rodent infestation found in the warehouse. clients will not accept goods from here this is seriously impacting our business operations. that sounds good, thank you."
IP-202512-00445,2025-12-10 07:25:23,tenant support,Premium,Office,Zone A – Corporate Offices,elevator breakdown in multi-story unit,high,high,False,False,"hello, i need to report an issue. we are experiencing elevator breakdown in multi-story unit. we have employees with mobility concerns we're located in zone a – corporate offices, office unit. we're losing money every day this goes unresolved. i appreciate the help, really."
IP-202512-00446,2025-12-18 11:27:23,tenant support,Standard,Warehouse,Retail Plaza Central,cleaning services missed one day,low,low,False,False,"yes, we've had cleaning services missed one day for over a week. the bins are full but it can wait retail plaza central, warehouse. great, thank you for taking care of this."
IP-202511-00448,2025-11-21 11:00:23,tenant support,Premium,Retail Store,Community Retail Strip,air conditioning completely broken during summer,high,high,False,True,"hi, i need to report a problem with our unit. we are dealing with air conditioning completely broken during summer. it's been happening for over a week. we're in community retail strip, the retail store. it's unbearable to work in this heat yes, multiple times actually. this is the third time i'm reporting this. we're losing money every day this goes unresolved. i really hope i don't have to call again about this."
IP-202602-00451,2026-02-02 05:56:23,tenant support,Standard,Warehouse,Retail Plaza Central,cleaning services missed one day,low,low,False,False,"hello, i need to report an issue. we are experiencing cleaning services missed one day. the bins are full but it can wait we're located in retail plaza central, warehouse unit. thanks for being so responsive."
IP-202511-00452,2025-11-28 05:21:23,tenant support,VIP,Office,Zone B – SME Offices,warehouse roof leaking during heavy rain,high,high,False,False,"hi, i need to report a problem with our unit. we are dealing with warehouse roof leaking during heavy rain. it's been happening for over a week. we're in zone b – sme offices, the office. water is dripping onto our stored inventory this is affecting our ability to serve our clients. we appreciate the fast turnaround."
IP-202512-00454,2025-12-16 09:32:23,tenant support,Standard,Warehouse,Community Retail Strip,slow internet connectivity in common areas,medium,medium,False,False,"yes, we've had slow internet connectivity in common areas for over a week. this affects our work when we use the meeting rooms community retail strip, warehouse. we appreciate the fast turnaround."
IP-202512-00455,2025-12-18 08:53:23,tenant support,Standard,Warehouse,Zone A – Corporate Offices,communal kitchen sink draining slowly,low,low,False,False,"hi, i need to report a problem with our unit. we are dealing with communal kitchen sink draining slowly. it's been happening for the past two days. we're in zone a – corporate offices, the warehouse. probably just needs a quick clean of the drain perfect, that works for us."
IP-202511-00456,2025-11-25 05:18:23,tenant support,Standard,Retail Store,Logistics Cluster North,electrical sparking from exposed wiring in the server room,critical,medium,True,True,"good morning. i'm calling from our retail store in logistics cluster north. let me explain the situation. since the beginning of the month, we started noticing electrical sparking from exposed wiring in the server room. there are visible sparks coming from the wall i need to speak with a manager. and this isn't the first time. we've called about this before. we're losing money every day this goes unresolved. this is a health and safety risk for our staff. please make sure this actually gets done this time."
IP-202602-00457,2026-02-13 06:51:23,tenant support,Premium,Office,Logistics Cluster South,suggestion for better directional signage in the building,low,high,False,False,"hi, i need to report a problem with our unit. we are dealing with suggestion for better directional signage in the building. it's been happening for almost a week. we're in logistics cluster south, the office. we've had a few clients arrive late because they got confused thanks for being so responsive."
IP-202512-00459,2025-12-18 12:02:23,tenant support,Premium,Warehouse,Community Retail Strip,toilet not flushing properly in the office restroom,medium,medium,False,False,"hi, i need to report a problem with our unit. we are dealing with toilet not flushing properly in the office restroom. it's been happening for three days now. we're in community retail strip, the warehouse. the flush is very weak and doesn't clear great, thank you for taking care of this."
IP-202512-00460,2025-12-19 09:58:23,tenant support,Premium,Retail Store,Zone B – SME Offices,signage outside our unit is faded and hard to read,low,low,False,False,"good morning. i'm calling from our retail store in zone b – sme offices. i wanted to give you some background first. for the past two weeks, we started noticing signage outside our unit is faded and hard to read. when you have time, could it be replaced thanks for being so responsive."
IP-202601-00462,2026-01-08 10:30:23,tenant support,Premium,Retail Store,Zone A – Corporate Offices,lighting issues in parking area,medium,high,False,False,"good morning. i'm calling from our retail store in zone a – corporate offices. let me explain the situation. for three days now, we started noticing lighting issues in parking area. we're concerned about safety after hours that sounds good, thank you."
IP-202602-00463,2026-02-15 06:29:23,tenant support,Standard,Retail Store,Logistics Cluster South,slow internet connectivity in common areas,medium,medium,False,False,"hello, i need to report an issue. we are experiencing slow internet connectivity in common areas. pages take forever to load we're located in logistics cluster south, retail store unit. that sounds good, thank you."
IP-202511-00464,2025-11-29 06:51:23,tenant support,VIP,Warehouse,Retail Plaza Central,request to replace a burnt-out lightbulb in the stairwell,low,medium,False,False,"good morning. i'm calling from our warehouse in retail plaza central. so here's what happened. for three days now, we started noticing request to replace a burnt-out lightbulb in the stairwell. one of the stairwell lights is out wonderful, we'll wait for the update."
IP-202602-00466,2026-02-13 01:55:23,tenant support,Premium,Retail Store,Community Retail Strip,access control system failure locking employees out,high,medium,False,False,"good morning. i'm calling from our retail store in community retail strip. i wanted to give you some background first. for over a week, we started noticing access control system failure locking employees out. we had to wait outside for over an hour our staff can't work properly because of this. thank you for your quick response."
IP-202512-00467,2025-12-22 11:27:23,tenant support,Standard,Office,Logistics Cluster South,rodent infestation found in the warehouse,high,high,False,True,"hi, i need to report a problem with our unit. we are dealing with rodent infestation found in the warehouse. it's been happening for over a week. we're in logistics cluster south, the office. this is a serious health and hygiene concern yes, multiple times actually. i'm losing patience with this situation. our staff can't work properly because of this. i expect this to be resolved quickly."
IP-202512-00468,2025-12-28 04:21:23,tenant support,Premium,Office,Zone B – SME Offices,lighting issues in parking area,medium,medium,False,True,"good morning. i'm calling from our office in zone b – sme offices. so here's what happened. for nearly a month now, we started noticing lighting issues in parking area. several lights are flickering or out i demand to speak with someone who can actually fix this. and this isn't the first time. we've called about this before. i expect this to be resolved quickly."
IP-202512-00469,2025-12-28 06:48:23,tenant support,Standard,Retail Store,Community Retail Strip,thermostat not responding to temperature adjustments,medium,medium,False,False,"good morning. i'm calling from our retail store in community retail strip. let me explain the situation. for over a week, we started noticing thermostat not responding to temperature adjustments. it's either too hot or too cold with no control we appreciate the fast turnaround."
IP-202602-00470,2026-02-04 01:44:23,tenant support,Standard,Office,Zone B – SME Offices,rodent infestation found in the warehouse,high,medium,False,False,"hi, i need to report a problem with our unit. we are dealing with rodent infestation found in the warehouse. it's been happening for the past two weeks. we're in zone b – sme offices, the office. we found droppings near our stored goods this is affecting our ability to serve our clients. thank you for your quick response."
IP-202601-00472,2026-01-20 08:41:23,tenant support,Standard,Warehouse,Logistics Cluster South,persistent water leakage damaging office equipment,high,medium,False,False,"good morning. i'm calling from our warehouse in logistics cluster south. let me explain the situation. since we moved in three months ago, we started noticing persistent water leakage damaging office equipment. our computers are at risk from the dripping i expected much better from this facility. our staff can't work properly because of this. i expect this to be resolved quickly."
IP-202601-00473,2026-01-25 08:14:23,tenant support,VIP,Office,Tech Block,gym equipment in the shared fitness room needs servicing,low,high,False,False,"hello, i need to report an issue. we are experiencing gym equipment in the shared fitness room needs servicing. the treadmill makes a strange sound when running we're located in tech block, office unit. thank you for your quick response."
IP-202602-00476,2026-02-19 01:43:23,tenant support,VIP,Warehouse,Community Retail Strip,foul smell coming from the ventilation system,medium,high,False,False,"hello, i need to report an issue. we are experiencing foul smell coming from the ventilation system. we think something might be stuck in the ducts we're located in community retail strip, warehouse unit. that's reassuring, thank you."
IP-202602-00481,2026-02-05 07:56:23,tenant support,Premium,Office,Community Retail Strip,fire alarm system not functioning,critical,medium,True,True,"yes, we've had fire alarm system not functioning for the past two weeks. this needs immediate attention i reported this before and nothing was done about it. we're paying good money and this is what we get. community retail strip, office. this is seriously impacting our business operations. we also have safety concerns about this. i expect this to be resolved quickly."
IP-202512-00482,2025-12-09 12:08:23,tenant support,Standard,Office,Retail Plaza Central,lighting issues in parking area,medium,medium,False,True,"yes, we've had lighting issues in parking area since yesterday. our employees feel unsafe walking to their cars i reported this before and nothing was done about it. i expected much better from this facility. retail plaza central, office. i really hope i don't have to call again about this."
IP-202601-00484,2026-01-13 02:31:23,tenant support,Standard,Warehouse,Logistics Cluster North,fire alarm system not functioning,critical,medium,True,False,"hi, i need to report a problem with our unit. we are dealing with fire alarm system not functioning. it's been happening for nearly a month now. we're in logistics cluster north, the warehouse. our staff are worried about safety we're losing money every day this goes unresolved. this is a health and safety risk for our staff. we're glad you're looking into it."
IP-202512-00485,2025-12-04 04:53:23,tenant support,Standard,Warehouse,Tech Block,internet and phone lines down for the entire office,high,medium,False,False,"good morning. i'm calling from our warehouse in tech block. i wanted to give you some background first. for three days now, we started noticing internet and phone lines down for the entire office. this is costing us thousands in lost revenue we're losing money every day this goes unresolved. perfect, that works for us."
IP-202602-00486,2026-02-13 07:01:23,tenant support,Premium,Warehouse,Zone A – Corporate Offices,complete power outage affecting entire floor,critical,medium,True,True,"yes, we've had complete power outage affecting entire floor for over a week. we can't operate at all i reported this before and nothing was done about it. this is unacceptable. zone a – corporate offices, warehouse. this is affecting our ability to serve our clients. this is a health and safety risk for our staff. please make sure this actually gets done this time."
IP-202601-00489,2026-01-16 04:18:23,tenant support,Standard,Office,Logistics Cluster South,lost and found item to report,low,medium,False,False,"yes, we've had lost and found item to report since the beginning of the month. wondering if anyone reported a missing item logistics cluster south, office. that sounds good, thank you."
IP-202602-00491,2026-02-08 05:11:23,tenant support,VIP,Office,Tech Block,signage outside our unit is faded and hard to read,low,medium,False,False,"yes, we've had signage outside our unit is faded and hard to read for nearly a month now. visitors sometimes can't find our office tech block, office. that's reassuring, thank you."
IP-202512-00492,2025-12-23 01:50:23,tenant support,Standard,Office,Logistics Cluster North,electrical sparking from exposed wiring in the server room,critical,high,True,False,"hi, i need to report a problem with our unit. we are dealing with electrical sparking from exposed wiring in the server room. it's been happening since last monday. we're in logistics cluster north, the office. our it equipment is at risk of damage this is seriously impacting our business operations. this is a health and safety risk for our staff. we appreciate the fast turnaround."
IP-202512-00493,2025-12-02 04:20:23,tenant support,Standard,Office,Tech Block,toilet not flushing properly in the office restroom,medium,high,False,True,"good morning. i'm calling from our office in tech block. let me explain the situation. since we moved in three months ago, we started noticing toilet not flushing properly in the office restroom. it's embarrassing for our staff and visitors i demand to speak with someone who can actually fix this. and this isn't the first time. we've called about this before. i really hope i don't have to call again about this."
IP-202511-00494,2025-11-24 01:48:23,tenant support,VIP,Warehouse,Logistics Cluster North,toilet not flushing properly in the office restroom,medium,high,False,False,"yes, we've had toilet not flushing properly in the office restroom for over a week. it's embarrassing for our staff and visitors logistics cluster north, warehouse. thank you for your quick response."
