call_id,timestamp,call_category,tenant_tier,asset_type,location,issue_type,issue_severity,business_impact,safety_concern,is_recurring,transcript,proxy_sentiment,proxy_urgency,proxy_keywords_str
IP-202602-00098,2026-02-05 02:06:24,Leasing Inquiry,Prospective,Retail Store,Logistics Cluster North,professional_detailed,,,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Good morning, I'm calling to enquire about available space.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a retail store.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Logistics Cluster North.
Agent: May I know your size requirement?
Caller: Approximately 10000 square feet.
Caller: What is the minimum lease term?
Agent: I can include all those details in the proposal.
Caller: How many parking spaces are allocated?
Agent: Parking allocation depends on the unit size, typically 1 space per 1000 sq ft.
Caller: That sounds good. Please send the details.
Agent: I'll email you the floor plans, pricing, and lease terms within the hour.
Caller: Thank you.",0.6,0.55,"1,27"
IP-202512-00099,2025-12-30 18:06:24,Tenant Support,Standard,Office,Zone B – SME Offices,lost and found item to report,low,low,False,False,"Agent: Industrial Park Support, how can I help?
Tenant: Good morning. I'm calling from our office in Zone B – SME Offices.
Tenant: We've been dealing with something and I need your help.
Tenant: Since last monday, we started noticing lost and found item to report.
Tenant: could you check if someone's been asking about it
Agent: Thank you for explaining. I'm logging this now.
Agent: Noted. I'll pass this along to the appropriate team.
Agent: They'll take care of it when they're next in the area.
Tenant: I appreciate the help, really.
Agent: You're welcome. We'll take care of this.",0.8999999999999999,0.55,
IP-202512-00100,2025-12-22 20:45:24,Tenant Support,Standard,Office,Retail Plaza Central,hot water not available in the office kitchen,medium,medium,False,False,"Agent: Industrial Park Support, how can I help?
Tenant: Good morning. I'm calling from our office in Retail Plaza Central.
Tenant: We've been dealing with something and I need your help.
Tenant: For three days now, we started noticing hot water not available in the office kitchen.
Tenant: this is a basic amenity that should be working
Agent: Thank you for explaining. I'm logging this now.
Agent: This has been noted and assigned to our facilities team.
Agent: We aim to resolve medium-priority items within 48 hours.
Tenant: Thank you for your quick response.
Agent: You're welcome. We'll take care of this.",0.8999999999999999,0.8500000000000001,"1,8"
IP-202602-00101,2026-02-18 22:33:24,Tenant Support,VIP,Warehouse,Logistics Cluster South,hot water not available in the office kitchen,medium,medium,False,False,"Agent: Industrial Park Support, how can I help?
Tenant: Good morning. I'm calling from our warehouse in Logistics Cluster South.
Tenant: I wanted to give you some background first.
Tenant: Since we moved in three months ago, we started noticing hot water not available in the office kitchen.
Tenant: this is a basic amenity that should be working
Agent: Thank you for explaining. I'm logging this now.
Agent: I've created a maintenance request for this.
Agent: You should hear back from us by tomorrow.
Tenant: Thank you for your quick response.
Agent: Happy to help. We'll be in touch.",1.0,0.55,"1,8,35"
IP-202512-00102,2025-12-26 02:15:24,Tenant Support,VIP,Office,Retail Plaza Central,access control system failure locking employees out,high,medium-high,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing access control system failure locking employees out.
Tenant: this is completely unacceptable for a business park
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Retail Plaza Central, office unit.
Tenant: We're losing money every day this goes unresolved.
Agent: I'm marking this as high priority and escalating to the maintenance manager.
Agent: We'll have someone on-site within the hour.
Tenant: That sounds good, thank you.
Agent: Happy to help. We'll be in touch.",0.34999999999999987,0.5,"1,35"
IP-202512-00103,2025-12-30 00:59:24,Leasing Inquiry,Prospective,Office,Logistics Cluster North,casual_quick,,,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Hi there, I'm looking for some space to rent.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a office.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Logistics Cluster North.
Agent: May I know your size requirement?
Caller: Approximately 15000 square feet.
Caller: How much is the rent?
Agent: The rate varies by location and specifications. I can provide detailed pricing.
Caller: Do you have anything smaller available?
Agent: I can include all those details in the proposal.
Caller: Can you send me the details?
Agent: I can include all those details in the proposal.
Caller: Is parking included?
Agent: Parking allocation depends on the unit size, typically 1 space per 1000 sq ft.
Caller: That sounds good. Please send the details.
Agent: I'll email you the floor plans, pricing, and lease terms within the hour.
Caller: Thank you.",0.6,0.55,"1,27"
IP-202602-00104,2026-02-10 22:04:24,Tenant Support,Standard,Office,Retail Plaza Central,slow internet connectivity in common areas,medium,medium,False,False,"Agent: Support Desk, how may I assist you today?
Tenant: Hi, I need to report a problem with our unit.
Agent: Of course. Could you describe the issue?
Tenant: We are dealing with slow internet connectivity in common areas.
Agent: I see. How long has this been going on?
Tenant: It's been happening since last Monday.
Agent: And can you tell me which unit you're in?
Tenant: We're in Retail Plaza Central, the office.
Agent: Is this affecting your ability to operate?
Tenant: pages take forever to load
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: That sounds good, thank you.
Agent: You're welcome. We'll take care of this.",0.19999999999999996,0.55,"41,43"
IP-202602-00105,2026-02-02 18:38:24,Tenant Support,VIP,Office,Tech Block,toilet not flushing properly in the office restroom,medium,medium,False,False,"Agent: Industrial Park Support, how can I help?
Tenant: Good morning. I'm calling from our office in Tech Block.
Tenant: Let me explain the situation.
Tenant: For over a week, we started noticing toilet not flushing properly in the office restroom.
Tenant: it's embarrassing for our staff and visitors
Agent: Thank you for explaining. I'm logging this now.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: Thank you for your quick response.
Agent: Happy to help. We'll be in touch.",1.0,0.7000000000000001,14
IP-202512-00106,2025-12-31 01:27:24,Leasing Inquiry,Prospective,Warehouse,Community Retail Strip,professional_detailed,,,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Good morning, I'm calling to enquire about available space.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a warehouse.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Community Retail Strip.
Agent: May I know your size requirement?
Caller: Approximately 8000 square feet.
Caller: What is the rental rate per square foot?
Agent: The rate varies by location and specifications. I can provide detailed pricing.
Caller: What's the process for customizing the interior layout?
Agent: I can include all those details in the proposal.
Caller: What is the minimum lease term?
Agent: I can include all those details in the proposal.
Caller: That sounds good. Please send the details.
Agent: I'll email you the floor plans, pricing, and lease terms within the hour.
Caller: Thank you.",0.6,0.55,1
IP-202602-00107,2026-02-07 22:31:24,Tenant Support,Premium,Office,Community Retail Strip,window blinds broken and cannot be adjusted,medium,medium,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing window blinds broken and cannot be adjusted.
Tenant: it's uncomfortable working in direct sunlight all day
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Community Retail Strip, office unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: We appreciate the fast turnaround.
Agent: Thank you for reporting this. We'll keep you updated.",0.19999999999999996,0.3,45
IP-202602-00108,2026-02-13 21:37:24,Tenant Support,VIP,Office,Logistics Cluster South,gym equipment in the shared fitness room needs servicing,low,low,False,False,"Agent: Support Desk, how may I assist you today?
Tenant: Hi, I need to report a problem with our unit.
Agent: Of course. Could you describe the issue?
Tenant: We are dealing with gym equipment in the shared fitness room needs servicing.
Agent: I see. How long has this been going on?
Tenant: It's been happening for nearly a month now.
Agent: And can you tell me which unit you're in?
Tenant: We're in Logistics Cluster South, the office.
Agent: Is this affecting your ability to operate?
Tenant: just needs a routine service when possible
Agent: I've logged this and our team will look into it.
Agent: We'll get to it as part of our regular maintenance schedule.
Tenant: We're glad you're looking into it.
Agent: You're welcome. We'll take care of this.",-0.4,0.8,35
IP-202512-00109,2025-12-01 18:38:24,Tenant Support,Standard,Warehouse,Retail Plaza Central,persistent water leakage damaging office equipment,high,medium-high,False,True,"Agent: Support Desk, good morning.
Tenant: Yes, we've had persistent water leakage damaging office equipment since the beginning of the month.
Tenant: our computers are at risk from the dripping
Tenant: I reported this before and nothing was done about it.
Tenant: We're very disappointed with the response time.
Agent: I understand. Can I confirm your location?
Tenant: Retail Plaza Central, warehouse.
Tenant: This is affecting our ability to serve our clients.
Agent: I've escalated this to our senior maintenance team.
Agent: Expect a callback within 2 hours with an update.
Tenant: I expect this to be resolved quickly.
Agent: Absolutely. We'll keep you updated every step of the way.",0.44999999999999996,1.0,"1,8,9,35"
IP-202512-00110,2025-12-25 22:53:24,Leasing Inquiry,Prospective,Office,Zone B – SME Offices,urgent_expansion,,,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Hello, I need to find space urgently.
Caller: Our current location is no longer suitable.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a office.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Zone B – SME Offices.
Agent: May I know your size requirement?
Caller: Approximately 4000 square feet.
Caller: We need space urgently for expansion
Agent: I can include all those details in the proposal.
Caller: What's the fastest we can sign?
Agent: We have immediate availability in several units.
Caller: Can we schedule a viewing today?
Agent: Absolutely. I can arrange a viewing this afternoon.
Caller: Perfect, please send me the details.",0.3,1.0,"1,49"
IP-202512-00111,2025-12-06 22:52:24,Leasing Inquiry,Prospective,Retail Store,Community Retail Strip,relocation_inquiry,,,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Good morning, I'm calling to enquire about available space.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a retail store.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Community Retail Strip.
Agent: May I know your size requirement?
Caller: Approximately 15000 square feet.
Caller: Do you assist with trade license requirements?
Agent: We work closely with the free zone authority and can assist with licensing.
Caller: Is there help with the setup process for new tenants?
Agent: I can include all those details in the proposal.
Caller: Are there loading bays available during weekends?
Agent: We have dedicated loading bays and can arrange after-hours access for moves.
Caller: That sounds good. Please send the details.
Agent: I'll email you the floor plans, pricing, and lease terms within the hour.
Caller: Thank you.",0.6,0.55,1
IP-202601-00112,2026-01-25 23:27:24,Leasing Inquiry,Prospective,Warehouse,Community Retail Strip,urgent_expansion,,,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Hello, I need to find space urgently.
Caller: Our current location is no longer suitable.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a warehouse.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Community Retail Strip.
Agent: May I know your size requirement?
Caller: Approximately 15000 square feet.
Caller: What's available immediately?
Agent: I can include all those details in the proposal.
Caller: Can we move in within two weeks?
Agent: We have immediate availability in several units.
Caller: Can we schedule a viewing today?
Agent: Absolutely. I can arrange a viewing this afternoon.
Caller: Perfect, please send me the details.",0.3,1.0,"1,49"
IP-202512-00113,2025-12-15 22:35:24,Tenant Support,VIP,Warehouse,Zone B – SME Offices,internet and phone lines down for the entire office,high,medium-high,False,True,"Agent: Industrial Park Support, how can I help?
Tenant: Good morning. I'm calling from our warehouse in Zone B – SME Offices.
Tenant: I wanted to give you some background first.
Tenant: For the past two days, we started noticing internet and phone lines down for the entire office.
Tenant: we have no connectivity at all
Tenant: If this isn't resolved today, we're contacting our lawyers.
Tenant: And this isn't the first time. We've called about this before.
Agent: Thank you for explaining. I'm logging this now.
Tenant: We're losing money every day this goes unresolved.
Agent: I'm marking this as high priority and escalating to the maintenance manager.
Agent: We'll have someone on-site within the hour.
Tenant: I really hope I don't have to call again about this.
Agent: I understand your frustration. We'll make it a priority.",0.6,1.0,"1,35,41,43"
IP-202512-00114,2025-12-24 23:51:24,Tenant Support,Premium,Retail Store,Logistics Cluster South,electrical sparking from exposed wiring in the server room,critical,high,True,False,"Agent: Industrial Park Support, how can I help?
Tenant: Good morning. I'm calling from our retail store in Logistics Cluster South.
Tenant: So here's what happened.
Tenant: Since last monday, we started noticing electrical sparking from exposed wiring in the server room.
Tenant: this is a fire hazard
Tenant: This is completely unacceptable!
Agent: Thank you for explaining. I'm logging this now.
Tenant: Our staff can't work properly because of this.
Tenant: We also have safety concerns about this.
Agent: I understand. Safety is our top priority.
Agent: I'm escalating this to our emergency response team immediately.
Agent: You should receive a call within 15 minutes.
Tenant: Please make sure this actually gets done this time.
Agent: You have my word. I'll follow up personally.",0.25,1.0,"1,21,27,33,48"
IP-202511-00115,2025-11-23 20:48:24,Tenant Support,Standard,Warehouse,Zone A – Corporate Offices,cracks appearing in the office wall,medium,medium,False,False,"Agent: Support Desk, good morning.
Tenant: Yes, we've had cracks appearing in the office wall since yesterday.
Tenant: it doesn't look structural but we want it checked
Agent: I understand. Can I confirm your location?
Tenant: Zone A – Corporate Offices, warehouse.
Agent: This has been noted and assigned to our facilities team.
Agent: We aim to resolve medium-priority items within 48 hours.
Tenant: We appreciate the fast turnaround.
Agent: Thank you for reporting this. We'll keep you updated.",0.8999999999999999,0.3,1
IP-202601-00116,2026-01-02 19:05:24,Tenant Support,Standard,Retail Store,Tech Block,lighting issues in parking area,medium,medium,False,False,"Agent: Support Desk, good morning.
Tenant: Yes, we've had lighting issues in parking area since last Monday.
Tenant: our employees feel unsafe walking to their cars
Agent: I understand. Can I confirm your location?
Tenant: Tech Block, retail store.
Agent: I've created a maintenance request for this.
Agent: You should hear back from us by tomorrow.
Tenant: That sounds good, thank you.
Agent: Thank you for reporting this. We'll keep you updated.",0.39999999999999997,0.3,"1,20,27,35"
IP-202602-00117,2026-02-02 23:45:24,Tenant Support,Premium,Warehouse,Logistics Cluster South,squeaky door hinge on the conference room,low,low,False,False,"Agent: Support Desk, good morning.
Tenant: Yes, we've had squeaky door hinge on the conference room for almost a week.
Tenant: it's a bit distracting during meetings
Agent: I understand. Can I confirm your location?
Tenant: Logistics Cluster South, warehouse.
Agent: I've logged this and our team will look into it.
Agent: We'll get to it as part of our regular maintenance schedule.
Tenant: Great, thank you for taking care of this.
Agent: You're welcome. We'll take care of this.",0.8999999999999999,0.44999999999999996,"1,35"
IP-202512-00118,2025-12-05 22:42:24,Leasing Inquiry,Prospective,Retail Store,Zone A – Corporate Offices,urgent_expansion,,,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Hello, I need to find space urgently.
Caller: Our current location is no longer suitable.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a retail store.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Zone A – Corporate Offices.
Agent: May I know your size requirement?
Caller: Approximately 6000 square feet.
Caller: What's the fastest we can sign?
Agent: We have immediate availability in several units.
Caller: What's available immediately?
Agent: I can include all those details in the proposal.
Caller: Can we schedule a viewing today?
Agent: Absolutely. I can arrange a viewing this afternoon.
Caller: Perfect, please send me the details.",0.3,1.0,"1,49"
IP-202512-00119,2025-12-13 18:58:24,Leasing Inquiry,Prospective,Office,Zone A – Corporate Offices,urgent_expansion,,,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Hello, I need to find space urgently.
Caller: Our current location is no longer suitable.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a office.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Zone A – Corporate Offices.
Agent: May I know your size requirement?
Caller: Approximately 15000 square feet.
Caller: What's available immediately?
Agent: I can include all those details in the proposal.
Caller: What's the fastest we can sign?
Agent: We have immediate availability in several units.
Caller: Can we schedule a viewing today?
Agent: I can include all those details in the proposal.
Caller: Can we move in within two weeks?
Agent: We have immediate availability in several units.
Caller: Can we schedule a viewing today?
Agent: Absolutely. I can arrange a viewing this afternoon.
Caller: Perfect, please send me the details.",0.3,1.0,"1,49"
IP-202511-00120,2025-11-28 23:49:24,Tenant Support,Premium,Warehouse,Logistics Cluster North,broken main water pipe causing low pressure building-wide,high,medium-high,False,False,"Agent: Industrial Park Support, how can I help?
Tenant: Good morning. I'm calling from our warehouse in Logistics Cluster North.
Tenant: We've been dealing with something and I need your help.
Tenant: For the past two weeks, we started noticing broken main water pipe causing low pressure building-wide.
Tenant: this affects every tenant on our floor
Tenant: We're very disappointed with the response time.
Agent: Thank you for explaining. I'm logging this now.
Tenant: We're losing money every day this goes unresolved.
Agent: This is going to the top of the queue.
Agent: We'll get someone to your unit as soon as possible today.
Tenant: Please make sure this actually gets done this time.
Agent: You have my word. I'll follow up personally.",0.25,1.0,"1,8,12,45"
IP-202512-00121,2025-12-29 18:07:24,Tenant Support,Standard,Retail Store,Logistics Cluster North,cracks appearing in the office wall,medium,medium,False,True,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hi, I'm calling again about an ongoing issue that hasn't been resolved.
Tenant: We're paying good money and this is what we get.
Tenant: We are experiencing cracks appearing in the office wall.
Tenant: we're concerned it could get worse over time
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Logistics Cluster North, retail store unit.
Tenant: This was reported last week but nothing has been done.
Agent: I apologize for that. Let me check the previous ticket.
Tenant: This is extremely frustrating.
Agent: I'm marking this as high priority and escalating to the maintenance manager.
Agent: We'll have someone on-site within the hour.
Tenant: I expect this to be resolved quickly.
Agent: Absolutely. We'll keep you updated every step of the way.",0.25,0.75,"1,35"
IP-202512-00122,2025-12-11 01:05:24,Tenant Support,Standard,Retail Store,Retail Plaza Central,signage outside our unit is faded and hard to read,low,low,False,False,"Agent: Support Desk, good morning.
Tenant: Yes, we've had signage outside our unit is faded and hard to read for over a week.
Tenant: the sign has been fading for a while now
Agent: I understand. Can I confirm your location?
Tenant: Retail Plaza Central, retail store.
Agent: I've logged this and our team will look into it.
Agent: We'll get to it as part of our regular maintenance schedule.
Tenant: That's reassuring, thank you.
Agent: You're welcome. We'll take care of this.",0.6,0.7000000000000001,35
IP-202602-00123,2026-02-06 03:30:24,Leasing Inquiry,Prospective,Retail Store,Logistics Cluster North,comparison_shopping,,,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Good morning, I'm calling to enquire about available space.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a retail store.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Logistics Cluster North.
Agent: May I know your size requirement?
Caller: Approximately 2500 square feet.
Caller: Are there shared facilities like meeting rooms?
Agent: I can include all those details in the proposal.
Caller: How does your pricing compare to other business parks?
Agent: The rate varies by location and specifications. I can provide detailed pricing.
Caller: That sounds good. Please send the details.
Agent: I'll email you the floor plans, pricing, and lease terms within the hour.
Caller: Thank you.",0.6,0.55,1
IP-202601-00124,2026-01-13 17:30:24,Tenant Support,Standard,Warehouse,Logistics Cluster North,severe water flooding in the storage area,critical,high,True,False,"Agent: Support Desk, good morning.
Tenant: Yes, we've had severe water flooding in the storage area for nearly a month now.
Tenant: this is destroying our stock
Agent: I understand. Can I confirm your location?
Tenant: Logistics Cluster North, warehouse.
Tenant: Our staff can't work properly because of this.
Tenant: I'm worried someone could get hurt.
Agent: That's very important. I'm flagging this as safety-critical.
Agent: I've flagged this as critical priority.
Agent: Our emergency team is being notified right now.
Tenant: I really hope I don't have to call again about this.
Agent: I understand your frustration. We'll make it a priority.",0.15,1.0,"8,10,33,48"
IP-202602-00125,2026-02-01 01:56:24,Leasing Inquiry,Prospective,Office,Tech Block,professional_detailed,,,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Good morning, I'm calling to enquire about available space.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a office.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Tech Block.
Agent: May I know your size requirement?
Caller: Approximately 4000 square feet.
Caller: Is the unit fitted or shell and core?
Agent: I can include all those details in the proposal.
Caller: Are there any move-in incentives currently available?
Agent: The rate varies by location and specifications. I can provide detailed pricing.
Caller: What is the rental rate per square foot?
Agent: The rate varies by location and specifications. I can provide detailed pricing.
Caller: That sounds good. Please send the details.
Agent: I'll email you the floor plans, pricing, and lease terms within the hour.
Caller: Thank you.",0.6,0.55,1
IP-202602-00126,2026-02-04 04:06:24,Tenant Support,Premium,Office,Logistics Cluster North,lighting issues in parking area,medium,medium,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing lighting issues in parking area.
Tenant: several lights are flickering or out
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Logistics Cluster North, office unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: We appreciate the fast turnaround.
Agent: Thank you for reporting this. We'll keep you updated.",0.39999999999999997,0.3,"19,20,27"
IP-202601-00127,2026-01-30 04:12:24,Tenant Support,Premium,Retail Store,Zone B – SME Offices,loading dock gate stuck closed,high,medium-high,False,True,"Agent: Support Desk, good morning.
Tenant: Yes, we've had loading dock gate stuck closed for the past two days.
Tenant: trucks are backing up outside with nowhere to unload
Tenant: I reported this before and nothing was done about it.
Tenant: This is the third time I'm reporting this.
Agent: I understand. Can I confirm your location?
Tenant: Zone B – SME Offices, retail store.
Tenant: This is affecting our ability to serve our clients.
Agent: I'm marking this as high priority and escalating to the maintenance manager.
Agent: We'll have someone on-site within the hour.
Tenant: I expect this to be resolved quickly.
Agent: Absolutely. We'll keep you updated every step of the way.",0.6,1.0,"1,28,35"
IP-202601-00128,2026-01-28 19:32:24,Tenant Support,Premium,Office,Retail Plaza Central,garden area outside needs trimming,low,low,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing garden area outside needs trimming.
Tenant: our clients noticed it looking a bit neglected
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Retail Plaza Central, office unit.
Agent: I've logged this and our team will look into it.
Agent: We'll get to it as part of our regular maintenance schedule.
Tenant: Thanks for being so responsive.
Agent: Thank you for reporting this. We'll keep you updated.",0.09999999999999998,0.3,35
IP-202512-00129,2025-12-13 03:04:24,Tenant Support,VIP,Warehouse,Zone B – SME Offices,slow internet connectivity in common areas,medium,medium,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing slow internet connectivity in common areas.
Tenant: the WiFi is very slow in the lobby
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Zone B – SME Offices, warehouse unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: Wonderful, we'll wait for the update.
Agent: Thank you for reporting this. We'll keep you updated.",0.39999999999999997,0.3,"41,42,43"
IP-202601-00130,2026-01-17 01:28:24,Tenant Support,Standard,Retail Store,Zone A – Corporate Offices,frequent circuit breaker trips in the office,medium,medium,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing frequent circuit breaker trips in the office.
Tenant: it's disrupting our work regularly
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Zone A – Corporate Offices, retail store unit.
Agent: This has been noted and assigned to our facilities team.
Agent: We aim to resolve medium-priority items within 48 hours.
Tenant: Thank you for your quick response.
Agent: Thank you for reporting this. We'll keep you updated.",0.39999999999999997,0.3,"1,23"
IP-202512-00131,2025-12-24 03:30:24,Leasing Inquiry,Prospective,Warehouse,Logistics Cluster North,urgent_expansion,,,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Hello, I need to find space urgently.
Caller: Our current location is no longer suitable.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a warehouse.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Logistics Cluster North.
Agent: May I know your size requirement?
Caller: Approximately 15000 square feet.
Caller: Can we move in within two weeks?
Agent: We have immediate availability in several units.
Caller: Can we schedule a viewing today?
Agent: I can include all those details in the proposal.
Caller: We need space urgently for expansion
Agent: I can include all those details in the proposal.
Caller: Can we schedule a viewing today?
Agent: Absolutely. I can arrange a viewing this afternoon.
Caller: Perfect, please send me the details.",0.3,1.0,"1,49"
IP-202602-00132,2026-02-10 23:03:24,Leasing Inquiry,Prospective,Warehouse,Retail Plaza Central,comparison_shopping,,,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Good morning, I'm calling to enquire about available space.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a warehouse.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Retail Plaza Central.
Agent: May I know your size requirement?
Caller: Approximately 4000 square feet.
Caller: How does your pricing compare to other business parks?
Agent: The rate varies by location and specifications. I can provide detailed pricing.
Caller: Are there shared facilities like meeting rooms?
Agent: I can include all those details in the proposal.
Caller: That sounds good. Please send the details.
Agent: I'll email you the floor plans, pricing, and lease terms within the hour.
Caller: Thank you.",0.6,0.55,1
IP-202602-00133,2026-02-16 18:59:24,Leasing Inquiry,Prospective,Retail Store,Tech Block,casual_quick,,,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Hi there, I'm looking for some space to rent.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a retail store.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Tech Block.
Agent: May I know your size requirement?
Caller: Approximately 15000 square feet.
Caller: How much is the rent?
Agent: The rate varies by location and specifications. I can provide detailed pricing.
Caller: Is parking included?
Agent: Parking allocation depends on the unit size, typically 1 space per 1000 sq ft.
Caller: What's included in the rent?
Agent: The rate varies by location and specifications. I can provide detailed pricing.
Caller: That sounds good. Please send the details.
Agent: I'll email you the floor plans, pricing, and lease terms within the hour.
Caller: Thank you.",0.6,0.55,"1,27"
IP-202511-00134,2025-11-22 18:16:24,Tenant Support,VIP,Retail Store,Zone B – SME Offices,gas leak detected near the kitchen area,critical,high,True,True,"Agent: Industrial Park Support, how can I help?
Tenant: Good morning. I'm calling from our retail store in Zone B – SME Offices.
Tenant: We've been dealing with something and I need your help.
Tenant: For almost a week, we started noticing gas leak detected near the kitchen area.
Tenant: we've evacuated the floor as a precaution
Tenant: I've been calling for days about this.
Tenant: And this isn't the first time. We've called about this before.
Agent: Thank you for explaining. I'm logging this now.
Tenant: This is affecting our ability to serve our clients.
Tenant: We also have safety concerns about this.
Agent: I understand. Safety is our top priority.
Agent: I've flagged this as critical priority.
Agent: Our emergency team is being notified right now.
Tenant: Please make sure this actually gets done this time.
Agent: You have my word. I'll follow up personally.",0.6,1.0,"1,9,33,48"
IP-202512-00135,2025-12-02 00:14:24,Tenant Support,Standard,Warehouse,Zone B – SME Offices,water cooler in the common area running low too often,low,low,False,False,"Agent: Support Desk, good morning.
Tenant: Yes, we've had water cooler in the common area running low too often for almost a week.
Tenant: could the refill schedule be increased
Agent: I understand. Can I confirm your location?
Tenant: Zone B – SME Offices, warehouse.
Agent: I've logged this and our team will look into it.
Agent: We'll get to it as part of our regular maintenance schedule.
Tenant: That sounds good, thank you.
Agent: Thank you for reporting this. We'll keep you updated.",0.6,0.44999999999999996,"8,35"
IP-202512-00136,2025-12-20 21:32:24,Tenant Support,VIP,Retail Store,Logistics Cluster North,toilet not flushing properly in the office restroom,medium,medium,False,False,"Agent: Support Desk, good morning.
Tenant: Yes, we've had toilet not flushing properly in the office restroom for over a week.
Tenant: it's embarrassing for our staff and visitors
Agent: I understand. Can I confirm your location?
Tenant: Logistics Cluster North, retail store.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: That's reassuring, thank you.
Agent: You're welcome. We'll take care of this.",0.6,0.44999999999999996,14
