ticket_type,is_recurring,business_impact_val,safety_concern,sentiment_score,issue_severity_val,issue_urgency_val,label_priority,label_source,created_at
complaint,True,medium,True,positive,high,low,high,fuzzy_synthetic,2026-03-04T13:39:15.711288+00:00
complaint,True,medium,True,positive,high,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.713630+00:00
complaint,True,medium,True,positive,high,high,high,fuzzy_synthetic,2026-03-04T13:39:15.715652+00:00
complaint,True,high,False,negative,low,low,critical,fuzzy_synthetic,2026-03-04T13:39:15.717686+00:00
complaint,True,high,False,negative,low,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.719871+00:00
complaint,True,high,False,negative,low,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.721925+00:00
complaint,True,high,False,negative,medium,low,critical,fuzzy_synthetic,2026-03-04T13:39:15.724246+00:00
complaint,True,high,False,negative,medium,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.726264+00:00
complaint,True,high,False,negative,medium,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.728375+00:00
complaint,True,high,False,negative,high,low,critical,fuzzy_synthetic,2026-03-04T13:39:15.730416+00:00
complaint,True,high,False,negative,high,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.732444+00:00
complaint,True,high,False,negative,high,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.734734+00:00
complaint,True,high,False,neutral,low,low,medium,fuzzy_synthetic,2026-03-04T13:39:15.736747+00:00
complaint,True,high,False,neutral,low,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.738872+00:00
complaint,True,high,False,neutral,low,high,high,fuzzy_synthetic,2026-03-04T13:39:15.740882+00:00
complaint,True,high,False,neutral,medium,low,high,fuzzy_synthetic,2026-03-04T13:39:15.743057+00:00
complaint,True,high,False,neutral,medium,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.745309+00:00
complaint,True,high,False,neutral,medium,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.747332+00:00
complaint,True,high,False,neutral,high,low,high,fuzzy_synthetic,2026-03-04T13:39:15.749447+00:00
complaint,True,high,False,neutral,high,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.751487+00:00
complaint,True,high,False,neutral,high,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.753622+00:00
complaint,True,high,False,positive,low,low,low,fuzzy_synthetic,2026-03-04T13:39:15.755816+00:00
complaint,True,high,False,positive,low,medium,medium,fuzzy_synthetic,2026-03-04T13:39:15.757918+00:00
complaint,True,high,False,positive,low,high,medium,fuzzy_synthetic,2026-03-04T13:39:15.759928+00:00
complaint,True,high,False,positive,medium,low,medium,fuzzy_synthetic,2026-03-04T13:39:15.761962+00:00
complaint,True,high,False,positive,medium,medium,medium,fuzzy_synthetic,2026-03-04T13:39:15.764124+00:00
complaint,True,high,False,positive,medium,high,medium,fuzzy_synthetic,2026-03-04T13:39:15.766345+00:00
complaint,True,high,False,positive,high,low,medium,fuzzy_synthetic,2026-03-04T13:39:15.768446+00:00
complaint,True,high,False,positive,high,medium,medium,fuzzy_synthetic,2026-03-04T13:39:15.770435+00:00
complaint,True,high,False,positive,high,high,high,fuzzy_synthetic,2026-03-04T13:39:15.772511+00:00
complaint,True,high,True,negative,low,low,critical,fuzzy_synthetic,2026-03-04T13:39:15.774570+00:00
complaint,True,high,True,negative,low,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.776808+00:00
complaint,True,high,True,negative,low,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.778905+00:00
complaint,True,high,True,negative,medium,low,critical,fuzzy_synthetic,2026-03-04T13:39:15.780874+00:00
complaint,True,high,True,negative,medium,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.782965+00:00
complaint,True,high,True,negative,medium,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.784948+00:00
complaint,True,high,True,negative,high,low,critical,fuzzy_synthetic,2026-03-04T13:39:15.787258+00:00
complaint,True,high,True,negative,high,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.789229+00:00
complaint,True,high,True,negative,high,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.791212+00:00
complaint,True,high,True,neutral,low,low,high,fuzzy_synthetic,2026-03-04T13:39:15.793303+00:00
complaint,True,high,True,neutral,low,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.795299+00:00
complaint,True,high,True,neutral,low,high,high,fuzzy_synthetic,2026-03-04T13:39:15.797606+00:00
complaint,True,high,True,neutral,medium,low,high,fuzzy_synthetic,2026-03-04T13:39:15.799576+00:00
complaint,True,high,True,neutral,medium,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.801661+00:00
complaint,True,high,True,neutral,medium,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.803650+00:00
complaint,True,high,True,neutral,high,low,high,fuzzy_synthetic,2026-03-04T13:39:15.805686+00:00
complaint,True,high,True,neutral,high,medium,critical,fuzzy_synthetic,2026-03-04T13:39:15.807981+00:00
complaint,True,high,True,neutral,high,high,critical,fuzzy_synthetic,2026-03-04T13:39:15.809968+00:00
complaint,True,high,True,positive,low,low,high,fuzzy_synthetic,2026-03-04T13:39:15.812101+00:00
complaint,True,high,True,positive,low,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.814094+00:00
complaint,True,high,True,positive,low,high,high,fuzzy_synthetic,2026-03-04T13:39:15.816213+00:00
complaint,True,high,True,positive,medium,low,high,fuzzy_synthetic,2026-03-04T13:39:15.818456+00:00
complaint,True,high,True,positive,medium,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.820466+00:00
complaint,True,high,True,positive,medium,high,high,fuzzy_synthetic,2026-03-04T13:39:15.822540+00:00
complaint,True,high,True,positive,high,low,high,fuzzy_synthetic,2026-03-04T13:39:15.824540+00:00
complaint,True,high,True,positive,high,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.826618+00:00
complaint,True,high,True,positive,high,high,high,fuzzy_synthetic,2026-03-04T13:39:15.828779+00:00
inquiry,False,low,False,negative,low,low,medium,fuzzy_synthetic,2026-03-04T13:39:15.830863+00:00
inquiry,False,low,False,negative,low,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.832848+00:00
inquiry,False,low,False,negative,low,high,high,fuzzy_synthetic,2026-03-04T13:39:15.834865+00:00
inquiry,False,low,False,negative,medium,low,high,fuzzy_synthetic,2026-03-04T13:39:15.836959+00:00
inquiry,False,low,False,negative,medium,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.839125+00:00
inquiry,False,low,False,negative,medium,high,high,fuzzy_synthetic,2026-03-04T13:39:15.841202+00:00
inquiry,False,low,False,negative,high,low,high,fuzzy_synthetic,2026-03-04T13:39:15.843175+00:00
inquiry,False,low,False,negative,high,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.845274+00:00
inquiry,False,low,False,negative,high,high,high,fuzzy_synthetic,2026-03-04T13:39:15.847286+00:00
inquiry,False,low,False,neutral,low,low,low,fuzzy_synthetic,2026-03-04T13:39:15.849475+00:00
inquiry,False,low,False,neutral,low,medium,low,fuzzy_synthetic,2026-03-04T13:39:15.851543+00:00
inquiry,False,low,False,neutral,low,high,low,fuzzy_synthetic,2026-03-04T13:39:15.853512+00:00
inquiry,False,low,False,neutral,medium,low,low,fuzzy_synthetic,2026-03-04T13:39:15.855594+00:00
inquiry,False,low,False,neutral,medium,medium,low,fuzzy_synthetic,2026-03-04T13:39:15.857559+00:00
inquiry,False,low,False,neutral,medium,high,medium,fuzzy_synthetic,2026-03-04T13:39:15.859854+00:00
inquiry,False,low,False,neutral,high,low,low,fuzzy_synthetic,2026-03-04T13:39:15.861830+00:00
inquiry,False,low,False,neutral,high,medium,medium,fuzzy_synthetic,2026-03-04T13:39:15.863804+00:00
inquiry,False,low,False,neutral,high,high,medium,fuzzy_synthetic,2026-03-04T13:39:15.865881+00:00
inquiry,False,low,False,positive,low,low,low,fuzzy_synthetic,2026-03-04T13:39:15.867870+00:00
inquiry,False,low,False,positive,low,medium,low,fuzzy_synthetic,2026-03-04T13:39:15.870135+00:00
inquiry,False,low,False,positive,low,high,low,fuzzy_synthetic,2026-03-04T13:39:15.872110+00:00
inquiry,False,low,False,positive,medium,low,low,fuzzy_synthetic,2026-03-04T13:39:15.874207+00:00
inquiry,False,low,False,positive,medium,medium,low,fuzzy_synthetic,2026-03-04T13:39:15.876212+00:00
inquiry,False,low,False,positive,medium,high,low,fuzzy_synthetic,2026-03-04T13:39:15.878198+00:00
inquiry,False,low,False,positive,high,low,low,fuzzy_synthetic,2026-03-04T13:39:15.880476+00:00
inquiry,False,low,False,positive,high,medium,low,fuzzy_synthetic,2026-03-04T13:39:15.882457+00:00
inquiry,False,low,False,positive,high,high,low,fuzzy_synthetic,2026-03-04T13:39:15.884526+00:00
inquiry,False,low,True,negative,low,low,high,fuzzy_synthetic,2026-03-04T13:39:15.886499+00:00
inquiry,False,low,True,negative,low,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.888796+00:00
inquiry,False,low,True,negative,low,high,high,fuzzy_synthetic,2026-03-04T13:39:15.890782+00:00
inquiry,False,low,True,negative,medium,low,high,fuzzy_synthetic,2026-03-04T13:39:15.892754+00:00
inquiry,False,low,True,negative,medium,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.894824+00:00
inquiry,False,low,True,negative,medium,high,high,fuzzy_synthetic,2026-03-04T13:39:15.896795+00:00
inquiry,False,low,True,negative,high,low,high,fuzzy_synthetic,2026-03-04T13:39:15.899055+00:00
inquiry,False,low,True,negative,high,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.901025+00:00
inquiry,False,low,True,negative,high,high,high,fuzzy_synthetic,2026-03-04T13:39:15.903110+00:00
inquiry,False,low,True,neutral,low,low,high,fuzzy_synthetic,2026-03-04T13:39:15.905081+00:00
inquiry,False,low,True,neutral,low,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.907062+00:00
inquiry,False,low,True,neutral,low,high,high,fuzzy_synthetic,2026-03-04T13:39:15.909347+00:00
inquiry,False,low,True,neutral,medium,low,high,fuzzy_synthetic,2026-03-04T13:39:15.911334+00:00
inquiry,False,low,True,neutral,medium,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.913417+00:00
inquiry,False,low,True,neutral,medium,high,high,fuzzy_synthetic,2026-03-04T13:39:15.915382+00:00
inquiry,False,low,True,neutral,high,low,high,fuzzy_synthetic,2026-03-04T13:39:15.917495+00:00
inquiry,False,low,True,neutral,high,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.919693+00:00
inquiry,False,low,True,neutral,high,high,high,fuzzy_synthetic,2026-03-04T13:39:15.921658+00:00
inquiry,False,low,True,positive,low,low,high,fuzzy_synthetic,2026-03-04T13:39:15.923717+00:00
inquiry,False,low,True,positive,low,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.925674+00:00
inquiry,False,low,True,positive,low,high,high,fuzzy_synthetic,2026-03-04T13:39:15.927731+00:00
inquiry,False,low,True,positive,medium,low,high,fuzzy_synthetic,2026-03-04T13:39:15.929900+00:00
inquiry,False,low,True,positive,medium,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.931962+00:00
inquiry,False,low,True,positive,medium,high,high,fuzzy_synthetic,2026-03-04T13:39:15.933944+00:00
inquiry,False,low,True,positive,high,low,high,fuzzy_synthetic,2026-03-04T13:39:15.935913+00:00
inquiry,False,low,True,positive,high,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.938013+00:00
inquiry,False,low,True,positive,high,high,high,fuzzy_synthetic,2026-03-04T13:39:15.940176+00:00
inquiry,False,medium,False,negative,low,low,medium,fuzzy_synthetic,2026-03-04T13:39:15.942239+00:00
inquiry,False,medium,False,negative,low,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.944214+00:00
inquiry,False,medium,False,negative,low,high,high,fuzzy_synthetic,2026-03-04T13:39:15.946291+00:00
inquiry,False,medium,False,negative,medium,low,high,fuzzy_synthetic,2026-03-04T13:39:15.948275+00:00
inquiry,False,medium,False,negative,medium,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.950462+00:00
inquiry,False,medium,False,negative,medium,high,high,fuzzy_synthetic,2026-03-04T13:39:15.952520+00:00
inquiry,False,medium,False,negative,high,low,high,fuzzy_synthetic,2026-03-04T13:39:15.954499+00:00
inquiry,False,medium,False,negative,high,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.956588+00:00
inquiry,False,medium,False,negative,high,high,high,fuzzy_synthetic,2026-03-04T13:39:15.958566+00:00
inquiry,False,medium,False,neutral,low,low,low,fuzzy_synthetic,2026-03-04T13:39:15.960854+00:00
inquiry,False,medium,False,neutral,low,medium,low,fuzzy_synthetic,2026-03-04T13:39:15.962833+00:00
inquiry,False,medium,False,neutral,low,high,low,fuzzy_synthetic,2026-03-04T13:39:15.964814+00:00
inquiry,False,medium,False,neutral,medium,low,low,fuzzy_synthetic,2026-03-04T13:39:15.966892+00:00
inquiry,False,medium,False,neutral,medium,medium,low,fuzzy_synthetic,2026-03-04T13:39:15.968860+00:00
inquiry,False,medium,False,neutral,medium,high,medium,fuzzy_synthetic,2026-03-04T13:39:15.971112+00:00
inquiry,False,medium,False,neutral,high,low,low,fuzzy_synthetic,2026-03-04T13:39:15.973076+00:00
inquiry,False,medium,False,neutral,high,medium,medium,fuzzy_synthetic,2026-03-04T13:39:15.975149+00:00
inquiry,False,medium,False,neutral,high,high,medium,fuzzy_synthetic,2026-03-04T13:39:15.977126+00:00
inquiry,False,medium,False,positive,low,low,low,fuzzy_synthetic,2026-03-04T13:39:15.979116+00:00
inquiry,False,medium,False,positive,low,medium,low,fuzzy_synthetic,2026-03-04T13:39:15.981378+00:00
inquiry,False,medium,False,positive,low,high,low,fuzzy_synthetic,2026-03-04T13:39:15.983348+00:00
inquiry,False,medium,False,positive,medium,low,low,fuzzy_synthetic,2026-03-04T13:39:15.985421+00:00
inquiry,False,medium,False,positive,medium,medium,low,fuzzy_synthetic,2026-03-04T13:39:15.987381+00:00
inquiry,False,medium,False,positive,medium,high,low,fuzzy_synthetic,2026-03-04T13:39:15.989461+00:00
inquiry,False,medium,False,positive,high,low,low,fuzzy_synthetic,2026-03-04T13:39:15.991656+00:00
inquiry,False,medium,False,positive,high,medium,low,fuzzy_synthetic,2026-03-04T13:39:15.993634+00:00
inquiry,False,medium,False,positive,high,high,low,fuzzy_synthetic,2026-03-04T13:39:15.995714+00:00
inquiry,False,medium,True,negative,low,low,high,fuzzy_synthetic,2026-03-04T13:39:15.997693+00:00
inquiry,False,medium,True,negative,low,medium,high,fuzzy_synthetic,2026-03-04T13:39:15.999841+00:00
inquiry,False,medium,True,negative,low,high,high,fuzzy_synthetic,2026-03-04T13:39:16.002043+00:00
inquiry,False,medium,True,negative,medium,low,high,fuzzy_synthetic,2026-03-04T13:39:16.004165+00:00
inquiry,False,medium,True,negative,medium,medium,high,fuzzy_synthetic,2026-03-04T13:39:16.006154+00:00
inquiry,False,medium,True,negative,medium,high,high,fuzzy_synthetic,2026-03-04T13:39:16.008134+00:00
inquiry,False,medium,True,negative,high,low,high,fuzzy_synthetic,2026-03-04T13:39:16.010222+00:00
inquiry,False,medium,True,negative,high,medium,high,fuzzy_synthetic,2026-03-04T13:39:16.012410+00:00
inquiry,False,medium,True,negative,high,high,high,fuzzy_synthetic,2026-03-04T13:39:16.014487+00:00
inquiry,False,medium,True,neutral,low,low,high,fuzzy_synthetic,2026-03-04T13:39:16.016466+00:00
inquiry,False,medium,True,neutral,low,medium,high,fuzzy_synthetic,2026-03-04T13:39:16.018544+00:00
inquiry,False,medium,True,neutral,low,high,high,fuzzy_synthetic,2026-03-04T13:39:16.020540+00:00
inquiry,False,medium,True,neutral,medium,low,high,fuzzy_synthetic,2026-03-04T13:39:16.022733+00:00
inquiry,False,medium,True,neutral,medium,medium,high,fuzzy_synthetic,2026-03-04T13:39:16.024797+00:00
inquiry,False,medium,True,neutral,medium,high,high,fuzzy_synthetic,2026-03-04T13:39:16.026775+00:00
inquiry,False,medium,True,neutral,high,low,high,fuzzy_synthetic,2026-03-04T13:39:16.028848+00:00
inquiry,False,medium,True,neutral,high,medium,high,fuzzy_synthetic,2026-03-04T13:39:16.030819+00:00
inquiry,False,medium,True,neutral,high,high,high,fuzzy_synthetic,2026-03-04T13:39:16.033108+00:00
inquiry,False,medium,True,positive,low,low,high,fuzzy_synthetic,2026-03-04T13:39:16.035080+00:00
inquiry,False,medium,True,positive,low,medium,high,fuzzy_synthetic,2026-03-04T13:39:16.037048+00:00
inquiry,False,medium,True,positive,low,high,high,fuzzy_synthetic,2026-03-04T13:39:16.039110+00:00
inquiry,False,medium,True,positive,medium,low,high,fuzzy_synthetic,2026-03-04T13:39:16.041070+00:00
inquiry,False,medium,True,positive,medium,medium,high,fuzzy_synthetic,2026-03-04T13:39:16.043380+00:00
inquiry,False,medium,True,positive,medium,high,high,fuzzy_synthetic,2026-03-04T13:39:16.045369+00:00
inquiry,False,medium,True,positive,high,low,high,fuzzy_synthetic,2026-03-04T13:39:16.047454+00:00
inquiry,False,medium,True,positive,high,medium,high,fuzzy_synthetic,2026-03-04T13:39:16.049430+00:00
inquiry,False,medium,True,positive,high,high,high,fuzzy_synthetic,2026-03-04T13:39:16.051414+00:00
inquiry,False,high,False,negative,low,low,medium,fuzzy_synthetic,2026-03-04T13:39:16.053695+00:00
inquiry,False,high,False,negative,low,medium,high,fuzzy_synthetic,2026-03-04T13:39:16.055660+00:00
inquiry,False,high,False,negative,low,high,high,fuzzy_synthetic,2026-03-04T13:39:16.057735+00:00
inquiry,False,high,False,negative,medium,low,high,fuzzy_synthetic,2026-03-04T13:39:16.059700+00:00
inquiry,False,high,False,negative,medium,medium,high,fuzzy_synthetic,2026-03-04T13:39:16.061995+00:00
inquiry,False,high,False,negative,medium,high,high,fuzzy_synthetic,2026-03-04T13:39:16.063967+00:00
inquiry,False,high,False,negative,high,low,high,fuzzy_synthetic,2026-03-04T13:39:16.065947+00:00
inquiry,False,high,False,negative,high,medium,high,fuzzy_synthetic,2026-03-04T13:39:16.068120+00:00
inquiry,False,high,False,negative,high,high,high,fuzzy_synthetic,2026-03-04T13:39:16.070137+00:00
inquiry,False,high,False,neutral,low,low,low,fuzzy_synthetic,2026-03-04T13:39:16.072431+00:00
inquiry,False,high,False,neutral,low,medium,low,fuzzy_synthetic,2026-03-04T13:39:16.074414+00:00
inquiry,False,high,False,neutral,low,high,low,fuzzy_synthetic,2026-03-04T13:39:16.076516+00:00
inquiry,False,high,False,neutral,medium,low,low,fuzzy_synthetic,2026-03-04T13:39:16.078506+00:00
inquiry,False,high,False,neutral,medium,medium,low,fuzzy_synthetic,2026-03-04T13:39:16.080550+00:00
inquiry,False,high,False,neutral,medium,high,medium,fuzzy_synthetic,2026-03-04T13:39:16.082869+00:00
inquiry,False,high,False,neutral,high,low,low,fuzzy_synthetic,2026-03-04T13:39:16.084862+00:00
inquiry,False,high,False,neutral,high,medium,medium,fuzzy_synthetic,2026-03-04T13:39:16.086949+00:00
inquiry,False,high,False,neutral,high,high,medium,fuzzy_synthetic,2026-03-04T13:39:16.088951+00:00
inquiry,False,high,False,positive,low,low,low,fuzzy_synthetic,2026-03-04T13:39:16.091067+00:00
inquiry,False,high,False,positive,low,medium,low,fuzzy_synthetic,2026-03-04T13:39:16.093377+00:00
inquiry,False,high,False,positive,low,high,low,fuzzy_synthetic,2026-03-04T13:39:16.095444+00:00
inquiry,False,high,False,positive,medium,low,low,fuzzy_synthetic,2026-03-04T13:39:16.097610+00:00
inquiry,False,high,False,positive,medium,medium,low,fuzzy_synthetic,2026-03-04T13:39:16.099640+00:00
inquiry,False,high,False,positive,medium,high,low,fuzzy_synthetic,2026-03-04T13:39:16.101793+00:00
inquiry,False,high,False,positive,high,low,low,fuzzy_synthetic,2026-03-04T13:39:16.104057+00:00
inquiry,False,high,False,positive,high,medium,low,fuzzy_synthetic,2026-03-04T13:39:16.106232+00:00
inquiry,False,high,False,positive,high,high,low,fuzzy_synthetic,2026-03-04T13:39:16.108269+00:00
inquiry,False,high,True,negative,low,low,high,fuzzy_synthetic,2026-03-04T13:39:16.110277+00:00
inquiry,False,high,True,negative,low,medium,high,fuzzy_synthetic,2026-03-04T13:39:16.112374+00:00
inquiry,False,high,True,negative,low,high,high,fuzzy_synthetic,2026-03-04T13:39:16.114583+00:00
inquiry,False,high,True,negative,medium,low,high,fuzzy_synthetic,2026-03-04T13:39:16.116684+00:00
inquiry,False,high,True,negative,medium,medium,high,fuzzy_synthetic,2026-03-04T13:39:16.118725+00:00
inquiry,False,high,True,negative,medium,high,high,fuzzy_synthetic,2026-03-04T13:39:16.120836+00:00
inquiry,False,high,True,negative,high,low,high,fuzzy_synthetic,2026-03-04T13:39:16.122858+00:00
inquiry,False,high,True,negative,high,medium,high,fuzzy_synthetic,2026-03-04T13:39:16.125143+00:00
inquiry,False,high,True,negative,high,high,high,fuzzy_synthetic,2026-03-04T13:39:16.127293+00:00
inquiry,False,high,True,neutral,low,low,high,fuzzy_synthetic,2026-03-04T13:39:16.129341+00:00
inquiry,False,high,True,neutral,low,medium,high,fuzzy_synthetic,2026-03-04T13:39:16.131459+00:00
inquiry,False,high,True,neutral,low,high,high,fuzzy_synthetic,2026-03-04T13:39:16.133476+00:00
inquiry,False,high,True,neutral,medium,low,high,fuzzy_synthetic,2026-03-04T13:39:16.135816+00:00
inquiry,False,high,True,neutral,medium,medium,high,fuzzy_synthetic,2026-03-04T13:39:16.137810+00:00
inquiry,False,high,True,neutral,medium,high,high,fuzzy_synthetic,2026-03-04T13:39:16.139848+00:00
inquiry,False,high,True,neutral,high,low,high,fuzzy_synthetic,2026-03-04T13:39:16.141984+00:00
inquiry,False,high,True,neutral,high,medium,high,fuzzy_synthetic,2026-03-04T13:39:16.144000+00:00
inquiry,False,high,True,neutral,high,high,high,fuzzy_synthetic,2026-03-04T13:39:16.146306+00:00
inquiry,False,high,True,positive,low,low,high,fuzzy_synthetic,2026-03-04T13:39:16.148325+00:00
inquiry,False,high,True,positive,low,medium,high,fuzzy_synthetic,2026-03-04T13:39:16.150471+00:00
inquiry,False,high,True,positive,low,high,high,fuzzy_synthetic,2026-03-04T13:39:16.152507+00:00
inquiry,False,high,True,positive,medium,low,high,fuzzy_synthetic,2026-03-04T13:39:16.154529+00:00
inquiry,False,high,True,positive,medium,medium,high,fuzzy_synthetic,2026-03-04T13:39:16.156863+00:00
inquiry,False,high,True,positive,medium,high,high,fuzzy_synthetic,2026-03-04T13:39:16.158861+00:00
inquiry,False,high,True,positive,high,low,high,fuzzy_synthetic,2026-03-04T13:39:16.160979+00:00
inquiry,False,high,True,positive,high,medium,high,fuzzy_synthetic,2026-03-04T13:39:16.163040+00:00
inquiry,False,high,True,positive,high,high,high,fuzzy_synthetic,2026-03-04T13:39:16.165229+00:00
inquiry,True,low,False,negative,low,low,high,fuzzy_synthetic,2026-03-04T13:39:16.167507+00:00
inquiry,True,low,False,negative,low,medium,critical,fuzzy_synthetic,2026-03-04T13:39:16.169513+00:00
inquiry,True,low,False,negative,low,high,critical,fuzzy_synthetic,2026-03-04T13:39:16.171635+00:00
inquiry,True,low,False,negative,medium,low,critical,fuzzy_synthetic,2026-03-04T13:39:16.173649+00:00
inquiry,True,low,False,negative,medium,medium,critical,fuzzy_synthetic,2026-03-04T13:39:16.175837+00:00
inquiry,True,low,False,negative,medium,high,critical,fuzzy_synthetic,2026-03-04T13:39:16.178061+00:00
inquiry,True,low,False,negative,high,low,critical,fuzzy_synthetic,2026-03-04T13:39:16.180187+00:00
inquiry,True,low,False,negative,high,medium,critical,fuzzy_synthetic,2026-03-04T13:39:16.182197+00:00
inquiry,True,low,False,negative,high,high,critical,fuzzy_synthetic,2026-03-04T13:39:16.184201+00:00
inquiry,True,low,False,neutral,low,low,low,fuzzy_synthetic,2026-03-04T13:39:16.186342+00:00
inquiry,True,low,False,neutral,low,medium,medium,fuzzy_synthetic,2026-03-04T13:39:16.188563+00:00
inquiry,True,low,False,neutral,low,high,medium,fuzzy_synthetic,2026-03-04T13:39:16.190693+00:00
inquiry,True,low,False,neutral,medium,low,medium,fuzzy_synthetic,2026-03-04T13:39:16.192695+00:00
inquiry,True,low,False,neutral,medium,medium,medium,fuzzy_synthetic,2026-03-04T13:39:16.194823+00:00
inquiry,True,low,False,neutral,medium,high,high,fuzzy_synthetic,2026-03-04T13:39:16.196854+00:00
inquiry,True,low,False,neutral,high,low,medium,fuzzy_synthetic,2026-03-04T13:39:16.199063+00:00
inquiry,True,low,False,neutral,high,medium,high,fuzzy_synthetic,2026-03-04T13:39:16.201196+00:00
inquiry,True,low,False,neutral,high,high,high,fuzzy_synthetic,2026-03-04T13:39:16.203210+00:00
inquiry,True,low,False,positive,low,low,low,fuzzy_synthetic,2026-03-04T13:39:16.205318+00:00
inquiry,True,low,False,positive,low,medium,low,fuzzy_synthetic,2026-03-04T13:39:16.207339+00:00
inquiry,True,low,False,positive,low,high,low,fuzzy_synthetic,2026-03-04T13:39:16.209661+00:00
inquiry,True,low,False,positive,medium,low,low,fuzzy_synthetic,2026-03-04T13:39:16.211727+00:00
inquiry,True,low,False,positive,medium,medium,low,fuzzy_synthetic,2026-03-04T13:39:16.213771+00:00
inquiry,True,low,False,positive,medium,high,low,fuzzy_synthetic,2026-03-04T13:39:16.215913+00:00
inquiry,True,low,False,positive,high,low,low,fuzzy_synthetic,2026-03-04T13:39:16.217945+00:00
inquiry,True,low,False,positive,high,medium,low,fuzzy_synthetic,2026-03-04T13:39:16.220279+00:00
inquiry,True,low,False,positive,high,high,low,fuzzy_synthetic,2026-03-04T13:39:16.222261+00:00
inquiry,True,low,True,negative,low,low,high,fuzzy_synthetic,2026-03-04T13:39:16.224375+00:00
inquiry,True,low,True,negative,low,medium,critical,fuzzy_synthetic,2026-03-04T13:39:16.226406+00:00
inquiry,True,low,True,negative,low,high,critical,fuzzy_synthetic,2026-03-04T13:39:16.228436+00:00
inquiry,True,low,True,negative,medium,low,critical,fuzzy_synthetic,2026-03-04T13:39:16.230760+00:00
inquiry,True,low,True,negative,medium,medium,critical,fuzzy_synthetic,2026-03-04T13:39:16.232767+00:00
inquiry,True,low,True,negative,medium,high,critical,fuzzy_synthetic,2026-03-04T13:39:16.234899+00:00
inquiry,True,low,True,negative,high,low,critical,fuzzy_synthetic,2026-03-04T13:39:16.236981+00:00
inquiry,True,low,True,negative,high,medium,critical,fuzzy_synthetic,2026-03-04T13:39:16.239386+00:00
inquiry,True,low,True,negative,high,high,critical,fuzzy_synthetic,2026-03-04T13:39:16.241418+00:00
inquiry,True,low,True,neutral,low,low,high,fuzzy_synthetic,2026-03-04T13:39:16.243451+00:00
inquiry,True,low,True,neutral,low,medium,high,fuzzy_synthetic,2026-03-04T13:39:16.245596+00:00
inquiry,True,low,True,neutral,low,high,high,fuzzy_synthetic,2026-03-04T13:39:16.247657+00:00
inquiry,True,low,True,neutral,medium,low,high,fuzzy_synthetic,2026-03-04T13:39:16.249968+00:00
inquiry,True,low,True,neutral,medium,medium,high,fuzzy_synthetic,2026-03-04T13:39:16.251954+00:00
inquiry,True,low,True,neutral,medium,high,high,fuzzy_synthetic,2026-03-04T13:39:16.254062+00:00
inquiry,True,low,True,neutral,high,low,high,fuzzy_synthetic,2026-03-04T13:39:16.256122+00:00
inquiry,True,low,True,neutral,high,medium,high,fuzzy_synthetic,2026-03-04T13:39:16.258213+00:00
inquiry,True,low,True,neutral,high,high,high,fuzzy_synthetic,2026-03-04T13:39:16.260558+00:00
inquiry,True,low,True,positive,low,low,high,fuzzy_synthetic,2026-03-04T13:39:16.262608+00:00
inquiry,True,low,True,positive,low,medium,high,fuzzy_synthetic,2026-03-04T13:39:16.264746+00:00
