call_id,timestamp,call_category,tenant_tier,asset_type,location,issue_type,issue_severity,business_impact,safety_concern,is_recurring,transcript,clean_text
IP-202511-00118,03/11/2025 2:36,tenant support,Premium,Office,Community Retail Strip,cleaning services missed one day,low,medium,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing cleaning services missed one day.
Tenant: when possible.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Community Retail Strip, office unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: That sounds good.
Agent: You're welcome. We'll take care of this.","hello, i need to report an issue. we are experiencing cleaning services missed one day. when possible. we're located in community retail strip, office unit. that sounds good."
IP-202601-00119,04/01/2026 8:01,tenant support,VIP,Office,Tech Block,persistent water leakage damaging office equipment,high,high,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing persistent water leakage damaging office equipment.
Tenant: we've lost equipment already.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Tech Block, office unit.
Tenant: This is seriously impacting our business operations.
Agent: I'm marking this as high priority and escalating to the maintenance manager.
Agent: We'll have someone on-site within the hour.
Tenant: I expect this to be resolved quickly.
Agent: Absolutely. We'll keep you updated every step of the way.","hello, i need to report an issue. we are experiencing persistent water leakage damaging office equipment. we've lost equipment already. we're located in tech block, office unit. this is seriously impacting our business operations. i expect this to be resolved quickly."
IP-202601-00120,19/01/2026 4:18,tenant support,Standard,Warehouse,Tech Block,slow internet connectivity in common areas,medium,medium,False,True,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hi, I'm calling again about an ongoing issue that hasn't been resolved.
Tenant: This is extremely frustrating.
Tenant: We are experiencing slow internet connectivity in common areas.
Tenant: the WiFi is very slow.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Tech Block, warehouse unit.
Tenant: This was reported last week but nothing has been done.
Agent: I apologize for that. Let me check the previous ticket.
Tenant: I've been calling for days.
Agent: I'm marking this as high priority and escalating to the maintenance manager.
Agent: We'll have someone on-site within the hour.
Tenant: I expect this to be resolved quickly.
Agent: Absolutely. We'll keep you updated every step of the way.","hi, i'm calling again about an ongoing issue that hasn't been resolved. this is extremely frustrating. we are experiencing slow internet connectivity in common areas. the wifi is very slow. we're located in tech block, warehouse unit. this was reported last week but nothing has been done. i've been calling for days. i expect this to be resolved quickly."
IP-202511-00122,13/11/2025 4:48,tenant support,Premium,Retail Store,Retail Plaza Central,air conditioning completely broken during summer,high,high,False,True,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hi, I'm calling again about an ongoing issue that hasn't been resolved.
Tenant: This is unacceptable.
Tenant: We are experiencing air conditioning completely broken during summer.
Tenant: it's unbearable to work.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Retail Plaza Central, retail store unit.
Tenant: This was reported last week but nothing has been done.
Agent: I apologize for that. Let me check the previous ticket.
Tenant: We're very disappointed.
Tenant: This is seriously impacting our business operations.
Agent: I'm marking this as high priority and escalating to the maintenance manager.
Agent: We'll have someone on-site within the hour.
Tenant: I expect this to be resolved quickly.
Agent: Absolutely. We'll keep you updated every step of the way.","hi, i'm calling again about an ongoing issue that hasn't been resolved. this is unacceptable. we are experiencing air conditioning completely broken during summer. it's unbearable to work. we're located in retail plaza central, retail store unit. this was reported last week but nothing has been done. we're very disappointed. this is seriously impacting our business operations. i expect this to be resolved quickly."
IP-202511-00124,09/11/2025 1:25,tenant support,Standard,Warehouse,Tech Block,persistent water leakage damaging office equipment,high,medium,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing persistent water leakage damaging office equipment.
Tenant: we've lost equipment already.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Tech Block, warehouse unit.
Tenant: This is seriously impacting our business operations.
Agent: I'm marking this as high priority and escalating to the maintenance manager.
Agent: We'll have someone on-site within the hour.
Tenant: Great, thank you.
Agent: You're welcome. We'll take care of this.","hello, i need to report an issue. we are experiencing persistent water leakage damaging office equipment. we've lost equipment already. we're located in tech block, warehouse unit. this is seriously impacting our business operations. great, thank you."
IP-202510-00125,26/10/2025 7:36,tenant support,Premium,Warehouse,Community Retail Strip,lost and found item to report,low,medium,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing lost and found item to report.
Tenant: not urgent.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Community Retail Strip, warehouse unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: That sounds good.
Agent: You're welcome. We'll take care of this.","hello, i need to report an issue. we are experiencing lost and found item to report. not urgent. we're located in community retail strip, warehouse unit. that sounds good."
IP-202512-00126,09/12/2025 7:13,tenant support,Standard,Retail Store,Zone B ��� SME O,parking gate malfunctioning intermittently,medium,medium,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing parking gate malfunctioning intermittently.
Tenant: it's causing delays.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Zone B ��� SME Offices, retail store unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: That sounds good.
Agent: You're welcome. We'll take care of","hello, i need to report an issue. we are experiencing parking gate malfunctioning intermittently. it's causing delays. we're located in zone b ��� sme offices, retail store unit. that sounds good."
IP-202601-00128,02/01/2026 0:51,tenant support,Premium,Warehouse,Community Retail Strip,fire alarm system not functioning,critical,medium,True,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: I need to report a serious issue immediately.
Tenant: This is a breach of our agreement.
Tenant: We are experiencing fire alarm system not functioning.
Tenant: this is a safety violation.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Community Retail Strip, warehouse unit.
Tenant: This is seriously impacting our business operations.
Tenant: We also have safety concerns about this.
Agent: I understand. Safety is our top priority.
Agent: I'm escalating this to our emergency response team immediately.
Agent: You should receive a call within 15 minutes.
Tenant: I expect this to be resolved quickly.
Agent: Absolutely. We'll keep you updated every step of the way.","i need to report a serious issue immediately. this is a breach of our agreement. we are experiencing fire alarm system not functioning. this is a safety violation. we're located in community retail strip, warehouse unit. this is seriously impacting our business operations. we also have safety concerns about this. i expect this to be resolved quickly."
IP-202511-00129,05/11/2025 6:04,tenant support,VIP,Retail Store,Logistics Cluster South,cleaning services missed one day,low,medium,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing cleaning services missed one day.
Tenant: not urgent.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Logistics Cluster South, retail store unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: Great, thank you.
Agent: You're welcome. We'll take care of this.","hello, i need to report an issue. we are experiencing cleaning services missed one day. not urgent. we're located in logistics cluster south, retail store unit. great, thank you."
IP-202512-00130,14/12/2025 8:42,tenant support,Standard,Warehouse,Logistics Cluster South,slow internet connectivity in common areas,medium,medium,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing slow internet connectivity in common areas.
Tenant: the WiFi is very slow.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Logistics Cluster South, warehouse unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: That sounds good.
Agent: You're welcome. We'll take care of this.","hello, i need to report an issue. we are experiencing slow internet connectivity in common areas. the wifi is very slow. we're located in logistics cluster south, warehouse unit. that sounds good."
IP-202511-00132,12/11/2025 8:54,tenant support,VIP,Office,Zone B ��� SME O,lighting issues in parking area,medium,high,False,True,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hi, I'm calling again about an ongoing issue that hasn't been resolved.
Tenant: This is unacceptable.
Tenant: We are experiencing lighting issues in parking area.
Tenant: we're concerned about safety.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Zone B ��� SME Offices, office unit.
Tenant: This was reported last week but nothing has been done.
Agent: I apologize for that. Let me check the previous ticket.
Tenant: I need to speak with a manager.
Agent: I'm marking this as high priority and escalating to the maintenance manager.
Agent: We'll have someone on-site within the hour.
Tenant: I expect this to be resolved quickly.
Agent: Absolutely. We'll keep you updated every step of th","hi, i'm calling again about an ongoing issue that hasn't been resolved. this is unacceptable. we are experiencing lighting issues in parking area. we're concerned about safety. we're located in zone b ��� sme offices, office unit. this was reported last week but nothing has been done. i need to speak with a manager. i expect this to be resolved quickly."
IP-202512-00134,04/12/2025 1:26,tenant support,Standard,Office,Logistics Cluster North,lighting issues in parking area,medium,medium,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing lighting issues in parking area.
Tenant: needs to be addressed.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Logistics Cluster North, office unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: I appreciate the help.
Agent: You're welcome. We'll take care of this.","hello, i need to report an issue. we are experiencing lighting issues in parking area. needs to be addressed. we're located in logistics cluster north, office unit. i appreciate the help."
IP-202511-00135,23/11/2025 8:02,tenant support,Standard,Warehouse,Zone B ��� SME O,air conditioning completely broken during summer,high,medium,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing air conditioning completely broken during summer.
Tenant: our employees are complaining.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Zone B ��� SME Offices, warehouse unit.
Tenant: This is seriously impacting our business operations.
Agent: I'm marking this as high priority and escalating to the maintenance manager.
Agent: We'll have someone on-site within the hour.
Tenant: I appreciate the help.
Agent: You're welcome. We'll take care of","hello, i need to report an issue. we are experiencing air conditioning completely broken during summer. our employees are complaining. we're located in zone b ��� sme offices, warehouse unit. this is seriously impacting our business operations. i appreciate the help."
IP-202601-00139,12/01/2026 6:26,tenant support,Premium,Warehouse,Logistics Cluster South,minor noise disturbance from nearby unit,low,low,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing minor noise disturbance from nearby unit.
Tenant: just wanted to report this.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Logistics Cluster South, warehouse unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: Perfect, that works for us.
Agent: You're welcome. We'll take care of this.","hello, i need to report an issue. we are experiencing minor noise disturbance from nearby unit. just wanted to report this. we're located in logistics cluster south, warehouse unit. perfect, that works for us."
IP-202511-00140,06/11/2025 7:44,tenant support,VIP,Office,Zone B ��� SME O,cleaning services missed one day,low,medium,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing cleaning services missed one day.
Tenant: when possible.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Zone B ��� SME Offices, office unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: Perfect, that works for us.
Agent: You're welcome. We'll take care of","hello, i need to report an issue. we are experiencing cleaning services missed one day. when possible. we're located in zone b ��� sme offices, office unit. perfect, that works for us."
IP-202511-00147,08/11/2025 8:30,tenant support,VIP,Retail Store,Zone B ��� SME O,lighting issues in parking area,medium,high,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing lighting issues in parking area.
Tenant: needs to be addressed.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Zone B ��� SME Offices, retail store unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: I appreciate the help.
Agent: You're welcome. We'll take care of","hello, i need to report an issue. we are experiencing lighting issues in parking area. needs to be addressed. we're located in zone b ��� sme offices, retail store unit. i appreciate the help."
IP-202510-00149,24/10/2025 5:23,tenant support,Standard,Retail Store,Logistics Cluster North,minor noise disturbance from nearby unit,low,low,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing minor noise disturbance from nearby unit.
Tenant: it's a bit noisy.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Logistics Cluster North, retail store unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: I appreciate the help.
Agent: You're welcome. We'll take care of this.","hello, i need to report an issue. we are experiencing minor noise disturbance from nearby unit. it's a bit noisy. we're located in logistics cluster north, retail store unit. i appreciate the help."
IP-202512-00150,27/12/2025 7:36,tenant support,Standard,Office,Community Retail Strip,request for additional waste bins,low,medium,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing request for additional waste bins.
Tenant: would be helpful.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Community Retail Strip, office unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: That sounds good.
Agent: You're welcome. We'll take care of this.","hello, i need to report an issue. we are experiencing request for additional waste bins. would be helpful. we're located in community retail strip, office unit. that sounds good."
IP-202512-00151,16/12/2025 2:23,tenant support,VIP,Retail Store,Tech Block,slow internet connectivity in common areas,medium,high,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing slow internet connectivity in common areas.
Tenant: this affects our work.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Tech Block, retail store unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: That sounds good.
Agent: You're welcome. We'll take care of this.","hello, i need to report an issue. we are experiencing slow internet connectivity in common areas. this affects our work. we're located in tech block, retail store unit. that sounds good."
IP-202512-00152,11/12/2025 4:02,tenant support,VIP,Warehouse,Community Retail Strip,air conditioning not cooling properly,medium,medium,False,True,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hi, I'm calling again about an ongoing issue that hasn't been resolved.
Tenant: This is the third time I'm reporting this.
Tenant: We are experiencing air conditioning not cooling properly.
Tenant: the temperature isn't ideal.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Community Retail Strip, warehouse unit.
Tenant: This was reported last week but nothing has been done.
Agent: I apologize for that. Let me check the previous ticket.
Tenant: This is extremely frustrating.
Agent: I'm marking this as high priority and escalating to the maintenance manager.
Agent: We'll have someone on-site within the hour.
Tenant: I expect this to be resolved quickly.
Agent: Absolutely. We'll keep you updated every step of the way.","hi, i'm calling again about an ongoing issue that hasn't been resolved. this is the third time i'm reporting this. we are experiencing air conditioning not cooling properly. the temperature isn't ideal. we're located in community retail strip, warehouse unit. this was reported last week but nothing has been done. this is extremely frustrating. i expect this to be resolved quickly."
IP-202601-00153,16/01/2026 9:25,tenant support,VIP,Warehouse,Tech Block,lost and found item to report,low,medium,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing lost and found item to report.
Tenant: wondering if anyone reported.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Tech Block, warehouse unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: Thank you for your quick response.
Agent: You're welcome. We'll take care of this.","hello, i need to report an issue. we are experiencing lost and found item to report. wondering if anyone reported. we're located in tech block, warehouse unit. thank you for your quick response."
IP-202511-00154,19/11/2025 7:52,tenant support,VIP,Warehouse,Logistics Cluster North,persistent water leakage damaging office equipment,high,medium,False,True,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hi, I'm calling again about an ongoing issue that hasn't been resolved.
Tenant: I've been calling for days.
Tenant: We are experiencing persistent water leakage damaging office equipment.
Tenant: this has been going on for days.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Logistics Cluster North, warehouse unit.
Tenant: This was reported last week but nothing has been done.
Agent: I apologize for that. Let me check the previous ticket.
Tenant: I need to speak with a manager.
Tenant: This is seriously impacting our business operations.
Agent: I'm marking this as high priority and escalating to the maintenance manager.
Agent: We'll have someone on-site within the hour.
Tenant: I expect this to be resolved quickly.
Agent: Absolutely. We'll keep you updated every step of the way.","hi, i'm calling again about an ongoing issue that hasn't been resolved. i've been calling for days. we are experiencing persistent water leakage damaging office equipment. this has been going on for days. we're located in logistics cluster north, warehouse unit. this was reported last week but nothing has been done. i need to speak with a manager. this is seriously impacting our business operations. i expect this to be resolved quickly."
IP-202511-00155,28/11/2025 9:53,tenant support,Premium,Office,Logistics Cluster South,parking gate malfunctioning intermittently,medium,high,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing parking gate malfunctioning intermittently.
Tenant: it's causing delays.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Logistics Cluster South, office unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: Great, thank you.
Agent: You're welcome. We'll take care of this.","hello, i need to report an issue. we are experiencing parking gate malfunctioning intermittently. it's causing delays. we're located in logistics cluster south, office unit. great, thank you."
IP-202512-00157,09/12/2025 8:48,tenant support,Standard,Retail Store,Zone B ��� SME O,cleaning services missed one day,low,low,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing cleaning services missed one day.
Tenant: when possible.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Zone B ��� SME Offices, retail store unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: That sounds good.
Agent: You're welcome. We'll take care of","hello, i need to report an issue. we are experiencing cleaning services missed one day. when possible. we're located in zone b ��� sme offices, retail store unit. that sounds good."
IP-202511-00158,16/11/2025 5:13,tenant support,Premium,Warehouse,Zone A ��� Corporate O,lighting issues in parking area,medium,high,False,True,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hi, I'm calling again about an ongoing issue that hasn't been resolved.
Tenant: This is the third time I'm reporting this.
Tenant: We are experiencing lighting issues in parking area.
Tenant: it's quite dark.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Zone A ��� Corporate Offices, warehouse unit.
Tenant: This was reported last week but nothing has been done.
Agent: I apologize for that. Let me check the previous ticket.
Tenant: This is the third time I'm reporting this.
Agent: I'm marking this as high priority and escalating to the maintenance manager.
Agent: We'll have someone on-site within the hour.
Tenant: I expect this to be resolved quickly.
Agent: Absolutely. We'll keep you updated every step of th","hi, i'm calling again about an ongoing issue that hasn't been resolved. this is the third time i'm reporting this. we are experiencing lighting issues in parking area. it's quite dark. we're located in zone a ��� corporate offices, warehouse unit. this was reported last week but nothing has been done. this is the third time i'm reporting this. i expect this to be resolved quickly."
IP-202510-00162,29/10/2025 4:42,tenant support,VIP,Office,Logistics Cluster North,lighting issues in parking area,medium,high,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing lighting issues in parking area.
Tenant: we're concerned about safety.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Logistics Cluster North, office unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: Great, thank you.
Agent: You're welcome. We'll take care of this.","hello, i need to report an issue. we are experiencing lighting issues in parking area. we're concerned about safety. we're located in logistics cluster north, office unit. great, thank you."
IP-202511-00163,20/11/2025 5:19,tenant support,Premium,Office,Zone B ��� SME O,loading dock gate stuck closed,high,medium,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing loading dock gate stuck closed.
Tenant: we can't receive deliveries.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Zone B ��� SME Offices, office unit.
Tenant: This is seriously impacting our business operations.
Agent: I'm marking this as high priority and escalating to the maintenance manager.
Agent: We'll have someone on-site within the hour.
Tenant: I expect this to be resolved quickly.
Agent: Absolutely. We'll keep you updated every step of th","hello, i need to report an issue. we are experiencing loading dock gate stuck closed. we can't receive deliveries. we're located in zone b ��� sme offices, office unit. this is seriously impacting our business operations. i expect this to be resolved quickly."
IP-202511-00164,07/11/2025 1:24,tenant support,Standard,Warehouse,Tech Block,cleaning services missed one day,low,low,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing cleaning services missed one day.
Tenant: not urgent.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Tech Block, warehouse unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: Thank you for your quick response.
Agent: You're welcome. We'll take care of this.","hello, i need to report an issue. we are experiencing cleaning services missed one day. not urgent. we're located in tech block, warehouse unit. thank you for your quick response."
IP-202510-00165,24/10/2025 4:42,tenant support,Premium,Retail Store,Logistics Cluster South,cleaning services missed one day,low,low,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing cleaning services missed one day.
Tenant: when possible.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Logistics Cluster South, retail store unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: I appreciate the help.
Agent: You're welcome. We'll take care of this.","hello, i need to report an issue. we are experiencing cleaning services missed one day. when possible. we're located in logistics cluster south, retail store unit. i appreciate the help."
IP-202512-00166,13/12/2025 0:24,tenant support,Standard,Warehouse,Retail Plaza Central,air conditioning not cooling properly,medium,medium,False,True,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hi, I'm calling again about an ongoing issue that hasn't been resolved.
Tenant: This is unacceptable.
Tenant: We are experiencing air conditioning not cooling properly.
Tenant: it's uncomfortable.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Retail Plaza Central, warehouse unit.
Tenant: This was reported last week but nothing has been done.
Agent: I apologize for that. Let me check the previous ticket.
Tenant: We're very disappointed.
Agent: I'm marking this as high priority and escalating to the maintenance manager.
Agent: We'll have someone on-site within the hour.
Tenant: I expect this to be resolved quickly.
Agent: Absolutely. We'll keep you updated every step of the way.","hi, i'm calling again about an ongoing issue that hasn't been resolved. this is unacceptable. we are experiencing air conditioning not cooling properly. it's uncomfortable. we're located in retail plaza central, warehouse unit. this was reported last week but nothing has been done. we're very disappointed. i expect this to be resolved quickly."
IP-202512-00169,29/12/2025 6:12,tenant support,Standard,Warehouse,Logistics Cluster North,elevator breakdown in multi-story unit,high,medium,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing elevator breakdown in multi-story unit.
Tenant: we have mobility concerns.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Logistics Cluster North, warehouse unit.
Tenant: This is seriously impacting our business operations.
Agent: I'm marking this as high priority and escalating to the maintenance manager.
Agent: We'll have someone on-site within the hour.
Tenant: Perfect, that works for us.
Agent: You're welcome. We'll take care of this.","hello, i need to report an issue. we are experiencing elevator breakdown in multi-story unit. we have mobility concerns. we're located in logistics cluster north, warehouse unit. this is seriously impacting our business operations. perfect, that works for us."
IP-202601-00171,18/01/2026 9:56,tenant support,Standard,Retail Store,Logistics Cluster South,parking gate malfunctioning intermittently,medium,medium,False,True,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hi, I'm calling again about an ongoing issue that hasn't been resolved.
Tenant: This is extremely frustrating.
Tenant: We are experiencing parking gate malfunctioning intermittently.
Tenant: sometimes it works, sometimes it doesn't.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Logistics Cluster South, retail store unit.
Tenant: This was reported last week but nothing has been done.
Agent: I apologize for that. Let me check the previous ticket.
Tenant: I've been calling for days.
Agent: I'm marking this as high priority and escalating to the maintenance manager.
Agent: We'll have someone on-site within the hour.
Tenant: I expect this to be resolved quickly.
Agent: Absolutely. We'll keep you updated every step of the way.","hi, i'm calling again about an ongoing issue that hasn't been resolved. this is extremely frustrating. we are experiencing parking gate malfunctioning intermittently. sometimes it works, sometimes it doesn't. we're located in logistics cluster south, retail store unit. this was reported last week but nothing has been done. i've been calling for days. i expect this to be resolved quickly."
IP-202601-00172,03/01/2026 0:28,tenant support,Premium,Office,Zone B ��� SME O,complete power outage affecting entire floor,critical,high,True,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing complete power outage affecting entire floor.
Tenant: we can't operate.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Zone B ��� SME Offices, office unit.
Tenant: This is seriously impacting our business operations.
Tenant: We also have safety concerns about this.
Agent: I understand. Safety is our top priority.
Agent: I'm escalating this to our emergency response team immediately.
Agent: You should receive a call within 15 minutes.
Tenant: I appreciate the help.
Agent: You're welcome. We'll take care of","hello, i need to report an issue. we are experiencing complete power outage affecting entire floor. we can't operate. we're located in zone b ��� sme offices, office unit. this is seriously impacting our business operations. we also have safety concerns about this. i appreciate the help."
IP-202511-00173,11/11/2025 4:21,tenant support,VIP,Warehouse,Retail Plaza Central,air conditioning completely broken during summer,high,high,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing air conditioning completely broken during summer.
Tenant: it's unbearable to work.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Retail Plaza Central, warehouse unit.
Tenant: This is seriously impacting our business operations.
Agent: I'm marking this as high priority and escalating to the maintenance manager.
Agent: We'll have someone on-site within the hour.
Tenant: I appreciate the help.
Agent: You're welcome. We'll take care of this.","hello, i need to report an issue. we are experiencing air conditioning completely broken during summer. it's unbearable to work. we're located in retail plaza central, warehouse unit. this is seriously impacting our business operations. i appreciate the help."
IP-202511-00175,17/11/2025 10:35,tenant support,Standard,Office,Tech Block,air conditioning not cooling properly,medium,high,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing air conditioning not cooling properly.
Tenant: the temperature isn't ideal.
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Tech Block, office unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: Thank you for your quick response.
Agent: You're welcome. We'll take care of this.","hello, i need to report an issue. we are experiencing air conditioning not cooling properly. the temperature isn't ideal. we're located in tech block, office unit. thank you for your quick response."
