ticket_type,subject,text,domain,issue_severity,issue_urgency,safety_concern,business_impact
complaint,Broken Air Conditioning,My AC stopped working last night; I can't stand these summer temperatures anymore!,office utilities and building services,,,,
complaint,Urgent Lease Termination Notice,Received unexpected eviction letter today; my family is displaced within hours!,office leasing and tenant support,,,,
complaint,Printer malfunction,This is absolutely ridiculous! My printer has stopped working out of nowhere today while I'm printing important documents needed immediately at work. I've tried restarting multiple times but still can't get anything printed. I demand immediate assistance; my productivity depends on fixing this ASAP!,IT and office technology support,,,,
inquiry,Issue with Office Space,My office space has severe water damage due to leaking pipes; urgent repair needed.,commercial property and workspace rental,,,,
inquiry,Disputed Property Tax Assessment,My property's assessed value has increased significantly without my consent; I believe there is an error as I've made recent improvements.,business rates and property tax disputes,,,,
complaint,Urgent HVAC Repair Needed,"Our air conditioning broke down last night; without repair, productivity is suffering!",office leasing and tenant support,,,,
inquiry,Wi-Fi connection failure,I'm trying to connect my laptop's Wi-Fi here but can't seem to get online at all.,shared workspace and coworking,,,,
complaint,Complaints About Office Air Conditioning,"I'm reaching out because my air conditioning has stopped working since yesterday afternoon; despite multiple attempts at resetting, there's still no relief on these sweltering summer days.",office utilities and building services,,,,
complaint,Complaints About Office Air Conditioning,Hey there! Our AC has decided to take a vacation without notice again today.,office utilities and building services,,,,
complaint,Elevator Outage,I've noticed my apartment's main entrance is inaccessible due to ongoing maintenance on the elevators since last Monday; I require assistance as I'm unable to reach upper floors.,office leasing and tenant support,,,,
inquiry,Inadequate Wi-Fi Connectivity,I've encountered persistent slow internet speeds since last Monday at my desk here; I rely heavily on stable connectivity throughout work hours.,shared workspace and coworking,,,,
complaint,Inadequate Parking Space,I've noticed there's barely enough room at my allocated parking spot; other tenants seem to have larger spaces which is quite inconvenient.,commercial property and workspace rental,,,,
inquiry,Complaints About Office Air Conditioning,Our air conditioning has stopped working since yesterday afternoon; please advise on how quickly repairs can commence.,office utilities and building services,,,,
complaint,Inadequate Parking Space,"Dear Management Team, I'm reaching out regarding my recent experience at the downtown office space I rented last month. Unfortunately, I've found myself struggling due to insufficient parking availability around the building's entrance. This has caused significant inconvenience as I'm unable to secure adequate spots each time after work hours. Given these circumstances, I'd appreciate if there might have been arrangements made previously which were overlooked upon signing up? A solution would greatly enhance convenience for all tenants who share similar concerns.",commercial property and workspace rental,,,,
complaint,Missed Cleaning Day,"Dear Janitor Services Team, I am reaching out regarding my recent experience on March 15th where there seems to have been another skipped scheduled clean-up at my workplace located within Zone A - Office Building B. This is becoming quite concerning as consistent service quality has always met expectations until now. Could someone please clarify why these lapses occurred? Your prompt attention would greatly help maintain cleanliness standards.",office cleaning and janitorial services,,,,
inquiry,Broken Elevator,"Dear Office Management Team, I'm reaching out because I've encountered repeated difficulties using elevator E5 on floors B through D over several weeks now; despite multiple attempts at contacting maintenance last month, there seems to have yet gone unnoticed. This ongoing inconvenience is significantly disrupting my daily commute within the facility. Sincerely, A Concerned Employee",office building management and facilities,,,,
complaint,Blocked Office Entrance,My car is stuck at my usual spot because someone parked there all night! I can't get into work now!,office parking and access control,,,,
complaint,Printer Connectivity Issue,My laptop can't connect to the shared printer on my network; I've tried troubleshooting steps already.,IT and office technology support,,,,
inquiry,Elevator Malfunction,"Dear Office Management Team, I am reaching out regarding persistent elevator malfunctions on floor seven which have caused significant inconvenience over several weeks now.",office building management and facilities,,,,
complaint,Dispute on Rent Increase,I've noticed my monthly lease has increased unexpectedly without prior notice; I believe there might have been miscommunication regarding terms.,office leasing and tenant support,,,,
complaint,Inadequate Wi-Fi Signal,I've noticed my internet connection is extremely weak while working here; can someone assist?,shared workspace and coworking,,,,
inquiry,Urgent Carpet Stain,My meeting room carpet has gotten stained badly after today's event; I urgently require professional stain removal.,office cleaning and janitorial services,,,,
complaint,Blocked Office Parking,My car is stuck outside my building every weekday! This new gate policy has made me late all month!,office parking and access control,,,,
inquiry,Conference Room Booking Error,Disappointed as my scheduled booking didn't show up on the calendar.,conference room and meeting space management,,,,
inquiry,Broken Air Conditioning,This is absolutely unacceptable! We've got scorching heat here since yesterday afternoon because someone decided air conditioning units were optional at my desk. I can't work properly without AC; I'm sweating buckets every minute!,office utilities and building services,,,,
inquiry,Broken Fire Extinguisher,Found broken fire extinguisher on floor; needs replacement immediately.,office health and safety compliance,,,,
complaint,Inadequate Wi-Fi Connectivity,I've encountered persistent problems accessing reliable internet at my desk today; can someone assist me?,shared workspace and coworking,,,,
complaint,Inconsistent Heating,I'm really struggling here; my office space is freezing despite paying rent! Can someone explain why there's still ice on windows? I thought I'd get warm air!,commercial property and workspace rental,,,,
complaint,Overcharged on Electricity Bill,"Dear Sir/Madam, I recently received my electricity bill which is as shocking as last year's Christmas lights display - absolutely bonkers! I've meticulously paid all other charges but apparently forgot how much power I'm supposed to consume without turning into Nikola Tesla's ghostly roommate. Can someone explain why there's suddenly more juice being sucked out than before? Or am I expected just to grin and bear these astronomical costs?",office leasing and tenant support,,,,
inquiry,Pest Infestation Complaint,"This is unacceptable! I've just moved into my new apartment on Elm Street last month but now I'm swarmed daily by cockroaches everywhere - kitchens, bathrooms, even inside walls. I reported multiple times over the phone; someone needs to do something fast before they ruin everything!",office leasing and tenant support,,,,
inquiry,Issue with Office Parking Sign,Hey there! I noticed today's sign pointing towards my usual spot is missing half its letters; can't find where I'm supposed to park now.,office parking and access control,,,,
complaint,Disputed Rent Payment,I've noticed my latest invoice shows double charges; I believe there's either a mistake on record since I've paid twice already.,office leasing and tenant support,,,,
complaint,Delayed Parcel Delivery,My parcel arrived three business days late despite being scheduled as express delivery.,mail and courier services,,,,
complaint,Restricted Access Issue,"I've encountered repeated difficulties accessing my designated spot at Lot B due to malfunctioning gate controls since last Monday. Despite multiple attempts over several weeks now, I've received inconsistent responses regarding maintenance updates; however, I still find myself unable to enter without assistance each time.",office parking and access control,,,,
complaint,Broken Elevator,Our office on floor seven is stuck due to elevator failure; critical meetings can't proceed!,commercial property and workspace rental,,,,
inquiry,Lost Reservation,My reservation is missing! I called twice but nobody answered!,reception and front desk services,,,,
inquiry,Inadequate Office Space,My new office space is too cramped; I expected more square footage.,commercial property and workspace rental,,,,
complaint,Unauthorized Visitor Access,My badge reader is malfunctioning; unauthorized individuals keep entering my floor despite me being locked out!,office security and visitor management,,,,
inquiry,Parking gate malfunction,"Oh great, another time my car got stuck behind someone because apparently, I don't count as much.",office parking and access control,,,,
complaint,Lease Terms Discrepancy,I've just realized my new apartment's actual size is significantly less than what I agreed upon; I'm extremely frustrated as I've planned based on those specifications!,office leasing and tenant support,,,,
inquiry,Printer Connectivity Issue,I've encountered persistent problems connecting my laptop to the shared printer on floor three; despite multiple attempts at troubleshooting as per previous guidance received via email.,IT and office technology support,,,,
inquiry,Urgent Carpet Stain,My meeting room carpet has gotten stained badly after today's event; I urgently require professional stain removal.,office cleaning and janitorial services,,,,
complaint,Broken Elevator,This broken elevator is unacceptable! I've reported multiple times but still can't access my floor on time every workday!,office building management and facilities,,,,
inquiry,Issue with shared office space,Hey there! I've got quite the situation here at my desk corner where I'm supposed to have privacy but there's always someone talking over me on Zoom calls—it's super distracting. Also noticed someone's coffee cup left behind every other day; seems like nobody's taking care of common areas anymore. Could really do without these little hiccups while trying to focus.,commercial property and workspace rental,,,,
complaint,Broken AC Unit,Seriously? It's July! My air conditioner is busted again; I can't even breathe properly here.,office leasing and tenant support,,,,
inquiry,Unfair Property Tax Increase,Your recent hike on my property's taxes is outrageous! I've paid more than enough already; I can't afford another increase!,business rates and property tax disputes,,,,
complaint,Complaints About Office Air Conditioning,Our air conditioning has stopped working since yesterday afternoon; please address as soon as possible.,office utilities and building services,,,,
complaint,Broken Printer Connectivity,My printer won't connect since yesterday! This is unacceptable; I have urgent documents waiting!,IT and office technology support,,,,
complaint,Broken Fire Extinguisher,Hey there! Just noticed my fire extinguisher is missing its pin - looks pretty old too. Should I get someone out here?,office health and safety compliance,,,,
complaint,Broken Air Conditioning,This is absolutely unacceptable! Our air conditioning has stopped working again just as summer hits its peak heatwave here at my downtown apartment complex. I've called maintenance multiple times over these last few weeks but still haven't received proper repairs despite promises made on numerous occasions. I can't stand being without AC anymore; I'm sweating through nights now because someone needs to fix this mess ASAP!,office utilities and building services,,,,
complaint,Confused About Property Tax Increase,I'm really struggling here; my property's value assessment seems off compared to last year’s bill! I thought there were caps on how much they can raise taxes annually? Can someone explain why I'm seeing such a huge jump without understanding what changed?,business rates and property tax disputes,,,,
inquiry,Conference Room Booking Error,"I've encountered repeated booking errors while trying to reserve Conference Room B on Thursdays at noon; despite multiple attempts over last month, I've consistently received conflicting schedules instead.",conference room and meeting space management,,,,
complaint,Urgent printer malfunction,My team can't print reports anymore! We've tried everything but still getting error messages on all printers.,IT and office technology support,,,,
inquiry,Elevator Malfunction,"Dear Building Services Team, We have encountered repeated malfunctions with elevator service on multiple floors today; specifically, elevators E5-E7 stopped working intermittently between mid-morning until late afternoon without prior notice. This has caused significant inconvenience as several employees rely heavily upon these lifts due to mobility impairments. Could someone please investigate what might cause such disruptions? We would appreciate prompt attention so normal operations can resume smoothly at all times.",office utilities and building services,,,,
complaint,Unsecured Visitor Entrance,Your so-called secure entrance is just another weak spot! I've seen people loitering around without proper ID checks all month now!,office security and visitor management,,,,
inquiry,Unusual noise coming from AC,My air conditioner has made strange noises all night; what should I do?,office utilities and building services,,,,
complaint,Broken Elevator,Hey there! Our elevator has stopped working since yesterday afternoon; I'm stuck on floor five every time I try using it.,office building management and facilities,,,,
complaint,Unfair Property Tax Increase,My taxes have doubled overnight! This is outrageous!,business rates and property tax disputes,,,,
inquiry,Confused About Office Color Scheme,I'm really lost on what color scheme they chose; can someone clarify?,office fit-out and renovation,,,,
inquiry,Unauthorized vehicle entry,I've noticed several unauthorized vehicles parked outside my designated space over the last few weeks despite having paid monthly fees.,office parking and access control,,,,
complaint,Urgent Carpet Stains,Found massive stains on carpets today; immediate attention needed!,office cleaning and janitorial services,,,,
complaint,Unauthorized Visitor Access,We have noticed unrecognized individuals entering through secure access points without proper identification.,office security and visitor management,,,,
complaint,Lease Renewal Delay,Hey there! Just checking on my current space at Maple Street - I noticed there's still no update regarding next year's rent increase? It's getting pretty urgent as I'm planning ahead.,office leasing and tenant support,,,,
complaint,Stolen Office Chair,"Well, guess what? My ergonomic chair decided today would make a great coffee table while I worked remotely all weekend! Kudos on delivering such... unique furniture solutions.",office fit-out and renovation,,,,
inquiry,Power Outage at Office,This is incredibly frustrating! Our entire floor has lost power since early afternoon; computers won't turn on without electricity. We have important work deadlines approaching fast—this outage isn't just inconvenient but also jeopardizes client projects.,office utilities and building services,,,,
complaint,Late Parcel Delivery,"Oh great, another package arriving after my cat's birthday party—because who needs timely deliveries anyway?",mail and courier services,,,,
inquiry,Printer Connectivity Issue,"Dear Support Team, I'm reaching out regarding my HP OfficeJet Pro printer which has suddenly stopped connecting via Wi-Fi since yesterday afternoon. I've tried restarting both devices multiple times but without success. Could someone assist me remotely? I rely on printing documents daily. Best regards, John Doe",IT and office technology support,,,,
complaint,Disputed Property Tax Assessment,"Dear Sir/Madam, I am contacting regarding my recent assessment notice which significantly overestimates the value of my commercial premises located at [address]. This has resulted in an unjustified increase in annual taxes compared to previous years despite market conditions suggesting otherwise.",business rates and property tax disputes,,,,
inquiry,Printer Connectivity Issue,My laptop can't connect to the shared printer on my network; can someone assist?,IT and office technology support,,,,
inquiry,Broken Fire Extinguisher,Hey there! I just noticed my fire extinguisher is missing its pin - looks pretty old anyway? Also spotted someone tampering with another one's nozzle last night; kinda worried now since I'm responsible for keeping things safe here.,office health and safety compliance,,,,
complaint,Unauthorized vehicle entry,My car has repeatedly entered my reserved space without permission; I require immediate resolution.,office parking and access control,,,,
complaint,Printer Connectivity Issue,"My printer just stopped working today! I tried everything - restarting both devices, checking cables... Nothing works anymore. This is critical as I'm preparing reports due tomorrow!",IT and office technology support,,,,
complaint,Broken Printer,"Oh great, another glorious Monday where my printer decided to join its ancestors on Tuesday instead! I spent half an hour trying to print just three documents because apparently, I'm now part of a tech museum exhibit showcasing ancient devices.",IT and office technology support,,,,
complaint,Lost Reservation Confirmation,I'm deeply sorry I can't find my reservation confirmation email; can someone assist me?,reception and front desk services,,,,
inquiry,Unexpected Security Deposit Deduction,Discovered my $500 retention fee deducted without prior notice; expected transparency.,office leasing and tenant support,,,,
inquiry,Unhelpful Receptionist,"Oh great, another round at being ignored! I asked my usual question three times today because apparently asking once isn't enough these days? Or maybe I'm just too loud on purpose now?",reception and front desk services,,,,
inquiry,Unusual noise coming from AC,My air conditioner has made strange noises all night; what should I do?,office utilities and building services,,,,
complaint,Improper Ventilation,Our break room's ventilation is inadequate; employees have complained of stuffy air since last month.,office health and safety compliance,,,,
complaint,Broken Elevator,My floor's elevator stopped working again; can someone fix it?,office building management and facilities,,,,
inquiry,Broken Elevator,This is absolutely unacceptable! Our elevator has broken down again today at work on floor twelve—it's practically unusable now after three weeks without repair. I demand immediate action; my colleagues can't get around easily anymore because they're stuck using stairs all day long!,office building management and facilities,,,,
inquiry,Disputed Utility Bill,My electricity bill just came through $300 higher than usual! I haven't changed my usage at all; someone is stealing power here!,office leasing and tenant support,,,,
complaint,Power Outage at Office,Our entire floor is without power since midnight; critical work can't continue!,office utilities and building services,,,,
inquiry,Parking gate malfunction,"Oh great, another time my car got stuck behind someone because apparently, I don't count as much.",office parking and access control,,,,
complaint,Complaints About Office Air Conditioning,"Our air conditioning has stopped working since yesterday afternoon; despite multiple calls over the last three hours, there is still no resolution.",office utilities and building services,,,,
complaint,Disputed Rent Payment,Hey there! I just noticed my latest bill is higher than usual; I'm pretty sure there's been a mistake since I've paid on time every month.,office leasing and tenant support,,,,
inquiry,Lost Luggage,Hey there! I just arrived at my hotel but can't find my suitcase anywhere around here.,reception and front desk services,,,,
inquiry,Broken Elevator,Our elevator stopped working yesterday afternoon; I'm stuck on floor five! We have important meetings scheduled today!,office building management and facilities,,,,
complaint,Complaints About Office Air Conditioning,"I've noticed my air conditioning has stopped working since last Monday; despite multiple calls over the weekend, there's still silence on its repair status. This is quite inconvenient as temperatures have soared beyond comfortable levels.",office utilities and building services,,,,
complaint,Dispute on Rent Increase,Received notice today; my lease says fixed rate but they're charging more! This is unacceptable!,office leasing and tenant support,,,,
complaint,Unbearable Noise Next Door,Can't concentrate; constant loud music next door is unbearable.,office leasing and tenant support,,,,
inquiry,Printer connectivity failure,"Hello, I'm having trouble connecting my printer via Wi-Fi at work today; I've tried restarting both devices but still can't get anything printed out.",IT and office technology support,,,,
complaint,Blocked Office Entrance,I've noticed my car is consistently blocked at the main entrance every Monday due to maintenance work being done on adjacent units; can someone address how long these obstructions will persist?,office parking and access control,,,,
inquiry,Elevator Malfunction,I've noticed my elevator has stopped working intermittently over the last three weeks; can someone look into fixing it?,office building management and facilities,,,,
complaint,Faulty Air Conditioning Unit,Hey there! Just moved into my new office space last month but I've run straight into trouble - the air conditioning is busted on hot summer afternoons. It's pretty unbearable without AC at work; I'm sweating buckets here every time I step outside onto those scorching sidewalks.,commercial property and workspace rental,,,,
complaint,Inadequate Office Lighting,"During my recent visit on Monday afternoon, I noticed several areas within the new conference room lack sufficient lighting despite being labeled as fully equipped spaces.",office fit-out and renovation,,,,
complaint,Broken Elevator,Our elevator stopped working yesterday; can't access upper floors.,office building management and facilities,,,,
complaint,Unrecognized Visitor Detected,Last evening I noticed someone unfamiliar entering my building without proper identification; I'm concerned as there have already been several such incidents.,office security and visitor management,,,,
complaint,Urgent Lease Termination Notice,Received unexpected eviction letter today; my family is displaced within hours!,office leasing and tenant support,,,,
complaint,Ignored Maintenance Request,This is absolutely unacceptable! I've reported multiple times over the last month regarding faulty plumbing under my desk which has now caused water damage on several important documents I can't afford to lose. Your so-called prompt service promised immediate attention but here I'm still waiting since January without even basic repairs being done!,office leasing and tenant support,,,,
complaint,Broken Elevator,Our elevator stopped working again today; I can't get into my floor!,office building management and facilities,,,,
complaint,Complaints About Office Air Conditioning,Our air conditioning has stopped working again; very uncomfortable without AC.,office utilities and building services,,,,
complaint,Broken Elevator,Hey there! Just moved into my new office space on Maple Street last month but today I discovered there's actually broken elevator service since yesterday afternoon.,commercial property and workspace rental,,,,
inquiry,Elevator Outage,Our elevator has stopped working since yesterday afternoon; can someone assist?,office building management and facilities,,,,
complaint,Blocked Office Parking Access,My car is stuck at my usual spot because someone parked there all night again! This has happened three times now; I can't get into work without hassle.,office parking and access control,,,,
complaint,Unsecured Office Entrance,My car got broken into again because I left my gate open last night! This is unacceptable!,office security and visitor management,,,,
complaint,Ridiculous Property Tax Increase,"Oh great, another year where my beloved neighborhood decides they want more money out of me because apparently houses aren't worth what they're built on anymore.",business rates and property tax disputes,,,,
complaint,Unannounced Landlord Visits,I'm really puzzled because my boss keeps coming into his rented space uninvited! I never signed up for surprise visits; can someone explain why he's doing this?,office leasing and tenant support,,,,
complaint,Unfriendly Receptionist,Just walked into my hotel expecting warmth but got cold shoulders instead.,reception and front desk services,,,,
complaint,Complaints About Office Air Conditioning,"Dear Support Team, I've noticed over the last few weeks that my air conditioning has stopped working intermittently throughout workdays which is quite uncomfortable given today's heatwave conditions. Could someone please look into fixing these recurring AC failures? It's essential as they directly impact productivity due to discomfort among staff members. Thank you very much for addressing this urgent matter promptly.",office utilities and building services,,,,
complaint,Printer Paper Jam,Hey there! My printer just jammed again while printing my monthly reports.,IT and office technology support,,,,
inquiry,Broken Elevator,My floor's elevator has broken down again; I can't access my apartment on time.,office building management and facilities,,,,
complaint,Unclean Shared Kitchen,This is absolutely unacceptable! Our apartment's communal kitchen has become filthy over the last month without anyone taking action. There’s trash everywhere; broken dishes left out after parties—it's disgusting. I demand immediate attention on who will clean up these messes before things get worse.,office leasing and tenant support,,,,
inquiry,Missing Cleaning Day,"Hello, I noticed today there hasn't been anyone coming out as scheduled on Monday's date according to my calendar reminders set up through your app last month. This is concerning because I've seen dust accumulation again since then which wasn't present before they skipped over. Could someone please confirm if there's another reason why I'm missing these cleanings? My workspace has become quite cluttered due to all the paperwork piling up.",office cleaning and janitorial services,,,,
inquiry,Complaining About Office Air Quality,"Dear Facilities Team, I trust you're all doing great today because apparently, fresh air is now considered optional here since last Tuesday's incident where my coffee turned into instant sludge due to stale fumes. It's as if someone decided recycling bins were too mainstream! Can we please get back on track? Or should I just start bringing plants everywhere?",office building management and facilities,,,,
complaint,Inadequate Office Lighting,"Dear Sir/Madam, I am reaching out regarding my recent experience within the newly renovated workspace on floor three. Despite assurances provided at project commencement concerning ample natural light sources throughout work areas, I've found myself struggling due to insufficient illumination levels post-renovation completion last month. This has notably impacted productivity as tasks requiring visual precision have become more challenging under current lighting conditions.",office fit-out and renovation,,,,
inquiry,Branding Rights Violation,My company's logo is being used without permission on all new signs installed at my leased space.,office leasing and tenant support,,,,
complaint,Ceiling Leak During Renovation,My ceiling has developed multiple leaks since yesterday's work began on my apartment’s new bathroom remodel! It's causing water damage already; I can't even dry out clothes properly now because they're getting soaked every time they hang up there!,office fit-out and renovation,,,,
inquiry,Late Parcel Delivery,I'm quite upset as my parcel arrived three business days late despite being promised delivery within two working hours.,mail and courier services,,,,
inquiry,Lost Visitor Badge,Hey there! I lost my badge at work today; can someone help me get another?,office security and visitor management,,,,
complaint,Unresponsive Elevator,My floor's elevator isn't working since yesterday; can someone fix it?,office utilities and building services,,,,
complaint,Complaining About Office Air Quality,"Dear Sir/Madam, I trust you're enjoying these delightful fumes wafting through my cubicle every time someone decides to cook lunch at home—because who needs fresh air anyway? It's as if they've forgotten how much oxygen is essential! Please advise on getting rid of whatever culinary nightmare you've unleashed upon me.",office utilities and building services,,,,
complaint,Inadequate Office Lighting,"I've noticed since moving into my new workspace on floor three, there's barely enough light coming through windows; I find myself straining eyes constantly throughout work hours.",office fit-out and renovation,,,,
complaint,Conference Room Booking Error,My team booked Conference Room B on Monday but received confirmation for Tuesday instead.,conference room and meeting space management,,,,
complaint,Ridiculous Property Tax Increase,"Dear Sir/Madam, I just received my new bill; apparently I'm now paying through the nose because someone decided buildings should float on water.",business rates and property tax disputes,,,,
complaint,Delayed HVAC Repairs,"Dear Office Leasing Team, I'm reaching out regarding ongoing delays concerning the repair work on my building's air conditioning units since last month. This has significantly impacted productivity as employees struggle through hot summer weeks without proper climate control. Could someone please provide me with more information? I would appreciate knowing if there is anything further required before they can proceed with fixing these essential systems. Thank you very much for addressing this urgent matter promptly.",office leasing and tenant support,,,,
complaint,Inadequate Wi-Fi Connectivity,"Dear Support Team, We have encountered persistent difficulties regarding internet connectivity within our designated workstations at the downtown co-working space on Main Street. Despite multiple attempts over the last three business days—including contacting technical staff—the connection remains unstable which is severely impacting productivity levels among all tenants. Sincerely, A Concerned Tenant",shared workspace and coworking,,,,
inquiry,Lost Reservation Confirmation,I'm terribly sorry if my reservation confirmation has gone missing; I really needed those instructions as I'm arriving tomorrow.,reception and front desk services,,,,
complaint,Complaining About Office Air Quality,"Dear Sir/Madam, I trust you're enjoying these delightful fumes wafting through my cubicle every time someone decides to cook lunch at home—because who needs fresh air anyway? It's as if they've forgotten how much oxygen is essential! Please advise on getting rid of whatever culinary nightmare you've unleashed upon me.",office utilities and building services,,,,
complaint,Printer connectivity failure,My printer just stopped working today; I can't seem to connect anything anymore.,IT and office technology support,,,,
complaint,Missing Parcel Delivery,"Hello, I'm really worried because I ordered my package last Monday but haven't received anything yet. I've checked all tracking numbers provided on both ends without success; they just show as delivered already! Can someone please look into where exactly did things go wrong? This is quite urgent since those items were needed before Friday.",mail and courier services,,,,
complaint,Broken Elevator,My office on floor twelve is stuck due to elevator failure since yesterday afternoon! This has caused significant disruption as I have important meetings scheduled today!,commercial property and workspace rental,,,,
complaint,Wi-Fi Connectivity Issues,I'm currently working on Project X at Central Hub Co-working Space but my Wi-Fi keeps dropping out every few minutes which is severely disrupting my workflow. I've tried restarting both devices multiple times without success.,shared workspace and coworking,,,,
complaint,Ceiling Leak During Renovation,"During my last visit post-renovation work on March 5th, I noticed water dripping onto my desk due to what seems to have become another ceiling leak; despite previous assurances, I'm concerned as I've already reported similar incidents twice.",office fit-out and renovation,,,,
complaint,Unrecognized Visitor Access,"Last Monday evening at approximately 7 PM, I noticed someone entering my building without proper identification through what appears to have become unguarded access point C12 on floor B5. This is concerning as there has never before been such laxity regarding who enters after hours; typically all visitors require pre-registration via our digital sign-in kiosk located outside entrance A1.",office security and visitor management,,,,
inquiry,Wi-Fi connectivity at desk,Hey there! My Wi-Fi keeps dropping out every few minutes while I'm working here.,shared workspace and coworking,,,,
complaint,Inadequate Parking Space,I'm reaching out because my office space lacks sufficient parking as advertised; I have trouble finding spots daily which disrupts employee punctuality.,commercial property and workspace rental,,,,
complaint,Elevator Outage,Hey there! Our main office floor's stuck without elevators since yesterday afternoon; really inconvenient!,office leasing and tenant support,,,,
inquiry,Broken Elevator,My office on floor twelve is stuck due to elevator failure since yesterday afternoon; I urgently require access as I'm scheduled meetings today.,commercial property and workspace rental,,,,
inquiry,Blocked Office Parking Spot,My designated spot is blocked; I can't park my car here.,office parking and access control,,,,
complaint,Inadequate Office Lighting,"I've noticed since moving into my new workspace on Elm Street, there's just too much glare coming through all these large windows installed as part of the recent renovations. It's quite distracting while working at night; I thought modern design would consider such practical aspects.",office fit-out and renovation,,,,
complaint,Unfair Property Tax Increase,My taxes have doubled overnight! This is outrageous!,business rates and property tax disputes,,,,
complaint,Unhelpful Receptionist,"Oh great, another round at being ignored! I asked my usual question three times today because apparently asking once isn't enough? No wonder they call me Mr. Know-It-All sometimes—because clearly I'm just here wasting everyone's time.",reception and front desk services,,,,
complaint,Broken Elevator,My entire office is stuck on floor five because someone broke my elevator! This can't happen again!,commercial property and workspace rental,,,,
complaint,Conference Room Booking Error,"Dear Support Team, I've encountered multiple instances where my scheduled booking for Conference Room B on April 5th has disappeared without notice after I confirmed via email last Monday. This is quite inconvenient as I've already informed several colleagues who were expecting me there based on these arrangements. Could someone please assist? It would also help if they can ensure such errors don't recur since I'm planning more meetings soon using similar scheduling methods. Thank you very much for understanding and addressing this matter promptly.",conference room and meeting space management,,,,
complaint,Complaints About Office Air Conditioning,"I've noticed my air conditioning has stopped working since last Monday; despite multiple calls over the weekend, there's still silence on its repair.",office utilities and building services,,,,
complaint,Missed Cleaning Day,Your service skipped my building's scheduled clean on Tuesday! This is unacceptable; I demand immediate rescheduling!,office cleaning and janitorial services,,,,
complaint,Printer Connectivity Issue,My laptop can't connect to the shared printer on my network.,IT and office technology support,,,,
inquiry,Missing Package Drama,"Oh great, another missing package! Because clearly my life isn't complicated enough without tracking down lost parcels.",mail and courier services,,,,
inquiry,Dispute over shared driveway access,I've noticed my tenants have blocked off part of the designated drive space; can someone address this?,office leasing and tenant support,,,,
inquiry,Broken Elevator,My office is on the fifth floor now! This broken elevator has made my work impossible since yesterday!,commercial property and workspace rental,,,,
complaint,Inadequate Office Lighting,"Dear Sir/Madam, I am reaching out regarding my recent experience at the new workspace provided on Elm Street. Unfortunately, I've found myself struggling due to inadequate lighting conditions which have made reading documents quite challenging throughout various times of the workday. This is particularly problematic as most tasks require attention to detail under natural light settings; however, current fixtures do little to compensate once daylight fades away. Could there possibly be room for improvement here? Your prompt assistance would greatly enhance productivity.",office fit-out and renovation,,,,
complaint,Pest Infestation,Found cockroaches everywhere! This is unacceptable; I can't work here!,office leasing and tenant support,,,,
inquiry,Unsatisfactory Wall Color,Disappointed as wall color chosen doesn't match initial samples provided.,office fit-out and renovation,,,,
inquiry,Inadequate Wi-Fi Connectivity,I've encountered persistent slow internet speeds since last Monday; my work is being severely impacted.,shared workspace and coworking,,,,
complaint,Missed Cleaning Day,Our building's lobby hasn't received its scheduled clean-up since yesterday afternoon; can someone address why?,office cleaning and janitorial services,,,,
inquiry,Issue with new carpet installation,"Hello, I recently moved into my newly renovated apartment on March 15th where they installed what appeared to be high-quality carpeting throughout each room. However, I've noticed several areas along both walls have noticeable fraying edges since moving in last weekend; these spots seem quite pronounced compared to other parts of the floor which appear undamaged despite heavy foot traffic daily as I'm currently renting here.",office fit-out and renovation,,,,
complaint,Inadequate Parking Space,"Dear Management Team, I'm reaching out regarding my recent experience at the downtown office space I rented last month. Unfortunately, I've found myself struggling due to insufficient parking availability around the building's entrance. This has caused significant inconvenience as I'm unable to secure adequate spots each time after work hours. Given these circumstances, I'd appreciate if there might have been arrangements made previously which were overlooked upon signing up? A solution would greatly enhance convenience for all tenants who share similar concerns.",commercial property and workspace rental,,,,
complaint,Confused Parking Signage,I'm really lost here; all these new signs around my building make me think I'm parked somewhere I shouldn't.,office parking and access control,,,,
complaint,Parking Spot Dispute,Hey there! I just parked my car at Lot A today but found someone else's vehicle blocking half my spot as soon as I'd left work around noon. It's really frustrating because I've always used these spots without trouble before now.,office parking and access control,,,,
complaint,Broken Elevator,My office on floor twelve is stuck due to elevator failure since yesterday afternoon! This has caused significant disruption as I have important meetings scheduled today!,commercial property and workspace rental,,,,
inquiry,Broken Air Conditioning,Hey there! We've got quite warm temperatures here at my desk without AC working properly since last Tuesday—it's making things really uncomfortable.,office leasing and tenant support,,,,
complaint,Broken Elevator,"Oh great, just what I needed today - another broken elevator! It's as if they enjoy watching me struggle up those stairs every time I'm late again because apparently elevators aren't meant to work on purpose.",commercial property and workspace rental,,,,
complaint,Power Outage at Office,This is incredibly frustrating! Our entire floor has lost power since early afternoon due to what seems like either bad wiring or maintenance work gone wrong. We've tried resetting breakers but there's still complete darkness here; I can't even get my computer on now which means I'm stuck without access to important files until someone can fix this ASAP!,office utilities and building services,,,,
complaint,Unrecognized Visitor Detected,"During my last visit on Tuesday afternoon at around 14:30, I noticed someone who wasn't listed as part of today's scheduled visitors entering through gate C.",office security and visitor management,,,,
