ticket_id,ticket_type,ticket_details,issue_category,business_impact,safety_concern
cx02551,Complaint,"Good afternoon, Recently, our team noticed that the parking allocation issue persists within our premises. The condition has not resolved despite initial adjustments. There have been delays in routine activities. We look forward to your support in resolving this.",parking allocation issue,medium,False
cx04179,Inquiry,"Hello, We would like clarification regarding internet provider policies. Kindly advise us on the appropriate steps moving forward.",internet provider policies,,
cx00530,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the unauthorized entry persists within our premises. The condition has not resolved despite initial adjustments. This has severely disrupted our operational continuity. Kindly review and advise on the next steps.",unauthorized entry,high,True
cx02775,Complaint,"Hello, Over the past few days, we have observed that the lighting failure persists within our premises. The condition has not resolved despite initial adjustments. While this has caused minor inconvenience, operations are still ongoing. We trust this can be addressed promptly.",lighting failure,low,False
cx01960,Complaint,"We hope you are doing well. Recently, our team noticed that the access control malfunction persists within our premises. The issue seems more noticeable during peak hours. Operational efficiency has been noticeably impacted. We trust this can be addressed promptly.",access control malfunction,medium,True
cx02097,Complaint,"For some time now, it has become apparent that the server room overheating persists within our premises. It is not isolated to a single occurrence. We are currently unable to continue normal business activities. We trust this can be addressed promptly.",server room overheating,high,False
cx02720,Complaint,"Good afternoon, During our regular operations, we identified that the staff conduct issue persists within our premises. Operational efficiency has been noticeably impacted. We would appreciate your assistance in resolving this matter.",staff conduct issue,medium,False
cx00880,Complaint,"Hello, Over the past few days, we have observed that the billing discrepancy persists within our premises. It is not isolated to a single occurrence. Operational efficiency has been noticeably impacted. We would appreciate your assistance in resolving this matter.",billing discrepancy,medium,False
cx02881,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the hvac system malfunction persists within our premises. It is not isolated to a single occurrence. The disruption remains limited at this stage. We trust this can be addressed promptly.",HVAC system malfunction,low,False
cx02924,Complaint,"Good afternoon, During our regular operations, we identified that the fire alarm fault persists within our premises. The condition has not resolved despite initial adjustments. Operational efficiency has been noticeably impacted. We would appreciate your assistance in resolving this matter.",fire alarm fault,medium,False
cx04714,Inquiry,"Hello, We would like clarification regarding unit expansion options. Kindly advise us on the appropriate steps moving forward.",unit expansion options,,
cx00710,Complaint,"For some time now, it has become apparent that the unauthorized entry persists within our premises. As a result, our operations have come to a halt. We look forward to your support in resolving this.",unauthorized entry,high,True
cx02902,Complaint,"Good afternoon, During our regular operations, we identified that the access control malfunction persists within our premises. It is not isolated to a single occurrence. As a result, our operations have come to a halt. We would appreciate your assistance in resolving this matter.",access control malfunction,high,False
cx01683,Complaint,"Hello, Over the past few days, we have observed that the unauthorized entry persists within our premises. There have been delays in routine activities. Kindly review and advise on the next steps.",unauthorized entry,medium,False
cx02108,Complaint,"For some time now, it has become apparent that the noise disturbance persists within our premises. The condition has not resolved despite initial adjustments. There have been delays in routine activities. We look forward to your support in resolving this.",noise disturbance,medium,False
cx00453,Complaint,"We are writing to bring this to your attention. For some time now, it has become apparent that the security concern persists within our premises. The condition has not resolved despite initial adjustments. This has severely disrupted our operational continuity. We look forward to your support in resolving this.",security concern,high,False
cx02309,Complaint,"Over the past few days, we have observed that the server room overheating persists within our premises. The condition has not resolved despite initial adjustments. This has started to affect our daily workflow and coordination. We would appreciate your assistance in resolving this matter.",server room overheating,medium,False
cx01529,Complaint,"Good afternoon, During our regular operations, we identified that the lighting failure persists within our premises. The condition has not resolved despite initial adjustments. As a result, our operations have come to a halt. Kindly review and advise on the next steps.",lighting failure,high,False
cx00876,Complaint,"We hope you are doing well. For some time now, it has become apparent that the maintenance backlog persists within our premises. This appears to be affecting multiple areas within the unit. Operational efficiency has been noticeably impacted. We look forward to your support in resolving this.",maintenance backlog,medium,True
cx02900,Complaint,"We hope you are doing well. For some time now, it has become apparent that the maintenance backlog persists within our premises. The impact has been manageable so far. We look forward to your support in resolving this.",maintenance backlog,low,False
cx01217,Complaint,"Hello, For some time now, it has become apparent that the loading dock obstruction persists within our premises. The issue seems more noticeable during peak hours. This has started to affect our daily workflow and coordination. We trust this can be addressed promptly.",loading dock obstruction,medium,False
cx00413,Complaint,"We hope you are doing well. Over the past few days, we have observed that the plumbing blockage persists within our premises. This appears to be affecting multiple areas within the unit. The impact has been manageable so far. Kindly review and advise on the next steps.",plumbing blockage,low,False
cx01865,Complaint,"We are writing to bring this to your attention. During our regular operations, we identified that the elevator outage persists within our premises. The condition has not resolved despite initial adjustments. This has started to affect our daily workflow and coordination. We would appreciate your assistance in resolving this matter.",elevator outage,medium,True
cx00177,Complaint,"We hope you are doing well. Over the past few days, we have observed that the plumbing blockage persists within our premises. It is not isolated to a single occurrence. There have been delays in routine activities. We would appreciate your assistance in resolving this matter.",plumbing blockage,medium,False
cx00720,Complaint,"We hope you are doing well. Recently, our team noticed that the parking allocation issue persists within our premises. The issue seems more noticeable during peak hours. We are currently unable to continue normal business activities. We trust this can be addressed promptly.",parking allocation issue,high,False
cx02893,Complaint,"Good afternoon, Over the past few days, we have observed that the billing discrepancy persists within our premises. This appears to be affecting multiple areas within the unit. This has started to affect our daily workflow and coordination. We trust this can be addressed promptly.",billing discrepancy,medium,False
cx01763,Complaint,"Recently, our team noticed that the hvac system malfunction persists within our premises. The issue seems more noticeable during peak hours. We are currently unable to continue normal business activities. We would appreciate your assistance in resolving this matter.",HVAC system malfunction,high,False
cx01567,Complaint,"We are writing to bring this to your attention. During our regular operations, we identified that the power instability persists within our premises. The issue seems more noticeable during peak hours. There have been delays in routine activities. We look forward to your support in resolving this.",power instability,medium,True
cx02298,Complaint,"Hello, Recently, our team noticed that the billing discrepancy persists within our premises. While this has caused minor inconvenience, operations are still ongoing. We would appreciate your assistance in resolving this matter.",billing discrepancy,low,False
cx02159,Complaint,"Hello, Over the past few days, we have observed that the parking allocation issue persists within our premises. This appears to be affecting multiple areas within the unit. This has severely disrupted our operational continuity. We look forward to your support in resolving this.",parking allocation issue,high,False
cx01617,Complaint,"Recently, our team noticed that the water leakage persists within our premises. The issue seems more noticeable during peak hours. There have been delays in routine activities. We would appreciate your assistance in resolving this matter.",water leakage,medium,False
cx00698,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the fire alarm fault persists within our premises. The issue seems more noticeable during peak hours. There have been delays in routine activities. We trust this can be addressed promptly.",fire alarm fault,medium,False
cx04015,Inquiry,We hope you are doing well. We would like clarification regarding compliance procedures. This information is important for our internal planning. Kindly advise us on the appropriate steps moving forward.,compliance procedures,,
cx00353,Complaint,"Over the past few days, we have observed that the unauthorized entry persists within our premises. This appears to be affecting multiple areas within the unit. We are currently unable to continue normal business activities. Kindly review and advise on the next steps.",unauthorized entry,high,True
cx00421,Complaint,"We hope you are doing well. During our regular operations, we identified that the lighting failure persists within our premises. The issue seems more noticeable during peak hours. The disruption remains limited at this stage. Kindly review and advise on the next steps.",lighting failure,low,True
cx02409,Complaint,"Good afternoon, During our regular operations, we identified that the access control malfunction persists within our premises. This appears to be affecting multiple areas within the unit. The impact has been manageable so far. We look forward to your support in resolving this.",access control malfunction,low,False
cx02113,Complaint,"We hope you are doing well. Over the past few days, we have observed that the delivery delay persists within our premises. This has started to affect our daily workflow and coordination. We would appreciate your assistance in resolving this matter.",delivery delay,medium,False
cx01400,Complaint,"Good afternoon, Over the past few days, we have observed that the lighting failure persists within our premises. This appears to be affecting multiple areas within the unit. The impact has been manageable so far. Kindly review and advise on the next steps.",lighting failure,low,False
cx00083,Complaint,"Good afternoon, During our regular operations, we identified that the server room overheating persists within our premises. The issue seems more noticeable during peak hours. We are currently unable to continue normal business activities. Kindly review and advise on the next steps.",server room overheating,high,False
cx00472,Complaint,"Good afternoon, During our regular operations, we identified that the parking allocation issue persists within our premises. This appears to be affecting multiple areas within the unit. This has severely disrupted our operational continuity. We would appreciate your assistance in resolving this matter.",parking allocation issue,high,True
cx01807,Complaint,"Hello, During our regular operations, we identified that the cleaning deficiency persists within our premises. This appears to be affecting multiple areas within the unit. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",cleaning deficiency,medium,False
cx02404,Complaint,"Hello, For some time now, it has become apparent that the unauthorized entry persists within our premises. We are currently unable to continue normal business activities. We look forward to your support in resolving this.",unauthorized entry,high,True
cx00355,Complaint,"Good afternoon, During our regular operations, we identified that the access control malfunction persists within our premises. The impact has been manageable so far. We would appreciate your assistance in resolving this matter.",access control malfunction,low,False
cx01401,Complaint,"We hope you are doing well. During our regular operations, we identified that the access control malfunction persists within our premises. We are currently unable to continue normal business activities. We trust this can be addressed promptly.",access control malfunction,high,True
cx01390,Complaint,"Hello, Recently, our team noticed that the access control malfunction persists within our premises. It is not isolated to a single occurrence. This has severely disrupted our operational continuity. We look forward to your support in resolving this.",access control malfunction,high,False
cx00234,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the loading dock obstruction persists within our premises. As a result, our operations have come to a halt. We would appreciate your assistance in resolving this matter.",loading dock obstruction,high,False
cx03478,Inquiry,We would like clarification regarding visitor pass issuance. This information is important for our internal planning. Kindly advise us on the appropriate steps moving forward.,visitor pass issuance,,
cx00317,Complaint,"Good afternoon, Over the past few days, we have observed that the parking allocation issue persists within our premises. This appears to be affecting multiple areas within the unit. This has started to affect our daily workflow and coordination. Kindly review and advise on the next steps.",parking allocation issue,medium,False
cx00772,Complaint,"We hope you are doing well. For some time now, it has become apparent that the cleaning deficiency persists within our premises. The issue seems more noticeable during peak hours. Operational efficiency has been noticeably impacted. We look forward to your support in resolving this.",cleaning deficiency,medium,True
cx00508,Complaint,"We hope you are doing well. Recently, our team noticed that the delivery delay persists within our premises. This appears to be affecting multiple areas within the unit. This has started to affect our daily workflow and coordination. We would appreciate your assistance in resolving this matter.",delivery delay,medium,False
cx01362,Complaint,"We hope you are doing well. Recently, our team noticed that the noise disturbance persists within our premises. The condition has not resolved despite initial adjustments. The impact has been manageable so far. We trust this can be addressed promptly.",noise disturbance,low,False
cx00871,Complaint,"Good afternoon, Over the past few days, we have observed that the loading dock obstruction persists within our premises. This appears to be affecting multiple areas within the unit. Operational efficiency has been noticeably impacted. We trust this can be addressed promptly.",loading dock obstruction,medium,False
cx02194,Complaint,"We hope you are doing well. Over the past few days, we have observed that the power instability persists within our premises. It is not isolated to a single occurrence. The disruption remains limited at this stage. We would appreciate your assistance in resolving this matter.",power instability,low,False
cx00604,Complaint,"We hope you are doing well. During our regular operations, we identified that the maintenance backlog persists within our premises. The issue seems more noticeable during peak hours. This has severely disrupted our operational continuity. We would appreciate your assistance in resolving this matter.",maintenance backlog,high,True
cx00026,Complaint,"Hello, Recently, our team noticed that the cleaning deficiency persists within our premises. While this has caused minor inconvenience, operations are still ongoing. We look forward to your support in resolving this.",cleaning deficiency,low,True
cx02889,Complaint,"Over the past few days, we have observed that the unauthorized entry persists within our premises. This appears to be affecting multiple areas within the unit. Operational efficiency has been noticeably impacted. We trust this can be addressed promptly.",unauthorized entry,medium,False
cx00815,Complaint,"We hope you are doing well. For some time now, it has become apparent that the staff conduct issue persists within our premises. The issue seems more noticeable during peak hours. The impact has been manageable so far. We trust this can be addressed promptly.",staff conduct issue,low,False
cx02352,Complaint,"Over the past few days, we have observed that the access control malfunction persists within our premises. The impact has been manageable so far. Kindly review and advise on the next steps.",access control malfunction,low,False
cx01249,Complaint,"For some time now, it has become apparent that the fire alarm fault persists within our premises. The issue seems more noticeable during peak hours. While this has caused minor inconvenience, operations are still ongoing. We would appreciate your assistance in resolving this matter.",fire alarm fault,low,False
cx04181,Inquiry,"Good afternoon, We would like clarification regarding coverage limitations. Kindly advise us on the appropriate steps moving forward.",coverage limitations,,
cx01336,Complaint,"We hope you are doing well. During our regular operations, we identified that the power instability persists within our premises. It is not isolated to a single occurrence. As a result, our operations have come to a halt. We look forward to your support in resolving this.",power instability,high,False
cx01052,Complaint,"Good afternoon, Over the past few days, we have observed that the plumbing blockage persists within our premises. The impact has been manageable so far. We look forward to your support in resolving this.",plumbing blockage,low,False
cx01706,Complaint,"Over the past few days, we have observed that the hvac system malfunction persists within our premises. This appears to be affecting multiple areas within the unit. Operational efficiency has been noticeably impacted. We trust this can be addressed promptly.",HVAC system malfunction,medium,False
cx01734,Complaint,"Over the past few days, we have observed that the server room overheating persists within our premises. The disruption remains limited at this stage. Kindly review and advise on the next steps.",server room overheating,low,False
cx01269,Complaint,"Good afternoon, For some time now, it has become apparent that the plumbing blockage persists within our premises. This appears to be affecting multiple areas within the unit. The disruption remains limited at this stage. We trust this can be addressed promptly.",plumbing blockage,low,False
cx02028,Complaint,"We hope you are doing well. Over the past few days, we have observed that the internet disruption persists within our premises. This appears to be affecting multiple areas within the unit. This has severely disrupted our operational continuity. We trust this can be addressed promptly.",internet disruption,high,False
cx02336,Complaint,"Good afternoon, Over the past few days, we have observed that the staff conduct issue persists within our premises. It is not isolated to a single occurrence. The impact has been manageable so far. We would appreciate your assistance in resolving this matter.",staff conduct issue,low,True
cx02674,Complaint,"Good afternoon, Over the past few days, we have observed that the plumbing blockage persists within our premises. This has started to affect our daily workflow and coordination. We would appreciate your assistance in resolving this matter.",plumbing blockage,medium,False
cx03470,Inquiry,"Good afternoon, We would like clarification regarding insurance documentation. This information is important for our internal planning. Kindly advise us on the appropriate steps moving forward.",insurance documentation,,
cx01729,Complaint,"We hope you are doing well. Over the past few days, we have observed that the hvac system malfunction persists within our premises. This appears to be affecting multiple areas within the unit. Operational efficiency has been noticeably impacted. We look forward to your support in resolving this.",HVAC system malfunction,medium,False
cx00295,Complaint,"We hope you are doing well. During our regular operations, we identified that the unauthorized entry persists within our premises. This appears to be affecting multiple areas within the unit. There have been delays in routine activities. Kindly review and advise on the next steps.",unauthorized entry,medium,False
cx03083,Inquiry,We are writing to bring this to your attention. We would like clarification regarding parking regulations. Kindly advise us on the appropriate steps moving forward.,parking regulations,,
cx03225,Inquiry,"Good afternoon, We would like clarification regarding inspection timeline. This information is important for our internal planning. Kindly advise us on the appropriate steps moving forward.",inspection timeline,,
cx01723,Complaint,"We hope you are doing well. During our regular operations, we identified that the cleaning deficiency persists within our premises. This appears to be affecting multiple areas within the unit. There have been delays in routine activities. We would appreciate your assistance in resolving this matter.",cleaning deficiency,medium,False
cx01602,Complaint,"Hello, For some time now, it has become apparent that the cleaning deficiency persists within our premises. It is not isolated to a single occurrence. This has started to affect our daily workflow and coordination. Kindly review and advise on the next steps.",cleaning deficiency,medium,True
cx01201,Complaint,"During our regular operations, we identified that the noise disturbance persists within our premises. This appears to be affecting multiple areas within the unit. While this has caused minor inconvenience, operations are still ongoing. We would appreciate your assistance in resolving this matter.",noise disturbance,low,False
cx00468,Complaint,"We hope you are doing well. Over the past few days, we have observed that the access control malfunction persists within our premises. We are currently unable to continue normal business activities. Kindly review and advise on the next steps.",access control malfunction,high,False
cx00399,Complaint,"Hello, During our regular operations, we identified that the hvac system malfunction persists within our premises. It is not isolated to a single occurrence. While this has caused minor inconvenience, operations are still ongoing. We would appreciate your assistance in resolving this matter.",HVAC system malfunction,low,True
cx02264,Complaint,"Good afternoon, Recently, our team noticed that the maintenance backlog persists within our premises. It is not isolated to a single occurrence. The disruption remains limited at this stage. Kindly review and advise on the next steps.",maintenance backlog,low,True
cx01977,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the maintenance backlog persists within our premises. This appears to be affecting multiple areas within the unit. There have been delays in routine activities. We look forward to your support in resolving this.",maintenance backlog,medium,True
cx01069,Complaint,"We hope you are doing well. For some time now, it has become apparent that the noise disturbance persists within our premises. The disruption remains limited at this stage. We trust this can be addressed promptly.",noise disturbance,low,False
cx00763,Complaint,"Good afternoon, Over the past few days, we have observed that the fire alarm fault persists within our premises. The issue seems more noticeable during peak hours. The disruption remains limited at this stage. We look forward to your support in resolving this.",fire alarm fault,low,False
cx01935,Complaint,"Recently, our team noticed that the server room overheating persists within our premises. It is not isolated to a single occurrence. The disruption remains limited at this stage. Kindly review and advise on the next steps.",server room overheating,low,False
cx00502,Complaint,"We hope you are doing well. Recently, our team noticed that the access control malfunction persists within our premises. While this has caused minor inconvenience, operations are still ongoing. We would appreciate your assistance in resolving this matter.",access control malfunction,low,True
cx00793,Complaint,"During our regular operations, we identified that the plumbing blockage persists within our premises. It is not isolated to a single occurrence. Operational efficiency has been noticeably impacted. We look forward to your support in resolving this.",plumbing blockage,medium,False
cx03168,Inquiry,"Good afternoon, We would like clarification regarding parking regulations. Kindly advise us on the appropriate steps moving forward.",parking regulations,,
cx04504,Inquiry,"Good afternoon, We would like clarification regarding facility reservation. Kindly advise us on the appropriate steps moving forward.",facility reservation,,
cx01489,Complaint,"Recently, our team noticed that the staff conduct issue persists within our premises. It is not isolated to a single occurrence. While this has caused minor inconvenience, operations are still ongoing. We would appreciate your assistance in resolving this matter.",staff conduct issue,low,False
cx00081,Complaint,"We hope you are doing well. Recently, our team noticed that the unauthorized entry persists within our premises. This has severely disrupted our operational continuity. Kindly review and advise on the next steps.",unauthorized entry,high,False
cx02640,Complaint,"For some time now, it has become apparent that the power instability persists within our premises. The disruption remains limited at this stage. Kindly review and advise on the next steps.",power instability,low,False
cx04900,Inquiry,"Good afternoon, We would like clarification regarding unit expansion options. This information is important for our internal planning. Kindly advise us on the appropriate steps moving forward.",unit expansion options,,
cx01034,Complaint,"Over the past few days, we have observed that the loading dock obstruction persists within our premises. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",loading dock obstruction,medium,False
cx02211,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the access control malfunction persists within our premises. It is not isolated to a single occurrence. The disruption remains limited at this stage. We trust this can be addressed promptly.",access control malfunction,low,False
cx02748,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the unauthorized entry persists within our premises. This appears to be affecting multiple areas within the unit. The impact has been manageable so far. We trust this can be addressed promptly.",unauthorized entry,low,True
cx01129,Complaint,"Hello, Recently, our team noticed that the billing discrepancy persists within our premises. This appears to be affecting multiple areas within the unit. This has started to affect our daily workflow and coordination. We look forward to your support in resolving this.",billing discrepancy,medium,True
cx01980,Complaint,"For some time now, it has become apparent that the security concern persists within our premises. The disruption remains limited at this stage. Kindly review and advise on the next steps.",security concern,low,False
cx02916,Complaint,"Good afternoon, Over the past few days, we have observed that the parking allocation issue persists within our premises. This appears to be affecting multiple areas within the unit. There have been delays in routine activities. We look forward to your support in resolving this.",parking allocation issue,medium,False
cx00761,Complaint,"Over the past few days, we have observed that the security concern persists within our premises. It is not isolated to a single occurrence. Operational efficiency has been noticeably impacted. We would appreciate your assistance in resolving this matter.",security concern,medium,True
cx00954,Complaint,"We hope you are doing well. Over the past few days, we have observed that the lighting failure persists within our premises. It is not isolated to a single occurrence. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",lighting failure,medium,False
cx02944,Complaint,"Hello, For some time now, it has become apparent that the elevator outage persists within our premises. This appears to be affecting multiple areas within the unit. Operational efficiency has been noticeably impacted. We look forward to your support in resolving this.",elevator outage,medium,False
cx02575,Complaint,"Over the past few days, we have observed that the security concern persists within our premises. The issue seems more noticeable during peak hours. Operational efficiency has been noticeably impacted. We trust this can be addressed promptly.",security concern,medium,False
cx01245,Complaint,"Good afternoon, During our regular operations, we identified that the billing discrepancy persists within our premises. The condition has not resolved despite initial adjustments. The disruption remains limited at this stage. Kindly review and advise on the next steps.",billing discrepancy,low,False
cx01771,Complaint,"We hope you are doing well. Over the past few days, we have observed that the server room overheating persists within our premises. The issue seems more noticeable during peak hours. The impact has been manageable so far. We would appreciate your assistance in resolving this matter.",server room overheating,low,False
cx01532,Complaint,"Hello, During our regular operations, we identified that the lighting failure persists within our premises. The condition has not resolved despite initial adjustments. This has started to affect our daily workflow and coordination. We look forward to your support in resolving this.",lighting failure,medium,False
cx00790,Complaint,"Good afternoon, Over the past few days, we have observed that the loading dock obstruction persists within our premises. The issue seems more noticeable during peak hours. Operational efficiency has been noticeably impacted. We trust this can be addressed promptly.",loading dock obstruction,medium,True
cx01013,Complaint,"We hope you are doing well. Recently, our team noticed that the billing discrepancy persists within our premises. The condition has not resolved despite initial adjustments. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",billing discrepancy,medium,True
cx01611,Complaint,"Hello, Recently, our team noticed that the noise disturbance persists within our premises. While this has caused minor inconvenience, operations are still ongoing. We would appreciate your assistance in resolving this matter.",noise disturbance,low,False
cx03549,Inquiry,"Good afternoon, We would like clarification regarding operating schedule. Kindly advise us on the appropriate steps moving forward.",operating schedule,,
cx00272,Complaint,"We are writing to bring this to your attention. During our regular operations, we identified that the delivery delay persists within our premises. It is not isolated to a single occurrence. Operational efficiency has been noticeably impacted. We would appreciate your assistance in resolving this matter.",delivery delay,medium,False
cx00444,Complaint,"We hope you are doing well. During our regular operations, we identified that the lighting failure persists within our premises. It is not isolated to a single occurrence. This has started to affect our daily workflow and coordination. Kindly review and advise on the next steps.",lighting failure,medium,True
cx01225,Complaint,"We hope you are doing well. For some time now, it has become apparent that the access control malfunction persists within our premises. The issue seems more noticeable during peak hours. Operational efficiency has been noticeably impacted. We look forward to your support in resolving this.",access control malfunction,medium,False
cx02952,Complaint,"Hello, For some time now, it has become apparent that the billing discrepancy persists within our premises. This has started to affect our daily workflow and coordination. We trust this can be addressed promptly.",billing discrepancy,medium,False
cx02514,Complaint,"We hope you are doing well. For some time now, it has become apparent that the power instability persists within our premises. The issue seems more noticeable during peak hours. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",power instability,medium,False
cx00518,Complaint,"Good afternoon, Over the past few days, we have observed that the noise disturbance persists within our premises. This appears to be affecting multiple areas within the unit. There have been delays in routine activities. We trust this can be addressed promptly.",noise disturbance,medium,True
cx01764,Complaint,"Hello, During our regular operations, we identified that the internet disruption persists within our premises. While this has caused minor inconvenience, operations are still ongoing. We trust this can be addressed promptly.",internet disruption,low,False
cx00473,Complaint,"We hope you are doing well. Over the past few days, we have observed that the server room overheating persists within our premises. This has started to affect our daily workflow and coordination. We trust this can be addressed promptly.",server room overheating,medium,False
cx01180,Complaint,"Hello, For some time now, it has become apparent that the access control malfunction persists within our premises. This appears to be affecting multiple areas within the unit. There have been delays in routine activities. Kindly review and advise on the next steps.",access control malfunction,medium,False
cx02185,Complaint,"Recently, our team noticed that the hvac system malfunction persists within our premises. This appears to be affecting multiple areas within the unit. We are currently unable to continue normal business activities. Kindly review and advise on the next steps.",HVAC system malfunction,high,True
cx02287,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the staff conduct issue persists within our premises. The condition has not resolved despite initial adjustments. While this has caused minor inconvenience, operations are still ongoing. Kindly review and advise on the next steps.",staff conduct issue,low,False
cx04287,Inquiry,"Good afternoon, We would like clarification regarding inspection timeline. Kindly advise us on the appropriate steps moving forward.",inspection timeline,,
cx01319,Complaint,"Hello, Over the past few days, we have observed that the elevator outage persists within our premises. This appears to be affecting multiple areas within the unit. The impact has been manageable so far. Kindly review and advise on the next steps.",elevator outage,low,False
cx03564,Inquiry,We would like clarification regarding accepted payment methods. Kindly advise us on the appropriate steps moving forward.,accepted payment methods,,
cx00315,Complaint,"Hello, Recently, our team noticed that the server room overheating persists within our premises. This appears to be affecting multiple areas within the unit. There have been delays in routine activities. We would appreciate your assistance in resolving this matter.",server room overheating,medium,False
cx00423,Complaint,"We are writing to bring this to your attention. During our regular operations, we identified that the elevator outage persists within our premises. The issue seems more noticeable during peak hours. The impact has been manageable so far. We trust this can be addressed promptly.",elevator outage,low,False
cx00356,Complaint,"We hope you are doing well. Over the past few days, we have observed that the delivery delay persists within our premises. The issue seems more noticeable during peak hours. This has started to affect our daily workflow and coordination. We look forward to your support in resolving this.",delivery delay,medium,False
cx02139,Complaint,"Good afternoon, Over the past few days, we have observed that the elevator outage persists within our premises. The disruption remains limited at this stage. We trust this can be addressed promptly.",elevator outage,low,False
cx00328,Complaint,"We hope you are doing well. During our regular operations, we identified that the cleaning deficiency persists within our premises. It is not isolated to a single occurrence. The impact has been manageable so far. We would appreciate your assistance in resolving this matter.",cleaning deficiency,low,False
cx02585,Complaint,"During our regular operations, we identified that the loading dock obstruction persists within our premises. It is not isolated to a single occurrence. There have been delays in routine activities. We would appreciate your assistance in resolving this matter.",loading dock obstruction,medium,False
cx00929,Complaint,"Hello, For some time now, it has become apparent that the internet disruption persists within our premises. The condition has not resolved despite initial adjustments. This has severely disrupted our operational continuity. We look forward to your support in resolving this.",internet disruption,high,True
cx01029,Complaint,"Recently, our team noticed that the noise disturbance persists within our premises. The condition has not resolved despite initial adjustments. We are currently unable to continue normal business activities. Kindly review and advise on the next steps.",noise disturbance,high,True
cx02561,Complaint,"Hello, For some time now, it has become apparent that the noise disturbance persists within our premises. It is not isolated to a single occurrence. While this has caused minor inconvenience, operations are still ongoing. Kindly review and advise on the next steps.",noise disturbance,low,False
cx01028,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the power instability persists within our premises. The condition has not resolved despite initial adjustments. We are currently unable to continue normal business activities. Kindly review and advise on the next steps.",power instability,high,False
cx00575,Complaint,"We are writing to bring this to your attention. During our regular operations, we identified that the hvac system malfunction persists within our premises. This has started to affect our daily workflow and coordination. Kindly review and advise on the next steps.",HVAC system malfunction,medium,True
cx02614,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the internet disruption persists within our premises. It is not isolated to a single occurrence. This has started to affect our daily workflow and coordination. Kindly review and advise on the next steps.",internet disruption,medium,False
cx02049,Complaint,"We hope you are doing well. Recently, our team noticed that the access control malfunction persists within our premises. This appears to be affecting multiple areas within the unit. The disruption remains limited at this stage. We look forward to your support in resolving this.",access control malfunction,low,False
cx04871,Inquiry,We are writing to bring this to your attention. We would like clarification regarding visitor access protocol. Kindly advise us on the appropriate steps moving forward.,visitor access protocol,,
cx02426,Complaint,"Over the past few days, we have observed that the maintenance backlog persists within our premises. The condition has not resolved despite initial adjustments. This has severely disrupted our operational continuity. We would appreciate your assistance in resolving this matter.",maintenance backlog,high,False
cx02340,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the hvac system malfunction persists within our premises. This appears to be affecting multiple areas within the unit. As a result, our operations have come to a halt. Kindly review and advise on the next steps.",HVAC system malfunction,high,False
cx03449,Inquiry,We hope you are doing well. We would like clarification regarding signage approval guidelines. Kindly advise us on the appropriate steps moving forward.,signage approval guidelines,,
cx01001,Complaint,"Good afternoon, Recently, our team noticed that the cleaning deficiency persists within our premises. This appears to be affecting multiple areas within the unit. There have been delays in routine activities. We look forward to your support in resolving this.",cleaning deficiency,medium,True
cx01583,Complaint,"We hope you are doing well. Recently, our team noticed that the plumbing blockage persists within our premises. The issue seems more noticeable during peak hours. We are currently unable to continue normal business activities. We trust this can be addressed promptly.",plumbing blockage,high,True
cx02281,Complaint,"We are writing to bring this to your attention. For some time now, it has become apparent that the noise disturbance persists within our premises. This appears to be affecting multiple areas within the unit. While this has caused minor inconvenience, operations are still ongoing. We look forward to your support in resolving this.",noise disturbance,low,True
cx00427,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the security concern persists within our premises. The issue seems more noticeable during peak hours. There have been delays in routine activities. We trust this can be addressed promptly.",security concern,medium,False
cx04416,Inquiry,We are writing to bring this to your attention. We would like clarification regarding unit expansion options. Kindly advise us on the appropriate steps moving forward.,unit expansion options,,
cx02370,Complaint,"We hope you are doing well. Recently, our team noticed that the parking allocation issue persists within our premises. This appears to be affecting multiple areas within the unit. The impact has been manageable so far. We look forward to your support in resolving this.",parking allocation issue,low,False
cx02299,Complaint,"Good afternoon, Over the past few days, we have observed that the access control malfunction persists within our premises. The issue seems more noticeable during peak hours. As a result, our operations have come to a halt. We look forward to your support in resolving this.",access control malfunction,high,False
cx00462,Complaint,"We are writing to bring this to your attention. During our regular operations, we identified that the access control malfunction persists within our premises. It is not isolated to a single occurrence. This has severely disrupted our operational continuity. We would appreciate your assistance in resolving this matter.",access control malfunction,high,True
