ticket_id,ticket_type,ticket_details,issue_category,business_impact,safety_concern
cx02562,Complaint,"We look forward to your support in resolving As a result, our operations have come to a halt. We are writing to convey this to your attention. During our regular operation, we identify the noise persists within our premises. This appears to be affecting area within the unit.",noise disturbance,high,False
cx02692,Complaint,"During our regular operations, we identified that the billing discrepancy persists within our premises. It is not isolated to a single occurrence. There have been delays in routine activities. We would appreciate your assistance in resolving this matter.",billing discrepancy,medium,False
cx00906,Complaint,"Hello, Recently, our team noticed that the internet disruption persists within our premises. The impact has been manageable so far. We look forward to your support in resolving this.",internet disruption,low,False
cx02839,Complaint,"Hello, For some time now, it has become apparent that the delivery delay persists within our premises. As a result, our operations have come to a halt. Kindly review and advise on the next steps.",delivery delay,high,False
cx04794,Inquiry,Kindly advise us the allow steps moving This info is important our internal planning. We hope you are make We clarification regarding operating schedule.,operating schedule,,
cx01743,Complaint,"There have been delays in act activities. This appears to be affecting multiple areas inside the unit. For some time now, it has apparent that the water leakage persists our premises. We would appreciate your aid in resolution this matter.",water leakage,medium,False
cx01976,Complaint,"Good afternoon, Recently, our team noticed that the maintenance backlog persists within our premises. While this has caused minor inconvenience, operations are still ongoing. Kindly review and advise on the next steps.",maintenance backlog,low,False
cx03237,Inquiry,"Hello, We like clarification regarding operating Kindly advise us allow steps moving forward.",operating schedule,,
cx01743,Complaint,"There have been delays in act We would appreciate your assistance in resolving this matter. For some time now, it has become apparent that the leakage persists within our premise. This look to be affecting multiple areas within the unit.",water leakage,medium,False
cx04601,Inquiry,Kindly advise us the allow steps moving forward. This information is important for our intragroup planning. We would like clarification regarding visitor access protocol. We hope you are doing well.,visitor access protocol,,
cx03992,Inquiry,We would like clarification regarding parking regulations. Kindly advise us on the appropriate stairs moving forward.,parking regulations,,
cx01834,Complaint,"We hope you are doing well. For some time now, it has become apparent that the loading dock obstruction persists within our premises. This appears to be affecting multiple areas within the unit. We are currently unable to continue normal business activities. We look forward to your support in resolving this.",loading dock obstruction,high,False
cx00486,Complaint,"For some time now, it has become apparent that the lighting failure persists within our premises. There have been delays in routine activities. We trust this can be addressed promptly.",lighting failure,medium,True
cx04307,Inquiry,This info is important preparation. benevolent rede us on the allow steps We like elucidation lease,lease renewal terms,,
cx03808,Inquiry,"This is important for internal preparation. Good afternoon, We would like usage rules. rede us on the allow steps travel forward.",storage usage rules,,
cx04825,Inquiry,We would like clarification renovation blessing process. This info important for internal readying. We are writing to convey this to attention. Kindly rede us the appropriate stairs travel forward.,renovation approval process,,
cx02192,Complaint,"Operational efficiency has noticeably impacted. We would appreciate your assistance in resolving this affair. Over past few days, we have observed that the delivery delay persists within our premises. We hope you are make well. It is not isolated to a single occurrence.",delivery delay,medium,False
cx03470,Inquiry,"Good afternoon, We would like clarification regarding insurance documentation. This info is important for our internal planning. Kindly rede on the appropriate steps travel forward.",insurance documentation,,
cx01127,Complaint,"During our habitue operations, we identified that the lighting failure persists within our premises. There have been delays in act activity. We trust this can be address promptly. We are writing to bring this to your attention.",lighting failure,medium,False
cx02167,Complaint,"Good afternoon, Recently, our team noticed that the water leakage persists within our premises. There have been delays in routine activities. We would appreciate your assistance in resolving this matter.",water leakage,medium,True
cx01255,Complaint,"Hello, For some time now, it has become apparent that the noise disturbance persists within our premises. The issue seems more noticeable during peak hours. The disruption remains limited at this stage. We look forward to your support in resolving this.",noise disturbance,low,True
cx00965,Complaint,"We hope you are doing well. As a result, our operations have come to a halt. For some time now, it has apparent that the noise disturbance persists within our premises. This look to be affect multiple areas within the unit. We reliance this can be addressed promptly.",noise disturbance,high,False
cx02299,Complaint,"Good afternoon, Over the past few days, we have observed that the access control malfunction persists within our premises. The issue seems more noticeable during peak hours. As a result, our operations have come to a halt. We look forward to your support in resolving this.",access control malfunction,high,False
cx02782,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the cleaning deficiency persists within our premises. The issue seems more noticeable during peak hours. There have been delays in routine activities. We trust this can be addressed promptly.",cleaning deficiency,medium,False
cx02706,Complaint,"Hello, Recently, our team noticed that the cleaning deficiency persists within our premises. This appears to be affecting multiple areas within the unit. As a result, our operations have come to a halt. We trust this can be addressed promptly.",cleaning deficiency,high,True
cx02697,Complaint,"Good afternoon, During our regular operations, we identified that the noise disturbance persists within our premises. The issue seems more noticeable during peak hours. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",noise disturbance,medium,False
cx01853,Complaint,"Recently, our team detect that the billing persists within our premises. While this has caused child inconvenience, operations are still ongoing. We look forward to your support in resolving this. The number look more noticeable during peak hour.",billing discrepancy,low,False
cx02997,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the fire alarm fault persists within our premises. The issue seems more noticeable during peak hours. This has started to affect our daily workflow and coordination. We trust this can be addressed promptly.",fire alarm fault,medium,False
cx00055,Complaint,"We trust this can be addressed promptly. Good Over the past few days, we have observed that the plumbing blockage persists within our premises. There have been delays in routine activities.",plumbing blockage,medium,False
cx03896,Inquiry,We would like clarification regarding review timeline. We you are doing well. Kindly us on the appropriate stairs travel forward.,inspection timeline,,
cx01608,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the fire alarm fault persists within our premises. The condition has not resolved despite initial adjustments. This has severely disrupted our operational continuity. Kindly review and advise on the next steps.",fire alarm fault,high,False
cx02321,Complaint,"For some time now, it has become apparent that the dissonance disturbance persists within our premise. this has caused inconvenience, operations are still ongoing. We hope you are doing well. We trust this can be addressed promptly.",noise disturbance,low,False
cx02440,Complaint,"We trust this can be address promptly. The status has not resolved despite initial adjustments. We hope you are doing well. For some time now, it has apparent that the server room overheating persists within our premise. Operational efficiency has been noticeably impacted.",server room overheating,medium,False
cx00737,Complaint,"We are writing to bring this to your attention. During our regular operations, we identified that the water leakage persists within our premises. It is not isolated to a single occurrence. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",water leakage,medium,False
cx01058,Complaint,"Hello, During our regular operations, we identified that the lighting failure persists within our premises. It is not isolated to a single occurrence. We are currently unable to continue normal business activities. We trust this can be addressed promptly.",lighting failure,high,False
cx00796,Complaint,"Hello, Over the past few days, we have observed that the cleaning deficiency persists within our premises. This appears to be affecting multiple areas within the unit. The disruption remains limited at this stage. We would appreciate your assistance in resolving this matter.",cleaning deficiency,low,False
cx04307,Inquiry,This info is significant preparation. charitable rede us the let stairs moving like,lease renewal terms,,
cx02091,Complaint,"Good afternoon, For some now, it has go evident that the faculty conduct issue predominate within our While this has cause minor inconvenience, operations are still ongoing. Kindly review and advise on the next stairs.",staff conduct issue,low,False
cx01592,Complaint,"We hope you are doing well. During our regular operations, we identified that the noise disturbance persists within our premises. The issue seems more noticeable during peak hours. This has severely disrupted our operational continuity. Kindly review and advise on the next steps.",noise disturbance,high,False
cx04620,Inquiry,"Hello, We would like clarification regarding coverage limitations. Kindly advise us on the appropriate steps moving forward.",coverage limitations,,
cx02784,Complaint,"We hope you are doing well. Over the past few days, we have observed that the staff conduct issue persists within our premises. The issue seems more noticeable during peak hours. We are currently unable to continue normal business activities. We look forward to your support in resolving this.",staff conduct issue,high,False
cx02281,Complaint,"We are writing to bring this to your attention. For some time now, it has become apparent that the noise disturbance persists within our premises. This appears to be affecting multiple areas within the unit. While this has caused minor inconvenience, operations are still ongoing. We look forward to your support in resolving this.",noise disturbance,low,True
cx00114,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the water leakage persists within our premises. The condition has not resolved despite initial adjustments. There have been delays in routine activities. We would appreciate your assistance in resolving this matter.",water leakage,medium,False
cx04521,Inquiry,us the appropriate stairs moving forward. We are authorship this to your attention. would like see inspection timeline.,inspection timeline,,
cx02423,Complaint,"We hope you are doing well. late, our team noticed that the lift prevail within premises. While this has caused minor inconvenience, operations are still ongoing. Kindly review and advise on the next steps. The status has not resolved despite initial adjustments.",elevator outage,low,False
cx04241,Inquiry,Kindly advise us on the appropriate steps moving forward. We hope you are doing well. We would like elucidation regarding unit expansion This information is important for our intragroup planning.,unit expansion options,,
cx00325,Complaint,"We hope you are doing well. During our regular operations, we identified that the delivery delay persists within our premises. The disruption remains limited at this stage. Kindly review and advise on the next steps.",delivery delay,low,True
cx01188,Complaint,"and advise on the next stairs. There have been delay in routine activities. Good afternoon, During our regular operations, we identified that the security concern persists within our premises.",security concern,medium,False
cx02588,Complaint,"Over the few days, we have observed that the cleaning deficiency persists within our We look to support in resolving this. We hope you are make well. The wallop has been manageable so far.",cleaning deficiency,low,False
cx00880,Complaint,"Hello, Over the past few days, we have detect that the charge discrepancy persists within our premises. It is not isolated to a single occurrence. functional efficiency has been noticeably impact. We would appreciate your assistance in resolving this affair.",billing discrepancy,medium,False
cx01057,Complaint,"Hello, For some time now, it has become apparent that the plumbing blockage persists within our premises. It is not isolated to a single occurrence. The impact has been manageable so far. We would appreciate your assistance in resolving this matter.",plumbing blockage,low,False
cx04241,Inquiry,We hope you doing charitable rede us on allow stairs moving forward. This info is significant for our intragroup We clarification see enlargement alternative.,unit expansion options,,
cx01539,Complaint,"We hope you are doing well. Recently, our team noticed that the internet disruption persists within our premises. This appears to be affecting multiple areas within the unit. This has severely disrupted our operational continuity. Kindly review and advise on the next steps.",internet disruption,high,True
cx03808,Inquiry,"This information is important for our internal readying. Good afternoon, We would like clarification storage use rules. advise us on the appropriate moving forward.",storage usage rules,,
cx03992,Inquiry,We would like clarification regarding parking regulations. Kindly advise us on the appropriate steps moving forward.,parking regulations,,
cx00275,Complaint,"We hope you are doing well. During our regular operations, we identified that the parking allocation issue persists within our premises. This appears to be affecting multiple areas within the unit. While this has caused minor inconvenience, operations are still ongoing. We would appreciate your assistance in resolving this matter.",parking allocation issue,low,False
cx01709,Complaint,"We hope you are doing well. Recently, our team noticed that the internet disruption persists within our premises. While this has caused minor inconvenience, operations are still ongoing. We would appreciate your assistance in resolving this matter.",internet disruption,low,False
cx04405,Inquiry,We hope you are make well. charitable us on the appropriate steps moving forward. We would clarification lease renewal This information is important for our internal preparation.,lease renewal terms,,
cx02759,Complaint,"We hope you are doing well. Recently, our team noticed that the security concern persists within our premises. It is not isolated to a single occurrence. This has started to affect our daily workflow and coordination. We look forward to your support in resolving this.",security concern,medium,False
cx04499,Inquiry,"Good afternoon, We would like clarification regarding visitor access protocol. Kindly rede us on the steps moving forward.",visitor access protocol,,
cx03685,Inquiry,"Hello, We would like clarification regarding reclamation deadlines. charitable advise us the appropriate stairs travel forward.",renewal deadlines,,
cx01731,Complaint,"We hope you are doing well. Over the past few days, we have observed that the security concern persists within our premises. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",security concern,medium,True
cx01481,Complaint,"There have been in routine activities. For some time now, it has become that the plumbing blockage persists our premises. We would appreciate your assistance in resolution this matter. This look to be affecting multiple areas inside the unit. We hope you are doing well.",plumbing blockage,medium,False
cx00667,Complaint,"Over the past few days, we have observed that the lighting failure persists within our premises. The issue seems more noticeable during peak hours. This has severely disrupted our operational continuity. We trust this can be addressed promptly.",lighting failure,high,False
cx00492,Complaint,"Hello, During our regular operations, we identified that the cleaning deficiency persists within our premises. The impact has been manageable so far. We trust this can be addressed promptly.",cleaning deficiency,low,False
cx01941,Complaint,"The status has not despite initial adjustments. The remains limited at this stage. We would appreciate assistance in resolution matter. Good afternoon, Over the past few days, we have observed the access control misfunction persists within our premises.",access control malfunction,low,False
cx01808,Complaint,"Over the past few days, we have that the cleaning lack persists inside our premises. Kindly review and rede on the next steps. It is not isolated to single occurrence. We hope you are doing well. The break remains limited at this phase.",cleaning deficiency,low,False
cx04923,Inquiry,We like review Kindly us the appropriate moving forward.,inspection timeline,,
cx01944,Complaint,"Good afternoon, Recently, our team noticed that the loading dock obstruction persists within our premises. While this has caused minor inconvenience, operations are still ongoing. We would appreciate your assistance in resolving this matter.",loading dock obstruction,low,False
cx02808,Complaint,"Over the past few days, we have observed that the access control malfunction persists within our premises. This appears to be affecting multiple areas within the unit. The impact has been manageable so far. We look forward to your support in resolving this.",access control malfunction,low,False
cx02806,Complaint,"Over the past few days, we have observed that the unauthorized entry persists within our premises. This appears to be affecting multiple areas within the unit. We are currently unable to continue normal business activities. We trust this can be addressed promptly.",unauthorized entry,high,True
cx03449,Inquiry,Kindly rede us on the appropriate steps travel We would like elucidation see signage approval guideline. We hope you are doing well.,signage approval guidelines,,
cx04570,Inquiry,We like elucidation see unit expansion option. charitable rede on appropriate stairs moving forward.,unit expansion options,,
cx03772,Inquiry,"hullo, We like elucidation regarding renovation process. This info is significant for internal planning. advise us on the let steps travel forward.",renovation approval process,,
cx02581,Complaint,"This appears to be affecting multiple areas within the unit. Hello, Over the few days, we have observed that the loading dock obstruction persists within our premises. We look forward to your support in resolving this. This has severely disrupted our operational continuity.",loading dock obstruction,high,False
cx00816,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the billing discrepancy persists within our premises. The condition has not resolved despite initial adjustments. The disruption remains limited at this stage. We would appreciate your assistance in resolving this matter.",billing discrepancy,low,False
cx01164,Complaint,"Hello, Over the past few days, we have observed that the maintenance backlog persists within our premises. It is not isolated to a single occurrence. We are currently unable to continue normal business activities. We look forward to your support in resolving this.",maintenance backlog,high,True
cx04725,Inquiry,charitable rede allow steps travel We hope are well. We like elucidation see restriction.,coverage limitations,,
cx03404,Inquiry,"Good afternoon, We would elucidation see blessing guideline. Kindly advise on the allow steps moving forward.",signage approval guidelines,,
cx00284,Complaint,"We hope you are doing well. Over the past few days, we have observed that the loading dock obstruction persists within our premises. This appears to be affecting multiple areas within the unit. There have been delays in routine activities. We trust this can be addressed promptly.",loading dock obstruction,medium,False
cx02116,Complaint,"For some time now, it has become apparent that the loading dock obstruction prevail within our premises. We look forward to your support in resolving this. There have been delays in routine activities.",loading dock obstruction,medium,False
cx03613,Inquiry,We hope you are doing well. We would like elucidation take defrayal method. This is important for our intragroup advise us the appropriate steps travel forward.,accepted payment methods,,
cx00128,Complaint,"We hope you are doing well. Recently, our team noticed that the noise disturbance persists within our premises. The condition has not resolved despite initial adjustments. There have been delays in routine activities. We trust this can be addressed promptly.",noise disturbance,medium,False
cx01656,Complaint,"We look forward to your in resolving this. Operational efficiency has been noticeably impacted. Good afternoon, For some time now, it has become evident that the elevator outage persists within our premises.",elevator outage,medium,False
cx01179,Complaint,"Over the past few days, we have that the lighting failure persists inside premises. This has started to impact our daily workflow and We would appreciate in resolving this matter. are authorship to bring this to your attention. The condition has not resolved despite initial adjustments.",lighting failure,medium,False
cx03808,Inquiry,"Kindly rede on the appropriate steps moving forward. information is for internal planning. Good afternoon, We would like clarification see storage usage rules.",storage usage rules,,
cx00508,Complaint,"This appears to be affecting multiple areas within the unit. We would appreciate your in resolving this matter. Recently, our team noticed that the delivery delay persists within our premises. We hope you are doing well. This has started to impact our daily workflow and coordination.",delivery delay,medium,False
cx04429,Inquiry,We like clarification see redevelopment approval process. benevolent advise us travel forward.,renovation approval process,,
cx00915,Complaint,"Good afternoon, Recently, our team noticed that the server room overheating persists within our premises. This appears to be affecting multiple areas within the unit. There have been delays in routine activities. Kindly review and advise on the next steps.",server room overheating,medium,True
cx00775,Complaint,"During our regular operations, we identified that the lighting failure persists within our premises. The issue seems more noticeable during peak hours. We are currently unable to continue normal business activities. Kindly review and advise on the next steps.",lighting failure,high,False
cx02900,Complaint,"We hope you are doing well. We look forward to your support in resolution For some time now, it has become apparent that the maintenance backlog persists within our premises. The wallop has been manageable so far.",maintenance backlog,low,False
cx01761,Complaint,"Good afternoon, During our regular we identify that the noise disturbance within our premise. We this addressed rapidly. This appears to be affecting multiple areas inside the unit. This has started to wallop our workflow and coordination.",noise disturbance,medium,False
cx02493,Complaint,"We are writing to bring this to your attention. For some time now, it has become apparent that the cleaning deficiency persists within our premises. This has severely disrupted our operational continuity. We look forward to your support in resolving this.",cleaning deficiency,high,True
cx04725,Inquiry,Kindly advise us on appropriate steps travel forward. We hope you are well. We would like clarification regarding coverage limitations.,coverage limitations,,
cx01472,Complaint,"During our regular operations, we identified that the hvac system malfunction persists within our premises. We are currently unable to continue normal business activities. We look forward to your support in resolving this.",HVAC system malfunction,high,False
cx01171,Complaint,"We are soon unable to continue normal business activities. Kindly review and rede on the stairs. Good afternoon, Recently, our team noticed that delivery delay persists within our premises. It is not insulate to a bingle occurrence.",delivery delay,high,False
cx01468,Complaint,"We are writing to bring this to your attention. For some time now, it has become apparent that the security concern persists within our premises. It is not isolated to a single occurrence. There have been delays in routine activities. We trust this can be addressed promptly.",security concern,medium,True
cx00124,Complaint,"We hope you are doing well. Over the past few days, we have observed that the maintenance backlog persists within our premises. It is not isolated to a single occurrence. While this has caused minor inconvenience, operations are still ongoing. We look forward to your support in resolving this.",maintenance backlog,low,False
cx04245,Inquiry,like clarification regarding invoice clarification. This info is important for our internal Kindly on the appropriate steps moving forward.,invoice clarification,,
cx02941,Complaint,"Hello, Recently, our team noticed that the security concern persists within our premises. The issue seems more noticeable during peak hours. This has severely disrupted our operational continuity. We would appreciate your assistance in resolving this matter.",security concern,high,True
cx02998,Complaint,"Hello, During our regular operations, we identified that the elevator outage persists within our premises. This appears to be affecting multiple areas within the unit. Operational efficiency has been noticeably impacted. We would appreciate your assistance in resolving this matter.",elevator outage,medium,False
cx03341,Inquiry,Good We would like elucidation see schedule. This information is important for our internal Kindly advise on the appropriate stairs forward.,operating schedule,,
cx00663,Complaint,"Recently, our team noticed that the fire alarm fault persists within our premise. Kindly review and rede on the next steps. It is isolated to a single occurrence. While has caused minor inconvenience, operation are still ongoing.",fire alarm fault,low,True
cx01559,Complaint,"We hope you are doing well. During our regular operations, we identified that the noise disturbance persists within our premises. It is not isolated to a single occurrence. The impact has been manageable so far. We trust this can be addressed promptly.",noise disturbance,low,False
cx04938,Inquiry,This is our internal preparation. We are to convey this attention. Kindly advise us on the let travel We would like clarification regarding clarification.,invoice clarification,,
cx04768,Inquiry,This info is important our internal planning. We like see visitor access protocol. Kindly us on the allow stairs moving forward.,visitor access protocol,,
cx04962,Inquiry,We would like clarification regarding visitor pass issuance. Kindly advise us on the appropriate steps moving forward.,visitor pass issuance,,
cx03146,Inquiry,We would like clarification regarding internet provider policies. information significant for internal planning. are writing to convey this to your attending. rede us on the allow steps travel forward.,internet provider policies,,
cx00244,Complaint,"Good afternoon, Over the past few days, we have observed that the unauthorized entry persists within our premises. The issue seems more noticeable during peak hours. This has severely disrupted our operational continuity. We trust this can be addressed promptly.",unauthorized entry,high,True
cx02730,Complaint,"This has started to affect our daily workflow and coordination. We trust this can be addressed promptly. Hello, Recently, our team noticed that the noise disturbance persists within our premises.",noise disturbance,medium,False
cx02332,Complaint,"We hope you are doing well. For some time now, it has become apparent that the server room overheating persists within our premises. The condition has not resolved despite initial adjustments. While this has caused minor inconvenience, operations are still ongoing. We trust this can be addressed promptly.",server room overheating,low,False
cx02723,Complaint,"During our regular operations, we identified that the system malfunction persists within our premises. It is not isolated to a single occurrence. This has severely disrupted our operational We look forward to your in resolving this.",HVAC system malfunction,high,False
cx03941,Inquiry,We like clarification see compliance procedures. advise us on the appropriate steps moving forward.,compliance procedures,,
cx03146,Inquiry,This information is important our internal preparation. We would elucidation regarding internet supplier We are writing to bring this to your attention. charitable rede us on the appropriate stairs moving forward.,internet provider policies,,
cx04523,Inquiry,We would like clarification see utility energizing process. charitable us the appropriate stairs travel,utility activation process,,
cx04499,Inquiry,"Good afternoon, We would like clarification regarding visitor entree protocol. Kindly advise us on the appropriate steps moving forward.",visitor access protocol,,
cx00679,Complaint,"Good afternoon, Over past few days, observed that the server room overheating persists within our premises. would appreciate your aid in resolving this matter. While this has child inconvenience, operation are still ongoing. The condition has not resolved despite initial adjustments.",server room overheating,low,False
cx04794,Inquiry,We hope are well. Kindly advise us on the appropriate steps traveling forward. info is significant for our intragroup readying. We clarification see schedule.,operating schedule,,
cx02853,Complaint,"Good afternoon, During our regular operations, we identified that the elevator outage persists within our premises. This appears to be affecting multiple areas within the unit. The impact has been manageable so far. Kindly review and advise on the next steps.",elevator outage,low,False
cx04547,Inquiry,"Hello, We would like clarification regarding access protocol. charitable advise us on the appropriate steps travel forward. This info is significant for our planning.",visitor access protocol,,
cx03892,Inquiry,We would like clarification renovation approval process. Kindly advise us on the appropriate steps moving forward. This information is significant for our internal planning.,renovation approval process,,
cx04226,Inquiry,"Hello, We would like elucidation regarding service agreement This information important for our internal planning. charitable advise us on the appropriate steps travel forward.",service agreement details,,
cx02885,Complaint,"Operational efficiency has been perceptibly impacted. Hello, Recently, our team noticed that the security concern persists within our premises. We would appreciate your assistance in resolving this affair. The condition has not resolved contempt initial adjustments.",security concern,medium,False
cx01168,Complaint,"Good afternoon, During our regular operations, we identified that the billing disagreement persists our premiss. Kindly review and rede on the next stairs. Operational efficiency has impacted.",billing discrepancy,medium,False
cx01058,Complaint,"We trust this can be addressed promptly. Hello, During our regular operations, we identified that the lighting failure persists inside our premises. We are unable to proceed normal business activities. It is not isolated to a single occurrence.",lighting failure,high,False
cx02088,Complaint,"Hello, For some time now, it has become apparent that the delivery delay persists within our premises. The issue seems more noticeable during peak hours. There have been delays in routine activities. We look forward to your support in resolving this.",delivery delay,medium,False
cx01923,Complaint,"has severely disrupted our operational persistence. We trust this can be addressed promptly. The issue seems more noticeable during peak hours. We hope you are doing well. Recently, our team noticed that the malfunction persists within our premises.",HVAC system malfunction,high,False
cx01923,Complaint,"We hope you are doing well. Recently, our team noticed that the hvac system malfunction persists within our premises. The issue seems more noticeable during peak hours. This has severely disrupted our operational continuity. We trust this can be addressed promptly.",HVAC system malfunction,high,False
cx00912,Complaint,"Hello, During our regular operations, we identified that the unauthorized entry persists within our premises. This appears to be affecting multiple areas within the unit. Operational efficiency has been noticeably impacted. We trust this can be addressed promptly.",unauthorized entry,medium,False
cx01456,Complaint,"We hope you are doing well. The issue look more detectable during peak hours. functional efficiency has been perceptibly impact. For some time now, it has go evident that the maintenance reserve prevail within our premises. We look forward to your support in resolution this.",maintenance backlog,medium,False
cx04570,Inquiry,"Good afternoon, We would like clarification see unit expansion options. Kindly advise us on the appropriate steps moving forward.",unit expansion options,,
cx02285,Complaint,"It is not isolated to a single happening. We look forward to your support in resolving this. The break cadaver limited at this phase. For some time now, it has become apparent that the billing discrepancy persists within our premises. We you are doing well.",billing discrepancy,low,False
cx04825,Inquiry,We would elucidation redevelopment approval process. We are writing to convey to your attention. charitable advise us allow stairs travel forward. is important internal readying.,renovation approval process,,
cx04499,Inquiry,"Good afternoon, We would like clarification regarding visitor access protocol. Kindly advise us on the appropriate steps forward.",visitor access protocol,,
cx00954,Complaint,"functional efficiency has been noticeably impacted. It is not isolated to a single occurrence. Kindly review and advise on the next stairs. Over the past few days, we have observed that the lighting failure persists within our premises. We hope you are doing well.",lighting failure,medium,False
cx04418,Inquiry,"Hello, We would elucidation see service apprehension detail. rede on appropriate steps forward.",service agreement details,,
cx02024,Complaint,"We are writing to bring this to your attention. During our regular operations, we identified that the access control malfunction persists within our premises. The condition has not resolved despite initial adjustments. While this has caused minor inconvenience, operations are still ongoing. We would appreciate your assistance in resolving this matter.",access control malfunction,low,True
cx00783,Complaint,"Hello, For some time now, it has become apparent that the cleaning deficiency persists within our premises. This appears to be affecting multiple areas within the unit. There have been delays in routine activities. We would appreciate your assistance in resolving this matter.",cleaning deficiency,medium,False
cx03892,Inquiry,Kindly advise us on the appropriate steps moving forward. We would like clarification renovation approval process. This information is significant for our internal planning.,renovation approval process,,
cx00714,Complaint,"We hope you are doing well. Recently, our team noticed that the plumbing blockage persists inside our premises. There have been delays in routine activities. We look forward to your support in resolving this.",plumbing blockage,medium,False
cx00955,Complaint,"For some time now, it has become apparent that the plumbing blockage persists within our premises. It is not isolated to a single occurrence. We are currently unable to continue normal business activities. We trust this can be addressed promptly.",plumbing blockage,high,False
cx03204,Inquiry,Kindly advise us on the appropriate steps travel forward. We would like clarification see inspection timeline. We are writing convey your attention. This information is important for our internal,inspection timeline,,
cx02288,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the internet disruption persists within our premises. This appears to be affecting multiple areas within the unit. While this has caused minor inconvenience, operations are still ongoing. Kindly review and advise on the next steps.",internet disruption,low,False
cx02034,Complaint,"Good afternoon, For some time now, it has become apparent that the cleaning deficiency persists within our premises. The condition has not resolved despite initial adjustments. As a result, our operations have come to a halt. We look forward to your support in resolving this.",cleaning deficiency,high,True
cx04025,Inquiry,We would like elucidation regarding installation We are to bring this to your attention. This information is for our internal planning. Kindly us on the steps moving forward.,facility reservation,,
cx01543,Complaint,"There have been delays in routine activities. It is not isolated to a single occurrence. We would prize your assistance in declaration this matter. Good Over the past days, have observed that the maintenance backlog persists within our premises.",maintenance backlog,medium,False
cx03416,Inquiry,"This info is important for our internal planning. Kindly advise us on the appropriate steps moving forward. Good afternoon, We would like clarification regarding visitant pass issuance.",visitor pass issuance,,
cx01461,Complaint,"Good afternoon, During our regular operations, we identified that the maintenance backlog persists within our premises. The condition has not resolved despite initial adjustments. The impact has been manageable so far. We would appreciate your assistance in resolving this matter.",maintenance backlog,low,False
cx03412,Inquiry,charitable advise the appropriate stairs travel forward. would clarification regarding renewal deadline. We are writing this your attention.,renewal deadlines,,
cx03665,Inquiry,Kindly advise on the appropriate steps moving forward. We are writing convey this your attending. We like elucidation regarding lease reclamation terms.,lease renewal terms,,
cx00680,Complaint,"During our regular operations, we identified that the unauthorized entry persists within our premises. The condition has not resolved despite initial adjustments. The disruption remains limited at this stage. We trust this can be addressed promptly.",unauthorized entry,low,False
cx04128,Inquiry,would like regarding charitable us on the let steps travel This info is significant internal preparation.,facility reservation,,
cx02705,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the power instability persists within our premises. This appears to be affecting multiple areas within the unit. This has severely disrupted our operational continuity. We would appreciate your assistance in resolving this matter.",power instability,high,True
cx04556,Inquiry,information important for our internal planning. Kindly rede us on the allow steps moving forward. We would like park regulations. We are writing to convey this to your attention.,parking regulations,,
cx03839,Inquiry,We would like elucidation regarding internet provider policies. charitable advise us on the let steps travel forward. This info is important for our internal planning.,internet provider policies,,
cx02097,Complaint,"For some time now, it has become apparent that the server room overheating prevail within our premises. It is not isolated to single occurrence. We trust this can be addressed quickly. We are unable to continue normal concern activities.",server room overheating,high,False
cx03929,Inquiry,are writing to bring this to your attention. Kindly advise us on the appropriate moving forward. would clarification regarding coverage limitation.,coverage limitations,,
cx02877,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the hvac system malfunction persists within our premises. The disruption remains limited at this stage. Kindly review and advise on the next steps.",HVAC system malfunction,low,False
cx04559,Inquiry,benevolent advise on the appropriate moving forward. This is important for our internal readying. We are writing to bring this to your attention. We would like clarification regarding insurance documentation.,insurance documentation,,
cx04547,Inquiry,"Hello, We would like clarification see visitant access protocol. advise us allow stairs moving forward. This important for our internal preparation.",visitor access protocol,,
cx04999,Inquiry,"Good afternoon, We would like clarification see service agreement details. Kindly rede us on the stairs travel forward.",service agreement details,,
cx04381,Inquiry,This information is important for intragroup planning. We are to this to your attention. Kindly advise us on the appropriate steps travel forward. We would like clarification regarding storage usage rule.,storage usage rules,,
cx00629,Complaint,"We hope you are doing well. During our regular operations, we identified that the lighting failure persists within our premises. The condition has not resolved despite initial adjustments. While this has caused minor inconvenience, operations are still ongoing. We look forward to your support in resolving this.",lighting failure,low,False
cx04381,Inquiry,This info is important for our planning. Kindly us on the stairs travel We would like elucidation regarding storehouse usage rules. We authorship to carry this your attending.,storage usage rules,,
cx01676,Complaint,"Over the past few days, we have observed that the delivery delay persists within our premises. This has badly disrupted our functional persistence. We look forward to your support in resolving this. hope you are make well.",delivery delay,high,False
cx02886,Complaint,"Over the past few days, we detect that the hvac scheme malfunction persists inside our premises. We look forward to your support in resolving This has affect our daily and coordination.",HVAC system malfunction,medium,False
